target_n,single_name_cap,cagr,sharpe,max_dd,calmar,avg_turnover_monthly,avg_cash_weight
3,0.25,0.116321701851829,0.5988467879996301,-0.3499965820060812,0.3323509652154486,0.6413690476190477,0.25297619047619047
3,0.35,0.1469846156715937,0.6021967785868264,-0.44921894951822283,0.3272003904315065,0.8582140051971011,0.0035714285714285718
3,0.5,0.15722883752117944,0.6173089564970244,-0.4875734763447027,0.3224720891298493,0.8772040466097463,9.25185853854297e-18
5,0.25,0.11920138900290778,0.5665559856356626,-0.3828201312586972,0.3113770130399841,0.828661605493364,0.005952380952380955
5,0.35,0.13354738986909598,0.5911510661445513,-0.42329577332398216,0.31549426733085156,0.8450001819293728,0.0035714285714285813
5,0.5,0.13392108831749217,0.5750287798993272,-0.4544495112765514,0.2946885957502892,0.8589805195306275,1.3216940769347101e-17
7,0.25,0.13773816062771815,0.655342552780862,-0.3617445419257256,0.38076085376292684,0.8143437683931783,0.005952380952380963
7,0.35,0.13936169340745352,0.6347363840715098,-0.40379744231349934,0.3451277269340805,0.8271101397759049,0.0035714285714285865
7,0.5,0.13921370565613422,0.6130930676676908,-0.42478366950562185,0.327728478399737,0.8405628439227629,1.3216940769347101e-17
