horizon,status,start_date,end_date,days,period_return,cagr,sharpe,max_dd,start_equity_usd,end_equity_usd,avg_cash_weight,end_cash_weight,trade_count,gross_traded_usd,turnover_estimate
1M,completed,2026-04-13,2026-05-12,22,0.08572482744767806,1.8176323978734756,5.392320333624553,-0.019716266243555824,359734.1901170802,390572.34149189707,0.2646054372517636,0.2503635783683144,0,0.0,0.0
3M,completed,2026-02-12,2026-05-12,62,0.12272431210728119,0.6081165623474887,2.285089766500662,-0.09276689165292651,347879.1162532305,390572.34149189707,0.2288426780304903,0.2503635783683144,36,417319.8135910034,1.185455946691065
6M,completed,2025-11-12,2026-05-12,124,0.23169199647958783,0.5227523445240843,1.979748176755319,-0.11196207638158218,317102.28093405475,390572.34149189707,0.11530937545199285,0.2503635783683144,117,1567983.607673645,4.6050417349199
1Y,completed,2025-05-12,2026-05-12,252,0.4836961211722717,0.4840971151156923,2.082440004397593,-0.11196207638158218,263242.8136182664,390572.34149189707,0.05878624948454968,0.2503635783683144,250,3082531.634666443,9.797001102895699
2Y,completed,2024-05-13,2026-05-12,501,0.8457193287489737,0.3594294158460014,1.626193701383407,-0.2142989514900553,211609.82355677368,390572.34149189707,0.07152540171159995,0.2503635783683144,607,6061241.076530457,21.64162548056921
3Y,completed,2023-05-12,2026-05-12,752,1.541857609555286,0.3646447252473206,1.7094465865590807,-0.2142989514900553,153656.26305095435,390572.34149189707,0.06054110396529163,0.2503635783683144,886,8068135.140499115,32.66990687188569
5Y,completed,2021-05-12,2026-05-12,1256,1.4462597094038614,0.19594484332098205,1.015443906021211,-0.33188177747542924,159661.02862687345,390572.34149189707,0.047758205182311476,0.2503635783683144,1519,12203223.975847244,57.00560918371848
FULL,completed,2019-05-01,2026-05-12,1768,2.905723414918971,0.21383170353333703,1.0257189061823884,-0.33188177747542924,100000.0,390572.34149189707,0.05616203791330742,0.2503635783683144,2091,15066626.90459919,38.575765111907614
