broker_daily_equity_rows,broker_ledger_cagr,broker_ledger_end_date,broker_ledger_max_dd,broker_ledger_metric_mode,broker_ledger_sharpe,broker_ledger_status,broker_ledger_trade_count,daily_risk_action_evidence,daily_risk_engine_backtest_completed,execution_policy_cagr,execution_policy_daily_equity_rows,execution_policy_end_date,execution_policy_max_dd,execution_policy_metric_mode,execution_policy_sharpe,execution_policy_status,execution_policy_trade_count,full_nonmonthly_entry_replacement_validated,nonmonthly_risk_action_count,operating_event_backtest_status,operating_latest_append_detected,portfolio,position_risk_cagr,position_risk_daily_equity_rows,position_risk_end_date,position_risk_max_dd,position_risk_metric_mode,position_risk_sharpe,position_risk_status,position_risk_trade_count,risk_action_count,target_book_exists,target_book_max_date,target_book_max_decisions_per_month,target_book_min_date,target_book_multi_decision_month_count,target_book_path,target_book_rows,target_book_submonthly_decisions_validated,target_book_unique_date_count
1769,0.2309506635262839,2026-05-13,-0.2998402427379665,broker_ledger_next_close,1.089812465182922,completed,2727,True,True,0.21610628628818285,1769,2026-05-13,-0.33947998641127086,broker_ledger_execution_policy_next_close,0.9979856674279917,completed,927,False,672,partial_daily_risk_overlay_validated,True,main,0.15421296911715832,1769,2026-05-13,-0.3153504970908775,broker_ledger_position_risk_next_close,0.9138486303664174,completed,3097,672,True,2026-05-13,1,2019-04-30,0,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/reports/operating_main_target_book.csv,2140,False,84
1769,0.3299660723952078,2026-05-13,-0.4181732710146112,broker_ledger_next_close,1.094135144574884,completed,402,True,True,0.2359487908013016,1769,2026-05-13,-0.38847912855592626,broker_ledger_execution_policy_next_close,0.8667645566952283,completed,256,False,71,partial_daily_risk_overlay_validated,True,concentrated,0.20289954866335336,1769,2026-05-13,-0.5247190415032955,broker_ledger_position_risk_next_close,0.855679530444993,completed,437,71,True,2026-05-13,1,2019-04-30,0,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/reports/operating_concentrated_target_book.csv,23457,False,84
