rebalance_date,net_return,drawdown,regime_state
2020-02-28,-0.23943214897548198,-0.25845504143068254,
2022-05-31,-0.20253205183771847,-0.4784694836198121,
2021-12-31,-0.1495354922010837,-0.14953549220108364,
2022-03-31,-0.13798548323164972,-0.3366107469986056,
2023-04-28,-0.10535693766723209,-0.45656026976400044,
2020-09-30,-0.09611916496944684,-0.1373675651462618,
2022-01-31,-0.08961755044474673,-0.2257520381302196,
2025-02-28,-0.08949710282469535,-0.08949710282469536,
2022-11-30,-0.08436399833318167,-0.4634450404536703,
2022-10-31,-0.08164749477658875,-0.41400845033442524,
