rebalance_date,target_n,single_name_cap,gross_return,cost,turnover,net_return,cash_weight,n_positions,selected_tickers,equity,drawdown
2017-05-31,3,0.5,0.018319319906213702,0.0025,0.5,0.015819319906213703,0.0,3,"UNH,HD,INTC",1.0158193199062138,0.0
2017-06-30,3,0.5,0.08916580034297933,0.005,1.0,0.08416580034297932,0.0,3,"META,V,AMGN",1.101316565969981,0.0
2017-07-31,3,0.5,-0.003558779359745134,0.005,1.0,-0.008558779359745134,0.0,3,"MSFT,CMCSA,EBAY",1.0918906404766118,-0.008558779359745139
2017-08-31,3,0.5,0.0175392990603883,0.005,1.0,0.012539299060388299,0.0,3,"PG,DHR,ACN",1.105582183758787,0.0
2017-09-29,3,0.5,0.05579907928351922,0.005,1.0,0.050799079283519226,0.0,3,"META,GOOG,GOOGL",1.1617447407659958,0.0
2017-10-31,3,0.5,-0.00044044329595225315,0.0025,0.5,-0.002940443295952253,0.0,3,"GOOG,GOOGL,HD",1.1583286962314026,-0.002940443295952333
2017-11-30,3,0.5,0.003313848890004714,0.005,1.0,-0.0016861511099952862,0.0,3,"RJF,ICE,SBUX",1.1563755790145127,-0.004621636374220084
2017-12-29,3,0.5,0.10359329907778778,0.005,1.0,0.09859329907778777,0.0,3,"GOOG,GOOGL,PG",1.2703864623225407,0.0
2018-01-31,3,0.5,-0.0633717589006997,0.005,1.0,-0.0683717589006997,0.0,3,"MDT,ICE,RGLD",1.183527905409911,-0.0683717589006998
2018-02-28,3,0.5,-0.03187311714212279,0.005,1.0,-0.03687311714212279,0.0,3,"GOOG,BKNG,DHR",1.1398875423127601,-0.10272379616766414
2018-03-29,3,0.5,0.027606556314861714,0.003162628248778133,0.6325256497556265,0.02444392806608358,1.1102230246251565e-16,3,"BKNG,ADSK,PEGA",1.167750871400478,-0.08079084118577795
2018-04-30,3,0.5,0.05754929642247919,0.0043867819000268414,0.8773563800053682,0.053162514522452346,0.0,3,"CSX,DHR,PEGA",1.2298314440599123,-0.03192337093114572
2018-05-31,3,0.5,0.001335168691924771,0.005,1.0,-0.003664831308075229,0.0,3,"META,GOOGL,GOOG",1.225324319280066,-0.035471208469973314
