ticker,Name,sector,portfolio_sleeve_label,score,style_row_turnaround_fit,market_style_regime_label
PDD,PDD Holdings (Pinduoduo / Temu),Internet,unassigned,1.914566885121048,0.5291202439976903,breakout_growth
PLTR,PALANTIR TECHNOLOGIES INC CLASS A,Information Technology,core_compounder,6.156972407313528,0.464971751102001,breakout_growth
AMZN,AMAZON.COM INC,Consumer Discretionary,core_compounder,4.820141265031225,0.3231100117263754,breakout_growth
CART,MAPLEBEAR INC,Consumer Staples,unassigned,0.1537350845020938,0.3148619657714597,breakout_growth
GOOGL,ALPHABET INC CLASS A,Communication,core_compounder,5.5099246091283645,0.2828615193011761,breakout_growth
GOOG,ALPHABET INC CLASS C,Communication,core_compounder,5.54113502336324,0.2769625265338809,breakout_growth
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,Information Technology,unassigned,-1.863182185443555,0.2721856352530262,breakout_growth
AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,future_winner,2.480951940322184,0.2526190247823722,breakout_growth
