rebalance_date,next_rebalance_date,regime_label,core_target,future_target,early_target,cash_target_used,cash_weight,rebalance_action,due_sleeves,active_rebalance_interval_months,target_n,drawdown_before_month,drawdown_after_month,equity_after_month
2021-07-30,2021-08-31,balanced,0.25,0.35,0.4,0.0,0.07273735375265551,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,2.415892402215987
2021-08-31,2021-09-30,balanced,0.25,0.35,0.4,0.0,0.329509256032358,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.05209985548913515,2.2900247571832346
2021-09-30,2021-10-29,risk_off_alert,0.18,0.36,0.18,0.28,0.3083135547288663,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.05209985548913515,0.0,2.4896816215265245
2021-10-29,2021-11-30,growth_reentry_alert,0.25,0.35,0.4,0.0,0.2711095733859313,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.0019440956684745592,2.484841442270234
2021-11-30,2021-12-31,balanced,0.25,0.35,0.4,0.0,0.15250026425591687,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0019440956684745592,0.0,2.5550088277807155
2021-12-31,2022-01-31,balanced,0.25,0.35,0.4,0.0,0.3794021419995646,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.049671032059147587,2.4280989023846145
2022-01-31,2022-02-28,balanced,0.25,0.35,0.4,0.0,0.12544023212717703,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.049671032059147587,-0.062307523933092086,2.395812554094507
2022-02-28,2022-03-31,balanced,0.25,0.35,0.4,0.0,0.06500516472353585,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.062307523933092086,-0.02756360767698474,2.484583566840535
2022-03-31,2022-04-29,growth_reentry_alert,0.25,0.35,0.4,0.0,0.7083128350549436,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.02756360767698474,-0.0940455637812512,2.3147215821060043
2022-04-29,2022-05-31,risk_off_alert,0.25,0.35,0.4,0.0,0.15664315330255402,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.0940455637812512,-0.08827495615519881,2.329465535532227
2022-05-31,2022-06-30,balanced,0.25,0.35,0.4,0.0,0.5424426260188291,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.08827495615519881,-0.13870153269401544,2.2006251873207905
2022-06-30,2022-07-29,balanced,0.25,0.44999999999999996,0.30000000000000004,0.0,0.11316188505473185,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.13870153269401544,-0.10347060522823391,2.2906405180067644
2022-07-29,2022-08-31,balanced,0.25,0.5499999999999999,0.2,0.0,0.04959353804601072,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.10347060522823391,-0.12002232187267181,2.2483507358653005
2022-08-31,2022-09-30,balanced,0.25,0.6,0.15000000000000002,0.0,0.14230745600143907,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.12002232187267181,-0.15921178440601547,2.148221313136626
2022-09-30,2022-10-31,balanced,0.25,0.675,0.07500000000000001,0.0,0.0643616821668462,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.15921178440601547,-0.07743776583344333,2.357154652472652
2022-10-31,2022-11-30,balanced,0.25,0.35,0.4,0.0,0.10935513496754964,circuit_breaker_release,"core_compounder,early_scout,future_winner",1,18,-0.07743776583344333,-0.07536304511220063,2.3624555822306066
2022-11-30,2022-12-30,balanced,0.25,0.35,0.4,0.0,0.2521947908651979,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.07536304511220063,-0.10889907566795294,2.2767707281119356
2022-12-30,2023-01-31,balanced,0.25,0.55,0.2,0.0,0.048325475300930565,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.10889907566795294,-0.08246423582218447,2.3443119772788434
2023-01-31,2023-02-28,balanced,0.25,0.55,0.2,0.0,0.07719445621689097,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.08246423582218447,-0.10160899821865615,2.295396940350094
2023-02-28,2023-03-31,balanced,0.25,0.6000000000000001,0.15000000000000002,0.0,0.05608850590469334,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.10160899821865615,-0.072959595847667,2.368596416318613
2023-03-31,2023-04-28,balanced,0.25,0.35,0.4,0.0,0.08318384428839058,circuit_breaker_release,"core_compounder,early_scout,future_winner",1,18,-0.072959595847667,-0.06202527453466877,2.3965337037991143
2023-04-28,2023-05-31,balanced,0.25,0.35,0.4,0.0,0.2557491699058243,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.06202527453466877,-0.01651514721118769,2.512812480864033
2023-05-31,2023-06-30,balanced,0.25,0.35,0.4,0.0,0.07266653717735228,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.01651514721118769,0.0,2.7244876717848294
2023-06-30,2023-07-31,growth_reentry_alert,0.25,0.35,0.4,0.0,0.1296140234433885,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,2.7847425083968376
2023-07-31,2023-08-31,balanced,0.25,0.35,0.4,0.0,0.10667219546539725,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,2.8175701409116614
2023-08-31,2023-09-29,balanced,0.25,0.35,0.4,0.0,0.48189313907420595,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,-0.06486739454422702,2.6348017069251113
2023-09-29,2023-10-31,systemic_alert,0.2,0.3,0.1,0.4,0.4409728764064968,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.06486739454422702,-0.06937760424993279,2.6220938747290647
2023-10-31,2023-11-30,balanced,0.25,0.35,0.4,0.0,0.10883926008473989,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.06937760424993279,-0.017143021467426453,2.769268475500033
2023-11-30,2023-12-29,balanced,0.25,0.35,0.4,0.0,0.0,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.017143021467426453,0.0,2.868897006687522
2023-12-29,2024-01-31,balanced,0.25,0.35,0.4,0.0,0.08524069808217638,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,3.0333304842880655
2024-01-31,2024-02-29,balanced,0.25,0.35,0.4,0.0,0.08154829800620073,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,3.220421239786308
2024-02-29,2024-03-28,balanced,0.25,0.35,0.4,0.0,0.08246362167475142,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,3.462692164103648
2024-03-28,2024-04-30,balanced,0.25,0.35,0.4,0.0,0.2983039624216034,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.039074698491909685,3.327388511821
2024-04-30,2024-05-31,balanced,0.25,0.35,0.4,0.0,0.13889559278847463,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.039074698491909685,0.0,3.58163490445174
2024-05-31,2024-06-28,balanced,0.25,0.35,0.4,0.0,0.19534002253109756,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,3.6932190878146725
2024-06-28,2024-07-31,balanced,0.25,0.35,0.4,0.0,0.33484595083712143,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,-0.022734881720859614,3.609254188683985
2024-07-31,2024-08-30,systemic_alert,0.2,0.3,0.1,0.4,0.40779582851242013,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.022734881720859614,-0.007640696447735353,3.6650003218496985
2024-08-30,2024-09-30,balanced,0.25,0.35,0.4,0.0,0.1682247563639911,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.007640696447735353,0.0,3.8691690303436674
2024-09-30,2024-10-31,balanced,0.25,0.35,0.4,0.0,0.08936665343572109,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,4.00391335748172
2024-10-31,2024-11-29,balanced,0.25,0.35,0.4,0.0,0.0513022889375768,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,4.2745157739642625
2024-11-29,2024-12-31,growth_reentry_alert,0.25,0.35,0.4,0.0,0.2814842023911296,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.032108433110061646,4.137267770158028
2024-12-31,2025-01-31,balanced,0.25,0.35,0.4,0.0,0.017927643837733164,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.032108433110061646,-0.012285116664544592,4.222002848996675
2025-01-31,2025-02-28,balanced,0.25,0.35,0.4,0.0,0.07686292697937476,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.012285116664544592,0.0,4.351735688929286
2025-02-28,2025-03-31,risk_off_alert,0.18,0.36,0.18,0.28,0.7759314588944748,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,-0.04286082417464687,4.165216710711552
2025-03-31,2025-04-30,risk_off_alert,0.18,0.36,0.18,0.28,0.35995247450530216,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.04286082417464687,-0.04713505447969343,4.146616390150378
2025-04-30,2025-05-30,balanced,0.25,0.35,0.4,0.0,0.17120073747605155,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.04713505447969343,0.0,4.405889206316864
2025-05-30,2025-06-30,balanced,0.25,0.35,0.4,0.0,0.0681553906527402,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,4.628136467694539
2025-06-30,2025-07-31,balanced,0.25,0.35,0.4,0.0,0.3205793789385939,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,4.6877787823984765
2025-07-31,2025-08-29,balanced,0.25,0.35,0.4,0.0,0.05877855319960732,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.0008793564237447736,4.68365655401308
2025-08-29,2025-09-30,balanced,0.25,0.35,0.4,0.0,0.1300100005448147,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0008793564237447736,0.0,4.88953167706359
2025-09-30,2025-10-31,balanced,0.25,0.35,0.4,0.0,0.1883364920282356,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,5.265616950455306
2025-10-31,2025-11-28,balanced,0.25,0.35,0.4,0.0,0.6673538053450518,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,-0.03785391253518146,5.066292746969002
2025-11-28,2025-12-31,growth_reentry_alert,0.25,0.35,0.4,0.0,0.1611818267198128,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.03785391253518146,-0.004735644723143733,5.240680859329786
2025-12-31,2026-01-30,balanced,0.25,0.35,0.4,0.0,0.2588610127723692,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.004735644723143733,0.0,5.698611973219282
2026-01-30,2026-02-27,balanced,0.25,0.35,0.4,0.0,0.38218313644961277,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.0022871928104577608,5.685578148884546
2026-02-27,2026-03-31,risk_off_alert,0.18,0.36,0.18,0.28,0.6556236932487526,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0022871928104577608,-0.026156221678342664,5.5495578151889005
