rebalance_date,next_rebalance_date,regime_label,core_target,future_target,early_target,cash_target_used,cash_weight,rebalance_action,due_sleeves,active_rebalance_interval_months,target_n,drawdown_before_month,drawdown_after_month,equity_after_month
2019-04-30,2019-05-31,balanced,0.25,0.35,0.4,0.0,0.21493407069854248,initial_rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.018198983356911946,0.981801016643088
2019-05-31,2019-06-28,risk_off_alert,0.18,0.36,0.18,0.28,0.34374040150611257,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.018198983356911946,0.0,1.029589629331126
2019-06-28,2019-07-31,balanced,0.25,0.35,0.4,0.0,0.029453610998870682,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,1.0391312972042848
2019-07-31,2019-08-30,balanced,0.25,0.35,0.4,0.0,0.0391168457903042,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,1.0541952997198463
2019-08-30,2019-09-30,balanced,0.25,0.35,0.4,0.0,0.08499575266888976,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.005442629898831573,1.0484577048623833
2019-09-30,2019-10-31,balanced,0.25,0.35,0.4,0.0,0.0,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.005442629898831573,0.0,1.0682519077628936
2019-10-31,2019-11-29,growth_reentry_alert,0.25,0.35,0.4,0.0,0.03198600951778551,rebalance,"core_compounder,early_scout,future_winner",1,20,0.0,0.0,1.070842901220597
2019-11-29,2019-12-31,balanced,0.25,0.35,0.4,0.0,0.039206857205649516,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,20,0.0,0.0,1.1011417607285052
2019-12-31,2020-01-31,balanced,0.25,0.35,0.4,0.0,0.0,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,1.1588710407689466
2020-01-31,2020-02-28,balanced,0.25,0.35,0.4,0.0,0.30307629542813985,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,-0.030341603337312114,1.1237090353308372
2020-02-28,2020-03-31,risk_off_alert,0.18,0.36,0.18,0.28,0.8083046872934267,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.030341603337312114,-0.08475955822569409,1.0606456433128204
2020-03-31,2020-04-30,systemic_alert,0.25000000000000006,0.55,0.2,0.0,0.08246525686877015,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.08475955822569409,0.0,1.2490579354970968
2020-04-30,2020-05-29,balanced,0.25,0.35,0.4,0.0,0.0,circuit_breaker_release,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,1.4285890916968031
2020-05-29,2020-06-30,balanced,0.25,0.35,0.4,0.0,0.009929913345538189,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,1.4852699483747447
2020-06-30,2020-07-31,balanced,0.25,0.35,0.4,0.0,0.011014729262227005,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,1.609413273099842
2020-07-31,2020-08-31,balanced,0.25,0.35,0.4,0.0,0.05871859298202749,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,1.7880662651618346
2020-08-31,2020-09-30,balanced,0.25,0.35,0.4,0.0,0.16879461635671428,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.02333369593549712,1.7463440706180284
2020-09-30,2020-10-30,balanced,0.25,0.35,0.4,0.0,0.1013956335987698,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.02333369593549712,-0.024188889028473517,1.744814928698278
2020-10-30,2020-11-30,risk_off_alert,0.18,0.36,0.18,0.28,0.32263722692070895,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.024188889028473517,0.0,1.8607586063230033
2020-11-30,2020-12-31,growth_reentry_alert,0.25,0.35,0.4,0.0,0.05156268944098862,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,1.9411263382830075
2020-12-31,2021-01-29,balanced,0.25,0.35,0.4,0.0,0.10002268242107473,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.0031374451458697273,1.9350361608754416
2021-01-29,2021-02-26,risk_off_alert,0.18,0.36,0.18,0.28,0.4596178337866632,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0031374451458697273,0.0,2.017896655322782
2021-02-26,2021-03-31,risk_off_alert,0.18,0.36,0.18,0.28,0.4018005506987141,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.004974789640307675,2.007858043946671
2021-03-31,2021-04-30,growth_reentry_alert,0.25,0.35,0.4,0.0,0.20129394853040483,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.004974789640307675,0.0,2.090637377136601
2021-04-30,2021-05-28,balanced,0.25,0.35,0.4,0.0,0.06560926662183568,rebalance,"core_compounder,early_scout,future_winner",1,21,0.0,-0.01080049141196338,2.0680574660993076
2021-05-28,2021-06-30,balanced,0.25,0.35,0.4,0.0,0.10434189994531778,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.01080049141196338,0.0,2.1727506966885737
2021-06-30,2021-07-30,balanced,0.25,0.35,0.4,0.0,0.12361523412665176,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,2.2844146579130595
