ticker,trade_count,win_rate,compound_realized_return,avg_realized_return,best_trade_return,worst_trade_return,avg_alpha_vs_benchmark,avg_holding_days,max_holding_days,dominant_exit_reason,churn_tag
SHOP,6,0.6666666666666666,2.2379859436156533,0.3102338689423982,1.5890504242933328,-0.0799999999999999,0.26893236442397045,81.83333333333333,274.0,scheduled_rebalance,normal
SE,3,1.0,2.2159251449600768,0.5938023821169911,1.5068680745477965,0.0346234862852934,0.47625069155197003,131.66666666666666,185.0,scheduled_rebalance,normal
GOOGL,15,0.7333333333333333,2.057146927243549,0.0816408504805139,0.2160068075150294,-0.0727761027369218,0.043825947409316515,37.333333333333336,91.0,scheduled_rebalance,profitable_reentry_churn
PLTR,3,1.0,1.872486669526661,0.4262467394878811,0.5885932448313773,0.3130189775525662,0.3394668554037499,112.66666666666667,245.0,scheduled_rebalance,normal
GOOG,13,0.6923076923076923,1.777069614025911,0.09375354043902098,0.565091421352149,-0.1494655343268496,0.06888632687152113,64.92307692307692,274.0,scheduled_rebalance,profitable_reentry_churn
FTNT,7,0.5714285714285714,1.7610449716477738,0.1882748971337655,0.8514373175543817,-0.0933991615272149,0.13053038834591815,44.285714285714285,154.0,scheduled_rebalance,profitable_reentry_churn
VST,2,1.0,1.5425557287168306,0.7319050117950141,1.407877822759965,0.0559322008300631,0.6529524094714988,77.0,154.0,scheduled_rebalance,normal
NOW,9,0.5555555555555556,1.523614754547221,0.13761888776982464,0.8673596619142934,-0.0861006509919632,0.05169031944861334,111.77777777777777,276.0,scheduled_rebalance,normal
AAPL,8,0.625,1.4623455012315603,0.1477888730096355,0.8420592689414563,-0.0985120592150735,0.09675267164775474,114.0,274.0,scheduled_rebalance,normal
TSLA,4,0.75,1.4464093860129412,0.39176344663468854,1.6241900944584513,-0.1410227766743048,0.41959443306855043,37.75,121.0,scheduled_rebalance,profitable_reentry_churn
TER,2,1.0,1.3233779211530292,0.6514849435396891,1.2871142361193035,0.0158556509600746,0.5852081332558886,106.5,122.0,scheduled_rebalance,normal
UNH,8,0.875,1.0942334302483108,0.10278796624247821,0.388179116216176,-0.0361245526209531,0.036112278623912836,125.75,305.0,scheduled_rebalance,normal
AMZN,4,1.0,1.054525174579556,0.20497332994082126,0.3738504675191774,0.0461102907863331,0.06119933634382915,152.25,212.0,scheduled_rebalance,normal
ORLY,6,0.8333333333333334,0.9746617550812915,0.12333742327063464,0.2616689269034018,-0.0141230049751808,0.009810445436052218,182.66666666666666,394.0,scheduled_rebalance,patient_winner
JD,4,0.5,0.9373965845211627,0.22030161867873127,0.673081376505632,-0.0799999999999999,0.1914036022937443,68.0,150.0,scheduled_rebalance,profitable_reentry_churn
MELI,5,0.6,0.8652119569941048,0.15607800523290333,0.4555843149525442,-0.1154218671976929,0.12039287966950693,85.4,151.0,scheduled_rebalance,normal
HD,7,0.7142857142857143,0.8615627734365714,0.10497034489484479,0.3771643610223048,-0.134955029289014,-0.003016064911666961,152.57142857142858,244.0,scheduled_rebalance,normal
CPRT,6,0.8333333333333334,0.8394021495664898,0.11445500802113652,0.376367143698715,-0.0689833487450251,0.0324827359574688,56.333333333333336,92.0,scheduled_rebalance,profitable_reentry_churn
