current_book,ticker,name,sector,current_weight,history_status,first_seen,last_seen,total_months_held,run_count,current_run_months,current_run_return,current_run_recent_3m_return,current_run_tag,historical_weighted_contribution
current_concentrated,NVDA,nan,nan,0.2418361600254186,new_unseen,nan,nan,nan,nan,nan,nan,nan,nan,nan
current_concentrated,ADI,ANALOG DEVICES INC,Information Technology,0.23361415002711,open_history,2021-05-28,2026-02-27,11.0,7.0,2.0,0.04547630701632799,0.04547630701632799,normal,-0.0176800258867404
current_concentrated,EXPE,EXPEDIA GROUP INC,Consumer Discretionary,0.2088810371884173,returning_after_gap,2021-09-30,2026-01-30,34.0,17.0,3.0,-0.02588447556689577,-0.02588447556689577,normal,0.0076550174893030825
current_concentrated,JHG,nan,nan,0.2070468076679743,new_unseen,nan,nan,nan,nan,nan,nan,nan,nan,nan
current_concentrated,MRVL,nan,nan,0.0525701222200711,new_unseen,nan,nan,nan,nan,nan,nan,nan,nan,nan
current_concentrated,CIEN,nan,nan,0.0355041154179514,new_unseen,nan,nan,nan,nan,nan,nan,nan,nan,nan
current_concentrated,MU,nan,nan,0.0205476074530569,new_unseen,nan,nan,nan,nan,nan,nan,nan,nan,nan
current_main,GOOG,ALPHABET INC CLASS C,Communication,0.1399999999999999,open_history,2019-07-31,2026-02-27,189.0,41.0,8.0,0.565091421352149,-0.06620390960336775,open_stale_watch,0.9947772087488848
current_main,APP,APPLOVIN CORP CLASS A,Information Technology,0.1048172993293705,returning_after_gap,2025-01-31,2026-01-30,11.0,5.0,3.0,-0.26179564842858394,-0.26179564842858394,normal,-0.012785578583816902
current_main,CAT,CATERPILLAR INC,Industrials,0.1035634376142495,returning_after_gap,2019-10-31,2019-10-31,1.0,1.0,1.0,0.0048795124975300475,0.0048795124975300475,normal,0.0005089615613669
current_main,GEV,GE VERNOVA INC,Industrials,0.0885808084126337,open_history,2025-07-31,2026-02-27,3.0,2.0,1.0,0.027777184263226617,0.027777184263226617,normal,-0.0034727740509119995
current_main,AMZN,AMAZON.COM INC,Consumer Discretionary,0.0780442171020089,returning_after_gap,2020-03-31,2024-08-30,52.0,11.0,7.0,0.04611029078633311,-0.04439511785006989,normal,0.32397999516599896
current_main,PLTR,PALANTIR TECHNOLOGIES INC CLASS A,Information Technology,0.0518345047608683,returning_after_gap,2024-07-31,2025-12-31,28.0,7.0,9.0,0.5885932448313773,-0.06998592373934642,long_winner,0.3525523814839316
current_main,VRT,nan,nan,0.0518345047608683,new_unseen,nan,nan,nan,nan,nan,nan,nan,nan,nan
current_main,NVT,nan,nan,0.0518345047608683,new_unseen,nan,nan,nan,nan,nan,nan,nan,nan,nan
current_main,FIX,nan,nan,0.0510448726484261,new_unseen,nan,nan,nan,nan,nan,nan,nan,nan,nan
current_main,PR,PERMIAN RESOURCES CORP CLASS A,Energy,0.0399999999999999,open_history,2024-02-29,2026-02-27,9.0,6.0,1.0,0.10912313315133249,0.10912313315133249,normal,0.0394625447142931
current_main,MLI,MUELLER INDUSTRIES INC,Industrials,0.0399999999999999,returning_after_gap,2023-02-28,2026-01-30,22.0,11.0,3.0,0.14318400183269064,0.14318400183269064,normal,0.03977679885816078
current_main,ON,ON SEMICONDUCTOR CORP,Information Technology,0.0390113281904503,returning_after_gap,2019-07-31,2023-09-29,24.0,12.0,7.0,-0.2353648368657577,-0.42876321593330136,normal,-0.04195821083666639
current_main,FTI,TECHNIPFMC PLC,Energy,0.0365884249686721,open_history,2025-07-31,2026-02-27,4.0,4.0,1.0,0.03793464910755939,0.03793464910755939,normal,0.0175995553841496
current_main,NXPI,nan,nan,0.0337310877067305,new_unseen,nan,nan,nan,nan,nan,nan,nan,nan,nan
current_main,PWR,QUANTA SERVICES INC,Industrials,0.0322927410247994,returning_after_gap,2020-08-31,2024-05-31,32.0,14.0,2.0,-0.024605596743237035,-0.024605596743237035,normal,0.0423627289514
current_main,CBOE,CBOE GLOBAL MARKETS INC,Financials,0.0285866166280834,returning_after_gap,2019-07-31,2025-04-30,8.0,4.0,2.0,0.025946459705084246,0.025946459705084246,normal,0.01117753354517965
current_main,UMC,nan,nan,0.0282356520919697,new_unseen,nan,nan,nan,nan,nan,nan,nan,nan,nan
