book,rebalance_date,top_tickers,top_weights,n_positions,cash_estimate,entered_top,left_top
concentrated_grid_presence,2019-05-31,"PEG,ORLY,ELS,FDS,WRB,TSCO,AMT,GL","0.5000,0.5000,0.2750,0.2116,0.1617,0.1239,0.0884,0.0678",10,0.0,"AMT,ELS,FDS,GL,ORLY,PEG,TSCO,WRB",
concentrated_grid_presence,2019-06-28,"PEG,FDS,ORLY,TSCO,ELS,WRB,APH,EXR","1.0000,0.5000,0.4996,0.3039,0.2757,0.1699,0.1162,0.1084",14,0.0,"APH,EXR","AMT,GL"
concentrated_grid_presence,2019-07-31,"PEG,ORLY,CBRE,WRB,ELS,FDS,TSCO,CBOE","1.0000,0.5120,0.5000,0.2911,0.2803,0.2097,0.1987,0.1561",16,0.0,"CBOE,CBRE","APH,EXR"
concentrated_grid_presence,2019-08-30,"ORLY,BKNG,AEP,CBRE,WRB,DUK,TSCO,CBOE","1.0000,0.5000,0.5000,0.4919,0.3001,0.1911,0.1874,0.1686",15,0.0,"AEP,BKNG,DUK","ELS,FDS,PEG"
concentrated_grid_presence,2019-09-30,"BKNG,AEP,ORLY,DUK,CBRE,VICI,CSX,ELS","1.0000,0.5031,0.2743,0.1997,0.1256,0.1250,0.0978,0.0950",15,0.0,"CSX,ELS,VICI","CBOE,TSCO,WRB"
concentrated_grid_presence,2019-10-31,"BKNG,AEP,ORLY,DUK,CBRE,VICI,LPX,CSX","1.0000,0.5010,0.5000,0.2500,0.1667,0.1276,0.1250,0.0972",21,0.0,LPX,ELS
concentrated_grid_presence,2019-11-29,"CPRT,PANW,ORLY,VEEV,JKHY,CP,PFGC,JEF","0.5000,0.5000,0.2500,0.1845,0.1417,0.0962,0.0833,0.0556",10,0.0,"CP,CPRT,JEF,JKHY,PANW,PFGC,VEEV","AEP,BKNG,CBRE,CSX,DUK,LPX,VICI"
concentrated_grid_presence,2019-12-31,"CPRT,AAPL,PANW,CP,ORLY,VEEV,MCHP,JKHY","1.0000,0.5000,0.4983,0.2500,0.2428,0.1749,0.1667,0.1364",15,0.0,"AAPL,MCHP","JEF,PFGC"
concentrated_grid_presence,2020-01-31,"CPRT,GOOG,PANW,JD,ORLY,VEEV,CP,JKHY","1.0000,0.5000,0.4721,0.2508,0.2162,0.1958,0.1534,0.1350",14,0.0,"GOOG,JD","AAPL,MCHP"
concentrated_grid_presence,2020-02-28,"GOOG,EDU,DUK,NOW,JD,TT,VEEV,CP","0.5012,0.5000,0.5000,0.2946,0.2834,0.2173,0.1959,0.1488",15,0.0,"DUK,EDU,NOW,TT","CPRT,JKHY,ORLY,PANW"
concentrated_grid_presence,2020-03-31,"JD,NOW,VRTX,MTD,RVTY,CHRW,AMT,NRG","0.5000,0.5000,0.2709,0.1667,0.1250,0.0928,0.0833,0.0833",11,0.0,"AMT,CHRW,MTD,NRG,RVTY,VRTX","CP,DUK,EDU,GOOG,TT,VEEV"
concentrated_grid_presence,2020-04-30,"JD,NOW,FTNT,SE,AMZN,BKNG,VRTX,TSCO","1.0000,0.5424,0.5000,0.5000,0.5000,0.4287,0.2609,0.1854",19,0.0,"AMZN,BKNG,FTNT,SE,TSCO","AMT,CHRW,MTD,NRG,RVTY"
concentrated_grid_presence,2020-05-29,"GOOGL,MELI,SE,NOW,VEEV,ORLY,MNST,ABT","0.5000,0.5000,0.5000,0.4580,0.3015,0.1863,0.1778,0.1172",10,0.0,"ABT,GOOGL,MELI,MNST,ORLY,VEEV","AMZN,BKNG,FTNT,JD,TSCO,VRTX"
concentrated_grid_presence,2020-06-30,"SE,GOOGL,JD,MELI,AMZN,NOW,VEEV,ORLY","1.0000,0.5000,0.5000,0.5000,0.5000,0.4644,0.3107,0.1929",15,0.0,"AMZN,JD","ABT,MNST"
concentrated_grid_presence,2020-07-31,"SE,GOOGL,MELI,NOW,VEEV,CTAS,ORLY,SHW","1.0000,0.5000,0.5000,0.4711,0.3226,0.2581,0.1871,0.1814",16,0.0,"CTAS,SHW","AMZN,JD"
concentrated_grid_presence,2020-08-31,"MELI,GOOGL,BKNG,JD,AMZN,NOW,GOOG,CTAS","1.0000,0.5065,0.5000,0.5000,0.5000,0.4115,0.2641,0.2603",15,0.0,"AMZN,BKNG,GOOG,JD","ORLY,SE,SHW,VEEV"
concentrated_grid_presence,2020-09-30,"JD,CPRT,NOW,SE,ORLY,CSX,TSCO,SHW","0.5185,0.5000,0.5000,0.2614,0.2500,0.1727,0.1596,0.1039",14,0.0,"CPRT,CSX,ORLY,SE,SHW,TSCO","AMZN,BKNG,CTAS,GOOG,GOOGL,MELI"
concentrated_grid_presence,2020-10-30,"CPRT,JD,GOOG,NOW,SE,ORLY,CSX,MELI","1.0000,0.5311,0.5000,0.4907,0.2621,0.2500,0.1737,0.1667",21,0.0,"GOOG,MELI","SHW,TSCO"
concentrated_grid_presence,2020-11-30,"GOOG,CPRT,PTC,KNSL,EDU,AIZ,NTAP,WDAY","0.5000,0.5000,0.2500,0.1667,0.1250,0.0892,0.0871,0.0695",10,0.0,"AIZ,EDU,KNSL,NTAP,PTC,WDAY","CSX,JD,MELI,NOW,ORLY,SE"
concentrated_grid_presence,2020-12-31,"GOOG,CPRT,HPQ,KEYS,PTC,EDU,COO,GEN","1.0000,0.5267,0.5000,0.3164,0.2645,0.1364,0.1363,0.1348",15,0.0,"COO,GEN,HPQ,KEYS","AIZ,KNSL,NTAP,WDAY"
concentrated_grid_presence,2021-01-29,"GOOG,QGEN,PTC,VEEV,CTAS,COO,NTAP,AIZ","1.0000,0.5000,0.2848,0.2500,0.1667,0.1282,0.1045,0.0994",14,0.0,"AIZ,CTAS,NTAP,QGEN,VEEV","CPRT,EDU,GEN,HPQ,KEYS"
concentrated_grid_presence,2021-02-26,"GOOG,BKNG,QGEN,ORLY,VEEV,NOW,CTAS,COO","1.0000,0.5000,0.4568,0.2696,0.2481,0.2043,0.1626,0.1303",19,0.0,"BKNG,NOW,ORLY","AIZ,NTAP,PTC"
concentrated_grid_presence,2021-03-31,"GOOG,GOOGL,ORLY,BKNG,WSM,TSCO,NOW,CSX","1.0000,0.5000,0.5000,0.4930,0.3152,0.2039,0.1868,0.1638",15,0.0,"CSX,GOOGL,TSCO,WSM","COO,CTAS,QGEN,VEEV"
concentrated_grid_presence,2021-04-30,"GOOGL,GOOG,ORLY,BKNG,WSM,TSCO,CSX,NOW","1.0000,1.0000,0.5000,0.4726,0.2834,0.2063,0.1921,0.1720",17,0.0,,
concentrated_grid_presence,2021-05-28,"GOOG,FTNT,DUK,NOW,SAIC,IDXX,VRSN,CVS","0.5000,0.5000,0.2500,0.1667,0.1250,0.0936,0.0904,0.0723",10,0.0,"CVS,DUK,FTNT,IDXX,SAIC,VRSN","BKNG,CSX,GOOGL,ORLY,TSCO,WSM"
concentrated_grid_presence,2021-06-30,"GOOG,FTNT,ABT,GOOGL,NOW,DUK,TER,SAIC","1.0000,0.5118,0.5000,0.5000,0.2846,0.2385,0.1250,0.1171",15,0.0,"ABT,GOOGL,TER","CVS,IDXX,VRSN"
concentrated_grid_presence,2021-07-30,"GOOG,FTNT,ABT,GOOGL,CROX,DUK,NOW,MCO","1.0000,0.5269,0.5000,0.5000,0.2535,0.2313,0.1789,0.1250",16,0.0,"CROX,MCO","SAIC,TER"
concentrated_grid_presence,2021-08-31,"ABT,GOOGL,ORLY,CROX,TT,TSCO,DUK,MCO","1.0000,0.5091,0.5000,0.2514,0.2500,0.1907,0.1615,0.1511",18,0.0,"ORLY,TSCO,TT","FTNT,GOOG,NOW"
concentrated_grid_presence,2021-09-30,"GOOGL,ORLY,CPRT,TSCO,CROX,MCO,PEG,STE","1.0000,0.5258,0.5000,0.2500,0.1667,0.1465,0.1250,0.1047",13,0.0,"CPRT,PEG,STE","ABT,DUK,TT"
concentrated_grid_presence,2021-10-29,"GOOGL,CPRT,ORLY,PANW,TSCO,CROX,MCO,PEG","1.0000,1.0000,0.5056,0.5000,0.2477,0.1718,0.1565,0.1191",18,0.0,PANW,STE
concentrated_grid_presence,2021-11-30,"GOOGL,ORLY,EXP,STE,WDAY,PANW,VVV,AZO","0.5000,0.5000,0.2642,0.2064,0.1705,0.1097,0.1055,0.0814",10,0.0,"AZO,EXP,STE,VVV,WDAY","CPRT,CROX,MCO,PEG,TSCO"
concentrated_grid_presence,2021-12-31,"GOOGL,ORLY,COO,PANW,EXP,STE,GOOG,WDAY","1.0000,0.5210,0.5000,0.5000,0.2667,0.2144,0.1826,0.1600",14,0.0,"COO,GOOG","AZO,VVV"
concentrated_grid_presence,2022-01-31,"GOOGL,ORLY,COO,STE,FICO,WDAY,NFG,AZO","1.0000,0.5148,0.5000,0.2130,0.1722,0.1620,0.1416,0.1189",12,0.0,"AZO,FICO,NFG","EXP,GOOG,PANW"
concentrated_grid_presence,2022-02-28,"COO,ORLY,WMB,GOOGL,FTNT,GOOG,FICO,NFG","1.0000,0.5000,0.5000,0.3043,0.2845,0.2151,0.1650,0.1469",17,0.0,"FTNT,GOOG,WMB","AZO,STE,WDAY"
concentrated_grid_presence,2022-03-31,"WMB,ORLY,GOOGL,COO,FTNT,GOOG,PANW,AGCO","1.0000,0.5081,0.5000,0.4105,0.2721,0.2168,0.1682,0.1499",17,0.0,"AGCO,PANW","FICO,NFG"
concentrated_grid_presence,2022-04-29,"WMB,FDS,NOW,ORLY,NFG,THC,NRG,AM","1.0000,0.5000,0.5000,0.3216,0.1921,0.1312,0.1253,0.1099",16,0.0,"AM,FDS,NFG,NOW,NRG,THC","AGCO,COO,FTNT,GOOG,GOOGL,PANW"
concentrated_grid_presence,2022-05-31,"AEE,NFG,VLO,ORLY,ETR,FDS,NOW,HALO","0.5000,0.5000,0.5000,0.3519,0.2583,0.1548,0.1536,0.1043",10,0.0,"AEE,ETR,HALO,VLO","AM,NRG,THC,WMB"
concentrated_grid_presence,2022-06-30,"AEE,VICI,ORLY,ETR,FDS,NOW,NOC,HALO","0.5101,0.5000,0.5000,0.2545,0.2233,0.1538,0.1483,0.1041",12,0.0,"NOC,VICI","NFG,VLO"
concentrated_grid_presence,2022-07-29,"AEE,FANG,LI,ORLY,ETR,WSM,FDS,NOW","0.5165,0.5000,0.5000,0.3838,0.2481,0.1776,0.1773,0.1374",14,0.0,"FANG,LI,WSM","HALO,NOC,VICI"
concentrated_grid_presence,2022-08-31,"FANG,ORLY,CHRW,AEE,CTAS,WCC,WSM,ENPH","1.0000,0.5000,0.5000,0.2784,0.2593,0.1821,0.1821,0.1511",14,0.0,"CHRW,CTAS,ENPH,WCC","ETR,FDS,LI,NOW"
concentrated_grid_presence,2022-09-30,"ORLY,DKS,LPX,CTAS,WCC,WSM,ENPH,ELV","1.0000,0.5000,0.5000,0.2576,0.2500,0.1667,0.1549,0.1250",14,0.0,"DKS,ELV,LPX","AEE,CHRW,FANG"
