rebalance_date,target_n,single_name_cap,gross_return,cost,turnover,net_return,cash_weight,n_positions,selected_tickers
2019-05-31,3,0.5,0.06991890445225452,0.0025,0.5,0.06741890445225451,0.0,3,"KO,TGT,YUM"
2019-06-28,3,0.5,0.01211390151866939,0.005,1.0,0.00711390151866939,0.0,3,"AMZN,HD,AAPL"
2019-07-31,3,0.5,-0.009879162930636934,0.005,1.0,-0.014879162930636933,0.0,3,"GOOG,GOOGL,BSX"
2019-08-30,3,0.5,-0.0012840546049489327,0.0015918023097969355,0.3183604619593871,-0.002875856914745868,0.0,3,"GOOG,ABT,GOOGL"
2019-09-30,3,0.5,0.02730947812202734,0.0015918023097969353,0.31836046195938705,0.025717675812230407,0.0,3,"GOOG,GOOGL,NRG"
2019-10-31,3,0.5,0.03425862154262511,0.0015090750706363433,0.30181501412726863,0.032749546471988765,0.0,3,"GOOG,GOOGL,UNH"
2019-11-29,3,0.5,0.0270045645197941,0.001467972386715013,0.2935944773430026,0.025536592133079086,0.0,3,"GOOG,GOOGL,CRM"
2019-12-31,3,0.5,0.021917173263902526,0.0025,0.5,0.019417173263902528,0.0,3,"AVGO,GOOGL,GOOG"
2020-01-31,3,0.5,-0.04609512129565964,0.005,1.0,-0.051095121295659636,0.0,3,"AMZN,INTU,MDT"
2020-02-28,3,0.5,0.042348945185755736,0.005,1.0,0.03734894518575574,0.0,3,"SBAC,GILD,ROL"
2020-03-31,3,0.5,0.2295580869465704,0.004833189878919126,0.966637975783825,0.22472489706765128,0.0,3,"AMZN,VEEV,SBAC"
2020-04-30,3,0.5,0.047479680802099716,0.0025,0.5,0.044979680802099714,0.0,3,"AMZN,ABT,GOOGL"
2020-05-29,3,0.5,0.05897061702987419,0.0037550488663426643,0.7510097732685328,0.05521556816353153,0.0,3,"MELI,COST,ABT"
2020-06-30,3,0.5,0.13652518022622537,0.0025,0.5,0.13402518022622537,0.0,3,"MELI,NOW,AMZN"
2020-07-31,3,0.5,0.07009879244348712,0.0025,0.5,0.06759879244348711,0.0,3,"MELI,AVGO,ORCL"
2020-08-31,3,0.5,-0.04074888015100961,0.005,1.0,-0.045748880151009606,0.0,3,"AMZN,SE,JD"
2020-09-30,3,0.5,-0.016999041430928875,0.005,1.0,-0.021999041430928876,0.0,3,"APH,ORCL,KO"
2020-10-30,3,0.5,0.18964085919653387,0.005,1.0,0.18464085919653386,0.0,3,"COST,MU,ADI"
2020-11-30,3,0.5,0.01571945887357701,0.005,1.0,0.01071945887357701,0.0,3,"LRCX,GOOG,CSCO"
2020-12-31,3,0.5,0.018980388076229922,0.004890208527010912,0.9780417054021824,0.01409017954921901,1.1102230246251565e-16,3,"CIEN,CSCO,HPQ"
2021-01-29,3,0.5,-0.01412261778553285,0.0013177632170839992,0.26355264341679985,-0.015440381002616849,0.0,2,"CSCO,CIEN"
2021-02-26,3,0.5,0.0393996738297747,0.005,1.0,0.034399673829774706,0.0,3,"MSFT,ORCL,NDAQ"
2021-03-31,3,0.5,0.07364215171026325,0.0025,0.5,0.07114215171026325,0.0,3,"MSFT,SPGI,MCO"
2021-04-30,3,0.5,-0.030395364427239523,0.005,1.0,-0.03539536442723952,0.0,3,"AMZN,COST,PEP"
2021-05-28,3,0.5,0.029287476130257225,0.004466953812636202,0.8933907625272405,0.024820522317621024,0.0,3,"HD,DHR,COST"
2021-06-30,3,0.5,0.06756457351766139,0.005,1.0,0.06256457351766138,0.0,3,"AAPL,NOW,MELI"
2021-07-30,3,0.5,0.054004026651073775,0.0031571264657134237,0.6314252931426847,0.05084690018536035,0.0,3,"NOW,AVGO,QCOM"
2021-08-31,3,0.5,0.023271842341034056,0.005,1.0,0.018271842341034055,0.0,3,"TSLA,HD,UNH"
2021-09-30,3,0.5,0.3018341685546421,0.0025,0.5,0.2993341685546421,0.0,3,"TSLA,LOW,WTW"
2021-10-29,3,0.5,0.01876380183258798,0.005,1.0,0.01376380183258798,0.0,3,"AAPL,ABT,RUN"
2021-11-30,3,0.5,0.03207843285625136,0.005,1.0,0.027078432856251358,1.1102230246251565e-16,3,"ADI,MU,PG"
2021-12-31,3,0.5,-0.14259966366477228,0.005,1.0,-0.14759966366477228,0.0,3,"SBUX,CPRT,SJM"
2022-01-31,3,0.5,-0.006080782335601399,0.004425596114328053,0.8851192228656105,-0.010506378449929452,1.1102230246251565e-16,3,"SJM,EXPE,ATO"
2022-02-28,3,0.5,-0.0008687897261055108,0.005,1.0,-0.005868789726105511,0.0,3,"LAD,KO,UNP"
2022-03-31,3,0.5,-0.13465595978727393,0.005,1.0,-0.13965595978727394,0.0,3,"FCX,AM,URI"
2022-04-29,3,0.5,0.042880522094775754,0.005,1.0,0.037880522094775756,0.0,3,"AN,GTLS,SO"
2022-05-31,3,0.5,-0.12135861497312464,0.0025,0.5,-0.12385861497312464,0.0,3,"VLO,AN,GTLS"
2022-06-30,3,0.5,0.16011442909450868,0.005,1.0,0.15511442909450868,0.0,3,"VICI,AMGN,ENPH"
2022-07-29,3,0.5,0.003945487033636683,0.005,1.0,-0.0010545129663633171,0.0,3,"NEE,DHR,ORLY"
2022-08-31,3,0.5,-0.024281219501757045,0.0033753086296836126,0.6750617259367225,-0.027656528131440657,0.0,3,"DKS,NEE,ANET"
2022-09-30,3,0.5,0.07543232224391824,0.005,1.0,0.07043232224391824,0.0,2,"BJ,SJM"
2022-10-31,3,0.5,-0.03498221442902014,0.005,1.0,-0.03998221442902014,0.0,3,"WCC,AFG,TSCO"
2022-11-30,3,0.5,-0.07901283468374959,0.005,1.0,-0.0840128346837496,0.0,3,"COST,CSCO,ADI"
2022-12-30,3,0.5,0.043341190339121885,0.005,1.0,0.03834119033912189,0.0,3,"AVGO,PG,ORCL"
2023-01-31,3,0.5,0.06397030721365775,0.005,1.0,0.05897030721365775,0.0,3,"AMAT,ADI,CSCO"
2023-02-28,3,0.5,0.08972647175372422,0.004999999999999999,0.9999999999999999,0.08472647175372422,1.1102230246251565e-16,3,"FTNT,AAPL,SNPS"
2023-03-31,3,0.5,-0.008300575916333774,0.003120470918257163,0.6240941836514327,-0.011421046834590937,0.0,3,"AVGO,AAPL,QCOM"
2023-04-28,3,0.5,-0.09980246626002666,0.005,1.0,-0.10480246626002666,0.0,3,"AZO,KO,TRGP"
2023-05-31,3,0.5,0.08335250820974288,0.005,1.0,0.07835250820974288,0.0,3,"AVGO,MCK,COST"
2023-06-30,3,0.5,0.03145443329545532,0.005,1.0,0.026454433295455316,1.1102230246251565e-16,3,"TRGP,LOW,WM"
2023-07-31,3,0.5,0.04551432847192239,0.005,1.0,0.04051432847192239,0.0,3,"LNG,MTDR,UNH"
2023-08-31,3,0.5,-0.019732823952933257,0.0028791090842008055,0.5758218168401611,-0.02261193303713406,0.0,3,"FANG,LNG,DINO"
2023-09-29,3,0.5,0.02059029858701638,0.00047504998609814423,0.09500999721962884,0.020115248600918234,0.0,3,"FANG,LNG,UNH"
2023-10-31,3,0.5,0.08329430305592275,0.005,1.0,0.07829430305592275,0.0,3,"ORLY,STLD,CTAS"
2023-11-30,3,0.5,0.05541675084550869,0.005,1.0,0.050416750845508694,0.0,3,"COST,AZO,ELV"
2023-12-29,3,0.5,-0.0009152736679012684,0.004263520433534398,0.8527040867068796,-0.005178794101435667,0.0,3,"ELV,ADI,ACM"
2024-01-31,3,0.5,0.026286367323843225,0.0012615991488361857,0.25231982976723716,0.02502476817500704,0.0,3,"ELV,ADI,HEI"
2024-02-29,3,0.5,-0.008452936316062191,0.005,1.0,-0.013452936316062192,0.0,3,"FTNT,TMO,KO"
2024-03-28,3,0.5,-0.002335767356972427,0.005,1.0,-0.007335767356972427,0.0,3,"PG,TMUS,MRSH"
2024-04-30,3,0.5,0.08837857495015022,0.005,1.0,0.08337857495015022,0.0,3,"CHRD,NOC,FSLR"
2024-05-31,3,0.5,0.0801587064942412,0.005,1.0,0.0751587064942412,0.0,3,"AAPL,MRSH,KO"
2024-06-28,3,0.5,-0.05070361432230257,0.005,1.0,-0.055703614322302565,0.0,3,"ANET,TMUS,ACLS"
2024-07-31,3,0.5,0.005903784435049197,0.005,1.0,0.0009037844350491967,0.0,3,"HD,LNG,MRSH"
2024-08-30,3,0.5,0.044693563235899486,0.0044348693226545985,0.8869738645309196,0.04025869391324489,0.0,3,"BKNG,PG,HD"
