rebalance_date,net_return,drawdown,regime_state
2021-12-31,-0.14759966366477228,-0.14759966366477228,
2022-03-31,-0.13965595978727394,-0.2786060853351783,
2022-05-31,-0.12385861497312464,-0.34401481522216026,
2023-04-28,-0.10480246626002666,-0.2687215840345002,
2025-02-28,-0.08880416663346016,-0.08880416663346025,
2022-11-30,-0.0840128346837496,-0.307199147033807,
2025-03-31,-0.06291082936026177,-0.14612825222016412,
2024-06-28,-0.055703614322302565,-0.05570361432230253,
2020-01-31,-0.051095121295659636,-0.05109512129565963,
2020-08-31,-0.045748880151009606,-0.04574888015100964,
