year,start_eq,end_eq,year_return,year_cagr,max_dd_in_year,avg_cash_weight,avg_positions,year_frac,days,avg_stock_weight_sum,avg_stock_names,regime_dist,leak_tag
2019,99768.91844463344,112802.22558569664,0.1306349446726338,0.2759917608878517,-0.06544127269357813,0.11548655264320026,14.6875,0.5037645448323066,184,0.8949318985264572,14.714285714285714,neutral=85%; bull=15%,mixed
2020,114375.01925913568,188412.2681549096,0.6473200999252311,0.6478833876301688,-0.25995164385516156,0.23855222327837272,14.08300395256917,0.999315537303217,365,0.7595798107045946,14.083333333333334,neutral=50%; bull=27%; bear=18%,healthy
2021,186882.6973275399,202995.62145499463,0.08621945400977604,0.08702627339709901,-0.18911931011214256,0.11020705444111015,14.571428571428571,0.9911019849418207,362,0.8293700267849574,14.583333333333334,bull=60%; neutral=40%,flat_alpha_invested
2022,204635.91543247455,185021.84526702645,-0.09584862033624941,-0.0966661454799238,-0.11917984497237288,0.6570029440736576,12.844621513944222,0.9911019849418207,362,0.3599170731436579,12.916666666666666,bear=80%; neutral=20%,over_defense_bear_ok
2023,184258.84577535396,209348.81688954355,0.13616698296688012,0.1378758416743866,-0.15380129950527477,0.2931371873416322,14.224,0.9883641341546886,361,0.751552651150556,14.25,bull=53%; neutral=30%; bear=18%,mixed
2024,204648.6010996616,296028.4609925688,0.4465208137357666,0.44688661299997157,-0.13662838145076506,0.15990800711622338,13.658730158730158,0.999315537303217,365,0.8257500995796093,13.916666666666666,neutral=82%; strong_bull=9%; bull=9%,healthy
2025,300387.9449746025,423996.2390222848,0.41149552142691115,0.41316708611994346,-0.24255852784920018,0.2399678840982798,14.676,0.9965776865160849,364,0.7645842890043739,14.583333333333334,neutral=49%; bull=34%; bear=17%,healthy
2026,430662.0247935212,794214.9849935782,0.844172319057759,2.783388483619784,-0.1283253947561077,0.2245657643995436,13.887931034482758,0.459958932238193,168,0.7448836803572003,13.8,neutral=78%; bear=22%,healthy
