rebalance_date,ticker,weight,stage,monster_onset_score,cum_return,peak_return,months_held,bad_months,period_forward_return,weighted_forward_return,sector,industry_group,theme_horizon_primary,theme_holding_profile_primary,theme_event_risk_sensitivity_max,theme_structural_growth_max,technical_leadership_signal,leadership_signal,growth_signal,rs_acceleration_score,revenue_growth_final,revision_score,portfolio_monster_early_score,portfolio_risk_entry_block_score,portfolio_defensive_rotation_action,distribution_risk_score,explosion_exit_score,stage2_overext_penalty
2019-04-30,ALGN,0.03,scout,1.3751333330986437,-0.14566809155836113,0.0,1,0,-0.1456680915583611,-0.004370042746750833,Health Care,Medical Devices,unknown,neutral,0.35,0.35,1.0,1.0,1.0,2.3490647867223515,nan,1.0,0.3711813930105337,0.0135416666666666,neutral,0.528813789912138,0.0,0.0
2019-04-30,CDNS,0.03,scout,1.35717406097042,-0.08836203801740516,0.0,1,0,-0.0883620380174052,-0.002650861140522156,Information Technology,Software - Application,unknown,neutral,0.35,0.35,1.0,1.8981133936414023,1.0,0.6111500644478807,nan,1.0,0.5894023956599622,0.1083333333333333,promote_monster_early,0.4060296400493176,0.0,0.0
2019-04-30,ADBE,0.03,scout,1.3004119231883924,-0.06776632721891096,0.0,1,0,-0.067766327218911,-0.00203298981656733,Information Technology,Software - Application,structural_growth,long_duration,0.15,1.0,1.0,1.8981133936414023,1.0,0.0740551530221949,nan,1.0,0.5354470557120456,0.0135416666666666,neutral,0.151809073128744,0.0,0.0
2019-05-31,ALGN,0.015,scout,0.4812063273111175,-0.17650568590437066,0.0,2,0,-0.0360955666542521,-0.0005414334998137814,Health Care,Medical Devices,unknown,neutral,0.35,0.35,0.727633336912249,0.727633336912249,1.0,1.455266673824498,nan,1.0,0.2987526020505284,0.0270833333333333,neutral,0.8690840063371765,0.0,0.0
2019-05-31,CDNS,0.03,scout,0.31708494581862806,0.05620978786748987,0.05620978786748987,2,1,0.1585846925137757,0.00475754077541327,Information Technology,Software - Application,unknown,neutral,0.35,0.35,0.6073844147781889,2.483845234400033,1.0,-1.0038291363708387,nan,1.0,0.4301920088956165,0.2552083333333333,neutral,0.5259785323702689,0.0,0.0
2019-05-31,ADBE,0.03,scout,0.5747765377067338,0.03796329911846863,0.03796329911846863,2,0,0.1134153693697432,0.003402461081092296,Information Technology,Software - Application,structural_growth,long_duration,0.15,1.0,0.4288657712044816,2.483845234400033,1.0,0.0767821253322115,nan,1.0,0.4288657712044816,0.0270833333333333,neutral,0.5259785323702689,0.0,0.0
2019-05-31,SBAC,0.03,scout,0.9839612299959652,0.0400366720301486,0.0400366720301486,1,0,0.0400366720301486,0.001201100160904458,Real Estate,Equity REITs,unknown,neutral,0.35,0.35,1.0,1.0,1.0,0.355486639913684,nan,1.0,0.5084224932016946,0.0,neutral,0.5259785323702689,0.0,0.0
2019-05-31,BR,0.03,scout,0.9623008232066207,0.04162106397905019,0.04162106397905019,1,0,0.0416210639790501,0.0012486319193715028,Industrials,Software - Infrastructure,unknown,neutral,0.35,0.35,1.0,1.0,0.3197836706341015,1.812025766560931,nan,0.0,0.3774547773917474,0.0135416666666666,neutral,0.5259785323702689,0.0,0.0
2019-05-31,MKTX,0.03,scout,0.8956897831715203,0.08691752351779947,0.08691752351779947,1,0,0.0869175235177994,0.002607525705533982,Financials,Capital Markets,unknown,neutral,0.35,0.35,1.0,1.0,0.8337267903988055,0.5646304024211575,nan,0.8337267903988055,0.5209332105952986,0.1083333333333333,neutral,0.5259785323702689,0.0,0.0
2019-06-28,ALGN,0.015,scout,0.12013852512061624,-0.38965646952924793,0.0,3,1,-0.2588369828138545,-0.003882554742207817,Health Care,Medical Devices,unknown,neutral,0.35,0.35,0.2489511222086928,0.9480581046582904,1.0,0.4763136379322532,nan,1.0,0.2489511222086928,0.1458333333333333,neutral,0.8208898861525155,0.0,0.0
2019-06-28,CDNS,0.08,confirm,0.8212764560629972,0.10235354840303157,0.10235354840303157,3,0,0.0436880637403549,0.003495045099228392,Information Technology,Software - Application,unknown,neutral,0.35,0.35,0.94,1.9632352233695876,1.0,-1.727072569523688,nan,1.0,0.558149231597576,0.2416666666666667,neutral,0.1765358091413379,0.0,0.0
2019-06-28,ADBE,0.08,confirm,1.1260875269689758,0.05203149685527997,0.05203149685527997,3,0,0.0135536562311588,0.001084292498492704,Information Technology,Software - Application,structural_growth,long_duration,0.15,1.0,0.94,1.9632352233695876,1.0,-0.0030546853603989,nan,1.0,0.5388224790730592,0.1333333333333333,neutral,0.0516149525445256,0.0,0.0
2019-06-28,SBAC,0.03,scout,0.6789001598288307,0.1368716225331632,0.1368716225331632,2,0,0.0931072462223789,0.002793217386671367,Real Estate,Equity REITs,unknown,neutral,0.35,0.35,0.7611446588316365,0.7611446588316365,1.0,-0.3632875361388227,nan,1.0,0.4463428174048945,0.1333333333333333,neutral,0.0516149525445256,0.0,0.0
2019-06-28,BR,0.08,confirm,0.8658393178074898,0.03759382612134132,0.04162106397905019,2,0,-0.0038663176052954,-0.000309305408423632,Industrials,Software - Infrastructure,unknown,neutral,0.35,0.35,0.870810852238372,0.870810852238372,0.0270745818547786,1.741621704476744,nan,0.0,0.3368388767946411,0.0135416666666666,neutral,0.1619170167324571,0.0,0.0
2019-06-28,MKTX,0.08,confirm,0.9059938420540522,0.13287286894209327,0.13287286894209327,2,0,0.0422804347431622,0.003382434779452976,Financials,Capital Markets,unknown,neutral,0.35,0.35,1.0,1.0,0.8337267903988055,0.4075973318641113,nan,0.8337267903988055,0.4891579666811265,0.1083333333333333,neutral,0.2887997534576037,0.0,0.0
2019-06-28,HEI,0.03,scout,1.086889868334998,0.0312217299286619,0.0312217299286619,1,0,0.0312217299286619,0.000936651897859857,Industrials,Aerospace & Defense,unknown,neutral,0.35,0.35,1.0,1.0695930050125884,0.5985730994557193,-0.2513327167127412,nan,0.0,0.5740119246938349,0.2416666666666667,neutral,0.5116167622696647,0.0,0.0
2019-06-28,NOC,0.03,scout,1.0103633714039508,0.08012304495167233,0.08012304495167233,1,0,0.0801230449516723,0.002403691348550169,Industrials,Aerospace & Defense,event_shock,tactical_event,0.78,0.1,0.94,1.0695930050125884,0.0,1.740390903942398,nan,0.0,0.4382650318063137,0.0135416666666666,neutral,0.0516149525445256,0.0,0.0
2019-06-28,MSCI,0.03,scout,1.005530113778558,-0.058680225344102666,0.0,1,0,-0.0586802253441027,-0.001760406760323081,Financials,Capital Markets,unknown,neutral,0.35,0.35,1.0,1.0,1.0,-0.0515626582718802,nan,1.0,0.5061389925738483,0.2416666666666667,neutral,0.1448738810074265,0.0,0.0
2019-07-31,CDNS,0.08,confirm,0.5876167305525659,0.03672836839078997,0.10235354840303157,4,0,-0.0595318807721099,-0.004762550461768792,Information Technology,Software - Application,unknown,neutral,0.35,0.35,0.6499925348603331,1.2762161114747252,1.0,-2.1968428883323288,nan,1.0,0.5368844252200948,0.2416666666666667,neutral,0.2846848712565041,0.0,0.0
