trade_id,portfolio_kind,ticker,entry_date,exit_date,entry_signal_date,exit_signal_date,entry_reason,exit_reason,quantity,entry_price,exit_price,entry_value_usd,exit_value_usd,entry_fee_usd,exit_fee_usd,net_pnl_usd,realized_return,holding_days,entry_target_weight,exit_target_weight,fill_mode,grade_label,entry_name,entry_sector,entry_industry_group,entry_source_universe,entry_score,entry_raw_score,entry_sleeve,entry_sleeve_role,entry_selection_path,entry_candidate_gate_label,entry_candidate_minimum_pass,entry_defensive_rotation_action,entry_monster_early_score,entry_stale_mega_leader_score,entry_stale_leader_reason,entry_risk_entry_block_score,entry_theme_phase,entry_theme_horizon,entry_theme_holding_profile,entry_theme_short_cycle_flag,entry_theme_structural_growth,entry_style_regime,entry_regime_state,entry_regime_state_score,entry_rs_acceleration_score,entry_h6_dynamic_leader_score,entry_explosion_entry_score,entry_explosion_exit_score,entry_explosion_net_score,entry_quality_score,entry_concentrated_score,entry_selection_confirmation_score,entry_ml_technical_agreement_score,entry_trend_template_full,entry_breakout_setup_quality_score,entry_volatility_contraction_score,entry_oneil_leadership_score,entry_industry_group_strength_score,entry_future_winner_scout_score,entry_profitability_inflection_score,entry_market_cap_live,entry_mktcap,entry_dollar_vol_20d,entry_current_price_live,entry_px,entry_signal_breakdown
main_000001,main,AMT,2019-05-01,2019-06-03,2019-04-30,2019-05-31,target_rebalance,target_rebalance,1.0,159.76193237304688,173.32736206054688,159.76193237304688,173.32736206054688,0.3994048309326172,0.4333184051513672,12.732706451416016,0.0794992516527244,33,0.0480594823843682,0.0503913027572434,next_close,SMALL_WIN,AMERICAN TOWER REIT CORP,Real Estate,Equity REITs,current_constituents_proxy,3.7872050346912673,3.7872050346912673,future_winner,,,future_relaxed,True,neutral,0.4593118056348538,0.0,,0.1333333333333333,,unknown,neutral,0.0,0.35,balanced,bull,1.0,-1.1295303177472873,1.0,0.0,0.0,0.0,0.3837172921616421,,1.0,1.0,1.0,0.3962298862774585,-0.1369112304962676,0.2551722751697045,0.2103445503394089,0.3875828206579884,0.1457206617605795,,69357892247.31445,250912474.6710968,,161.74127197265625,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""rs_acceleration_score"": -1.1295303177472873, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 1.0, ""theme_phase_multiplier_primary"": 1.0}"
main_000002,main,AVGO,2019-05-01,2019-06-03,2019-04-30,2019-05-31,target_rebalance,target_exit,239.0,26.60116958618164,21.11911392211914,6357.679531097412,5047.468227386475,15.89419882774353,12.618670568466186,-1338.7241731071472,-0.2100429413441284,33,0.0636466689539009,,next_close,LOSS,BROADCOM INC,Information Technology,Semiconductors,current_constituents_proxy+strategic_global_hardware,3.771487987767856,3.771487987767856,future_winner,,,future_relaxed,True,promote_monster_early,0.5803037007517339,0.0,,0.2416666666666667,,structural_growth,long_duration,0.0,1.0,balanced,bull,1.0,-0.5056121685594213,1.0,0.0,0.0,0.0,0.0484051030506698,,1.0,1.0,1.0,0.5742334342001878,0.3794977431403037,0.52936577931682,2.015975284511088,0.5782872061603431,0.4469775942750662,,10521634820.722898,495155852.8532028,,26.559465408325195,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""rs_acceleration_score"": -0.5056121685594213, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 0.95, ""theme_phase_multiplier_primary"": 0.95}"
main_000003,main,AWK,2019-05-01,2019-06-03,2019-04-30,2019-05-31,target_rebalance,target_exit,42.0,93.7157211303711,100.27767944335938,3936.060287475586,4211.662536621094,9.840150718688966,10.529156341552737,255.2329420852661,0.06468306691541004,33,0.04,,next_close,SMALL_WIN,AMERICAN WATER WORKS INC,Utilities,Utilities,current_constituents_proxy,2.3435042462804785,2.3435042462804785,early_scout,,,early_relaxed,True,neutral,0.487123806019724,0.0,,0.1333333333333333,,unknown,neutral,0.0,0.35,balanced,bull,1.0,-0.1800750230174889,0.0,0.0,0.0,0.0,0.5651119154027648,,1.0,1.0,1.0,0.5597229664145189,-0.0794559845658291,0.3073131284303161,0.2121885473838602,0.3307375388365631,0.2610572746187933,,17193878055.46241,90190209.2867279,,94.66951751708984,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""rs_acceleration_score"": -0.1800750230174889, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 1.0, ""theme_phase_multiplier_primary"": 1.0}"
main_000004,main,CDNS,2019-05-01,2019-06-03,2019-04-30,2019-05-31,target_rebalance,target_exit,63.0,68.54000091552734,61.70000076293945,4318.020057678223,3887.1000480651855,10.795050144195557,9.717750120162965,-451.43280987739564,-0.10428553741221946,33,0.0437252886732324,,next_close,TRAP,CADENCE DESIGN SYSTEMS INC,Information Technology,Software - Application,current_constituents_proxy,1.3238512519977002,1.3238512519977002,future_winner,,,future_relaxed,True,promote_monster_early,0.5901578408738763,0.0,,0.1083333333333333,,unknown,neutral,0.0,0.35,balanced,bull,1.0,0.6111506350861959,0.3531567963285692,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.5726481557884275,-0.0711648106857738,0.3969485385692671,1.8832169621309685,1.201014222848742,0.4925253373679423,,19569807685.279846,152436939.1610527,,69.37999725341797,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.3531567963285692, ""rs_acceleration_score"": 0.6111506350861959, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 1.0, ""theme_phase_multiplier_primary"": 1.0}"
main_000005,main,CHTR,2019-05-01,2019-06-03,2019-04-30,2019-05-31,target_rebalance,target_exit,37.0,371.0400085449219,377.6499938964844,13728.48031616211,13973.049774169922,34.32120079040527,34.932624435424806,175.31563278198243,0.012738368170610834,33,0.140719870962733,,next_close,SMALL_WIN,CHARTER COMMUNICATIONS INC CLASS A,Communication,Communication Equipment,current_constituents_proxy,3.7365873155391753,3.7365873155391753,core_compounder,,,core_strict,True,neutral,0.5637996318711646,0.0,,0.0,,unknown,neutral,0.0,0.35,balanced,bull,1.0,0.1824287850456267,0.0,0.0,0.0,0.0,0.5724501740502441,,1.0,1.0,1.0,0.8214285714285715,0.6913831691664991,0.0435115852405633,1.0053475572169008,1.3168914175438362,0.7531459033771526,,100565701136.7649,315396536.66748047,,371.1900024414063,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""rs_acceleration_score"": 0.1824287850456267, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 1.0, ""theme_phase_multiplier_primary"": 1.0}"
main_000006,main,CPRT,2019-05-01,2019-06-03,2019-04-30,2019-05-31,target_rebalance,target_exit,242.0,16.502500534057617,17.825000762939453,3993.6051292419434,4313.650184631348,9.984012823104859,10.78412546157837,299.27691710472106,0.0747521552499651,33,0.04,,next_close,SMALL_WIN,COPART INC,Industrials,Commercial Services,current_constituents_proxy,1.2395550057288287,1.2395550057288287,early_scout,,,early_relaxed,True,neutral,0.5157510264918259,0.0,,0.121875,,unknown,neutral,0.0,0.35,balanced,bull,1.0,1.2796354441099305,1.0,0.0,0.0,0.0,0.1374669682314279,,1.0,1.0,0.0,0.5501875641605717,0.138914029302217,0.1948801022967799,0.0897602045935598,1.564837497083658,0.5260765469361137,,3936517476.184935,84041150.6495285,,16.829999923706055,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""rs_acceleration_score"": 1.2796354441099305, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 1.0, ""theme_phase_multiplier_primary"": 1.0}"
main_000007,main,CSX,2019-05-01,2019-06-03,2019-04-30,2019-05-31,target_rebalance,target_exit,185.0,24.0091552734375,22.68403434753418,4441.6937255859375,4196.546354293823,11.104234313964843,10.491365885734558,-266.7429714918137,-0.05990457548130255,33,0.0444740711107943,,next_close,NEUTRAL_OR_SMALL_LOSS,CSX CORP,Industrials,Transportation & Logistics,current_constituents_proxy,3.2015513996328844,3.2015513996328844,future_winner,,,future_relaxed,True,neutral,0.4679005087665098,0.0,,0.146875,,unknown,neutral,0.0,0.35,balanced,bull,1.0,-0.0118938250757518,1.0,0.0,0.0,0.0,0.6888107493543696,,1.0,1.0,0.0,0.4637022780441877,-0.2149204706475005,-0.1151575320454212,-1.1636814903406596,0.8339412814344701,0.1567148639781031,,19550090101.194065,295365376.22820854,,24.160860061645508,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""rs_acceleration_score"": -0.0118938250757518, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 1.0, ""theme_phase_multiplier_primary"": 1.0}"
main_000008,main,DG,2019-05-01,2019-06-03,2019-04-30,2019-05-31,target_rebalance,target_rebalance,11.0,112.40969848632812,117.11234283447266,1236.5066833496094,1288.2357711791992,3.0912667083740235,3.2205894279479987,45.41723169326782,0.03663867925172302,33,0.0438947072581389,0.0328438808078736,next_close,SMALL_WIN,DOLLAR GENERAL CORP,Consumer Staples,Food & Staples Retailing,current_constituents_proxy,2.8706217535268115,2.8706217535268115,future_winner,,,future_relaxed,True,neutral,0.482779344387156,0.0,,0.146875,,unknown,neutral,0.0,0.35,balanced,bull,1.0,-0.840423188383897,0.0,0.0,0.0,0.0,0.6463233878014287,,1.0,0.5,1.0,0.6238420178930094,0.3342474265725944,0.1252138555949041,0.1317719158444969,0.4068326621195012,0.2852606849333214,,30762006256.40869,178378603.6190796,,114.47052001953124,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""rs_acceleration_score"": -0.840423188383897, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 1.0, ""theme_phase_multiplier_primary"": 1.0}"
main_000009,main,DHR,2019-05-01,2019-06-03,2019-04-30,2019-05-31,target_rebalance,target_rebalance,2.0,112.98955535888672,113.2987289428711,225.97911071777344,226.5974578857422,0.5649477767944335,0.5664936447143555,-0.513094253540039,-0.0022648762318008093,33,0.0527233813356186,0.0505168934332946,next_close,NEUTRAL_OR_SMALL_LOSS,DANAHER CORP,Health Care,Diagnostics & Research,current_constituents_proxy,4.438680819539321,4.438680819539321,future_winner,,,future_relaxed,True,neutral,0.5024453975773127,0.0,,0.0,,unknown,neutral,0.0,0.35,balanced,bull,1.0,0.4267842855509219,0.0,0.0,0.0,0.0,0.3546064310095198,,1.0,1.0,1.0,0.7113236529044918,0.3583487979792384,-0.4754764127280537,-1.384419888678017,0.73313839674007,0.2832650600240174,,81434115206.04721,336710982.7759083,,113.7453384399414,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""rs_acceleration_score"": 0.4267842855509219, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 1.0, ""theme_phase_multiplier_primary"": 1.0}"
main_000010,main,EL,2019-05-01,2019-06-03,2019-04-30,2019-05-31,target_rebalance,target_exit,27.0,155.7960662841797,150.564453125,4206.493789672852,4065.240234375,10.516234474182127,10.1631005859375,-161.9328903579712,-0.03839993014736194,33,0.0431382817741752,,next_close,NEUTRAL_OR_SMALL_LOSS,ESTEE LAUDER INC CLASS A,Consumer Staples,Household & Personal Products,current_constituents_proxy,2.0749995879108365,2.0749995879108365,future_winner,,,future_relaxed,True,neutral,0.4978891981034568,0.0,,0.0,,unknown,neutral,0.0,0.35,balanced,bull,1.0,1.55375475090302,0.0,0.0,0.0,0.0,0.3839067599685986,,1.0,1.0,1.0,0.7662617786436813,0.5565186748791218,-0.1782073911266093,-0.7455184778165235,0.725407428973478,0.3629666297460572,,22484488599.465683,167012353.08784485,,157.17738342285156,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""rs_acceleration_score"": 1.55375475090302, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 1.0, ""theme_phase_multiplier_primary"": 1.0}"
