as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,monster_recommendation,monster_stage,monster_priority_score,monster_reason,risk_state,account_source,approval_status
2026-05-22,current_broker_ledger_mark_to_market,concentrated,equity,PR,14602.0,20.440000534057617,298464.8877983093,0.3897036424297405,18.6336612701416,26376.16593170166,6573.08331839323,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-22,current_broker_ledger_mark_to_market,concentrated,equity,ETR,2165.0,112.4000015258789,243346.00330352783,0.3177352771967893,106.0512237548828,13745.103874206545,8087.57610647201,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-22,current_broker_ledger_mark_to_market,concentrated,equity,PEG,1559.0,79.51000213623047,123956.0933303833,0.1618486563982514,83.82633209228516,-6729.158401489258,-186.3579114246368,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-22,current_broker_ledger_mark_to_market,concentrated,equity,THC,576.0,173.77999877929688,100097.279296875,0.1306963597194035,235.1199951171875,-35331.837890625,0.0,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-22,current_broker_ledger_mark_to_market,concentrated,cash,CASH,0.0,1.0,12.30323709466029,1.606425581526301e-05,1.0,0.0,0.0,,,,0,0.0,0.0,,,CASH_POLICY_REVIEW,Combined cash target is materially above the macro floor without confirmed cash-raise evidence; review before reserving more cash.,,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-22,current_broker_ledger_mark_to_market,main,equity,MU,63.0,751.0,47313.0,0.115416630366314,238.18209989944307,32307.527706335088,21883.278827783564,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-22,current_broker_ledger_mark_to_market,main,equity,AMAT,88.0,432.1600036621094,38030.080322265625,0.0927716214012251,348.14622809670186,7393.212249755859,3513.1150756263714,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-22,current_broker_ledger_mark_to_market,main,equity,LRCX,94.0,305.3500061035156,28702.90057373047,0.0700186432050242,156.07618419514145,14031.739259387172,9484.347462366904,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-22,current_broker_ledger_mark_to_market,main,equity,PR,1311.0,20.440000534057617,26796.840700149536,0.0653689484512535,18.6336612701416,2368.1107749938965,452.0138697981834,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-22,current_broker_ledger_mark_to_market,main,equity,ETR,227.0,112.4000015258789,25514.80034637451,0.0622415040358423,106.0512237548828,1441.1725540161133,-277.7747186279306,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-22,current_broker_ledger_mark_to_market,main,equity,GOOG,58.0,379.3800048828125,22004.040283203125,0.0536772596100847,309.945503452846,4027.20108293806,3686.432326943536,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-22,current_broker_ledger_mark_to_market,main,equity,VRT,66.0,327.4599914550781,21612.35943603516,0.0527217826046285,257.68865966796875,4604.907897949219,698.0199962997436,,,,0,0.0,0.0,,,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
