as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,target_portfolio_weight,target_combined_weight,delta_portfolio_weight,preview_action,review_action,review_reason,review_quantity_delta,review_trade_value_delta_usd,review_order_count,review_order_status,monster_recommendation,monster_stage,monster_priority_score,monster_reason,entry_monster_early_score_max,entry_stale_mega_leader_score_max,entry_risk_entry_block_score_max,account_source,approval_status,risk_state,combined_current_cash_weight,combined_target_cash_weight,combined_cash_gap_weight,macro_recommended_cash_floor,macro_cash_raise_gate,macro_cash_raise_confirmation_count,cash_policy_flag
2026-05-22,current_broker_ledger_mark_to_market,concentrated,equity,PR,15226.0,20.440000534057617,311219.4481315613,0.4215096298772623,18.6336612701416,27503.32163238525,0.0,,,,0,0.0,0.0,,,0.0,0.013450603270729371,-0.4215096298772623,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-15226.0,-311219.4481315613,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,simulation_ready_preview_only,green,0.08786094979263558,0.030890625515654777,-0.0569703242769808,0.03,none,0.0,
2026-05-22,current_broker_ledger_mark_to_market,concentrated,equity,ETR,2516.0,112.4000015258789,282798.4038391113,0.3830167145650686,106.0512237548828,15973.524871826172,16040.49234527588,,,,0,0.0,0.0,,,0.0,0.0,-0.3830167145650686,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-2516.0,-282798.4038391113,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,simulation_ready_preview_only,green,0.08786094979263558,0.030890625515654777,-0.0569703242769808,0.03,none,0.0,
2026-05-22,current_broker_ledger_mark_to_market,concentrated,equity,PEG,1815.0,79.51000213623047,144310.6538772583,0.1954515717714241,83.82633209228516,-7834.138870239258,-258.0728800487518,,,,0,0.0,0.0,,,0.0,0.0,-0.1954515717714241,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-1815.0,-144310.6538772583,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,simulation_ready_preview_only,green,0.08786094979263558,0.030890625515654777,-0.0569703242769808,0.03,none,0.0,
2026-05-22,current_broker_ledger_mark_to_market,concentrated,cash,CASH,0.0,1.0,16.305448987637646,2.208378624479906e-05,1.0,0.0,0.0,,,,0,0.0,0.0,,,0.0,0.030890625515654777,,DEPLOY_CASH_REVIEW,DEPLOY_CASH_REVIEW,Combined cash is above target; review deploy candidates before acting.,0.0,0.0,0,,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,simulation_ready_preview_only,green,0.08786094979263558,0.030890625515654777,-0.0569703242769808,0.03,none,0.0,cash_above_target
2026-05-22,current_broker_ledger_mark_to_market,main,equity,MU,44.0,751.0,33044.0,0.0883377391904148,240.2619781494141,22472.47296142578,18352.034579143525,,,,0,0.0,0.0,,,0.0,0.0,-0.0883377391904148,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-44.0,-33044.0,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,simulation_ready_preview_only,green,0.08786094979263558,0.030890625515654777,-0.0569703242769808,0.03,none,0.0,
2026-05-22,current_broker_ledger_mark_to_market,main,equity,LRCX,76.0,305.3500061035156,23206.600463867188,0.0620390575981497,149.268999555034,11862.156497684602,8175.533700670119,,,,0,0.0,0.0,,,0.0594853298330294,0.020002839300314018,-0.002553727765120299,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-3.0,-916.0500183105468,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,simulation_ready_preview_only,green,0.08786094979263558,0.030890625515654777,-0.0569703242769808,0.03,none,0.0,
2026-05-22,current_broker_ledger_mark_to_market,main,equity,AMAT,48.0,432.1600036621094,20743.68017578125,0.0554548423077576,337.6977939605713,4534.186065673828,1010.7058924674984,,,,0,0.0,0.0,,,0.0,0.0,-0.0554548423077576,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-48.0,-20743.68017578125,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,simulation_ready_preview_only,green,0.08786094979263558,0.030890625515654777,-0.0569703242769808,0.03,none,0.0,
2026-05-22,current_broker_ledger_mark_to_market,main,equity,PR,884.0,20.440000534057617,18068.960472106934,0.0483044158584583,18.6336612701416,1596.8039093017578,492.7209625434876,,,,0,0.0,0.0,,,0.04,0.013450603270729371,-0.0083044158584583,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-151.0,-3086.4400806427,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,simulation_ready_preview_only,green,0.08786094979263558,0.030890625515654777,-0.0569703242769808,0.03,none,0.0,
2026-05-22,current_broker_ledger_mark_to_market,main,equity,ETR,155.0,112.4000015258789,17422.00023651123,0.0465748732922247,106.0512237548828,984.0605545043944,3006.5837320423125,,,,0,0.0,0.0,,,0.0,0.0,-0.0465748732922247,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-155.0,-17422.00023651123,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,simulation_ready_preview_only,green,0.08786094979263558,0.030890625515654777,-0.0569703242769808,0.03,none,0.0,
2026-05-22,current_broker_ledger_mark_to_market,main,equity,FTI,244.0,70.98999786376953,17321.559478759766,0.0463063613244745,67.401123046875,875.6854553222656,0.0,,,,0,0.0,0.0,,,0.0,0.0,-0.0463063613244745,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-244.0,-17321.559478759766,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,simulation_ready_preview_only,green,0.08786094979263558,0.030890625515654777,-0.0569703242769808,0.03,none,0.0,
2026-05-22,current_broker_ledger_mark_to_market,main,equity,GOOGL,42.0,382.9700012207031,16084.740051269531,0.0429999265099463,306.3043518066406,3219.957275390625,13333.412382011413,,,,0,0.0,0.0,,,0.0,0.0,-0.0429999265099463,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-42.0,-16084.740051269531,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,simulation_ready_preview_only,green,0.08786094979263558,0.030890625515654777,-0.0569703242769808,0.03,none,0.0,
2026-05-22,current_broker_ledger_mark_to_market,main,equity,VRT,48.0,327.4599914550781,15718.07958984375,0.0420197196278234,257.68865966796875,3349.02392578125,1604.7451877212516,,,,0,0.0,0.0,,,0.08,0.026901206541458743,0.0379802803721766,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,43.0,14080.77963256836,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,simulation_ready_preview_only,green,0.08786094979263558,0.030890625515654777,-0.0569703242769808,0.03,none,0.0,
2026-05-22,current_broker_ledger_mark_to_market,main,equity,VZ,319.0,48.34999847412109,15423.649513244629,0.0412326088871012,49.239402770996094,-283.719970703125,-93.5487412452698,,,,0,0.0,0.0,,,0.0,0.0,-0.0412326088871012,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-319.0,-15423.649513244629,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,simulation_ready_preview_only,green,0.08786094979263558,0.030890625515654777,-0.0569703242769808,0.03,none,0.0,
2026-05-22,current_broker_ledger_mark_to_market,main,equity,CIEN,23.0,583.739990234375,13426.019775390623,0.0358922719187691,353.7300109863281,5290.229522705078,0.0,,,,0,0.0,0.0,,,0.0,0.0,-0.0358922719187691,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-23.0,-13426.019775390623,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,simulation_ready_preview_only,green,0.08786094979263558,0.030890625515654777,-0.0569703242769808,0.03,none,0.0,
2026-05-22,current_broker_ledger_mark_to_market,main,equity,SCCO,72.0,179.6699981689453,12936.239868164062,0.0345829252989505,215.55323791503903,-2583.59326171875,0.0,,,,0,0.0,0.0,,,0.0,0.0,-0.0345829252989505,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-72.0,-12936.239868164062,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,simulation_ready_preview_only,green,0.08786094979263558,0.030890625515654777,-0.0569703242769808,0.03,none,0.0,
