as_of_date,portfolio_kind,row_type,ticker,current_weight,target_portfolio_weight,target_combined_weight,delta_portfolio_weight,preview_action,review_action,review_reason,review_quantity_delta,review_trade_value_delta_usd,review_order_count,review_order_status,cash_policy_flag,macro_recommended_cash_floor,macro_cash_raise_gate,macro_cash_raise_confirmation_count
2026-05-22,concentrated,equity,PR,0.4215096298772623,0.0,0.013450603270729371,-0.4215096298772623,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-15226.0,-311219.4481315613,1,ready,,0.03,none,0.0
2026-05-22,concentrated,equity,ETR,0.3830167145650686,0.0,0.0,-0.3830167145650686,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-2516.0,-282798.4038391113,1,ready,,0.03,none,0.0
2026-05-22,concentrated,equity,PEG,0.1954515717714241,0.0,0.0,-0.1954515717714241,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-1815.0,-144310.6538772583,1,ready,,0.03,none,0.0
2026-05-22,concentrated,cash,CASH,2.208378624479906e-05,0.0,0.030890625515654777,,DEPLOY_CASH_REVIEW,DEPLOY_CASH_REVIEW,Combined cash is above target; review deploy candidates before acting.,0.0,0.0,0,,cash_above_target,0.03,none,0.0
2026-05-22,main,equity,MU,0.0883377391904148,0.0,0.0,-0.0883377391904148,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-44.0,-33044.0,1,ready,,0.03,none,0.0
2026-05-22,main,equity,LRCX,0.0620390575981497,0.0594853298330294,0.020002839300314018,-0.002553727765120299,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-3.0,-916.0500183105468,1,ready,,0.03,none,0.0
2026-05-22,main,equity,AMAT,0.0554548423077576,0.0,0.0,-0.0554548423077576,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-48.0,-20743.68017578125,1,ready,,0.03,none,0.0
2026-05-22,main,equity,PR,0.0483044158584583,0.04,0.013450603270729371,-0.0083044158584583,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-151.0,-3086.4400806427,1,ready,,0.03,none,0.0
2026-05-22,main,equity,ETR,0.0465748732922247,0.0,0.0,-0.0465748732922247,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-155.0,-17422.00023651123,1,ready,,0.03,none,0.0
2026-05-22,main,equity,FTI,0.0463063613244745,0.0,0.0,-0.0463063613244745,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-244.0,-17321.559478759766,1,ready,,0.03,none,0.0
2026-05-22,main,equity,GOOGL,0.0429999265099463,0.0,0.0,-0.0429999265099463,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-42.0,-16084.740051269531,1,ready,,0.03,none,0.0
2026-05-22,main,equity,VRT,0.0420197196278234,0.08,0.026901206541458743,0.0379802803721766,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,43.0,14080.77963256836,1,ready,,0.03,none,0.0
2026-05-22,main,equity,VZ,0.0412326088871012,0.0,0.0,-0.0412326088871012,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-319.0,-15423.649513244629,1,ready,,0.03,none,0.0
2026-05-22,main,equity,CIEN,0.0358922719187691,0.0,0.0,-0.0358922719187691,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-23.0,-13426.019775390623,1,ready,,0.03,none,0.0
2026-05-22,main,equity,SCCO,0.0345829252989505,0.0,0.0,-0.0345829252989505,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-72.0,-12936.239868164062,1,ready,,0.03,none,0.0
2026-05-22,main,equity,KO,0.0313665820467305,0.0,0.0,-0.0313665820467305,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-144.0,-11733.120483398438,1,ready,,0.03,none,0.0
2026-05-22,main,equity,ADI,0.026537545959435,0.0,0.0,-0.026537545959435,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-25.0,-9926.750183105469,1,ready,,0.03,none,0.0
