rebalance_date,policy,gross_return,cost,turnover,net_return,cash_weight,n_positions,selected_tickers,baseline_recommendation_count,carried_count,equity,drawdown
2019-04-30,lifecycle_review_main,-0.04736087659473486,0.002475,0.495,-0.04983587659473486,0.010000000000000009,3,"NOW,CDNS,V",18,0,0.9501641234052651,-0.049835876594734874
2019-05-31,lifecycle_review_main,0.0860423938298989,0.0012016148238905612,0.2403229647781122,0.08484077900600834,0.28,6,"NOW,CDNS,V,SHOP,HEI,MKTX",18,1,1.030776787818529,0.0
2019-06-28,lifecycle_review_main,0.030985711104973994,0.0011200428250621767,0.22400856501243535,0.029865668279911817,0.0,9,"NOW,CDNS,V,SHOP,HEI,MKTX,ADBE,HD,FDS",25,1,1.0615616254341502,0.0
2019-07-31,lifecycle_review_main,0.0003961061526158706,0.0008489432675251936,0.16978865350503872,-0.00045283711490932304,0.0,12,"NOW,CDNS,V,SHOP,HEI,MKTX,ADBE,HD,FDS,MELI,MA,CBRE",18,3,1.0610809109303903,-0.000452837114909288
2019-08-30,lifecycle_review_main,-0.05170739023175637,0.0004887815399813069,0.09775630799626138,-0.05219617177173768,0.0,12,"NOW,CDNS,V,SHOP,HEI,MKTX,ADBE,HD,MELI,MA,CBRE,DG",18,6,1.0056965494397558,-0.05262537252281241
2019-09-30,lifecycle_review_main,0.023568758873235084,0.0033699600364585805,0.673992007291716,0.020198798836776503,0.0,10,"SHOP,HEI,MKTX,ADBE,MA,CBRE,DG,MLM,NEE,DUK",18,5,1.0260104117327296,-0.03348954299933471
2019-10-31,lifecycle_review_main,0.009347696403726163,0.0034298667107470395,0.6859733421494079,0.005917829692979123,0.0,9,"ADBE,CBRE,DG,MLM,NEE,DUK,BKNG,COST,VICI",32,1,1.0320821666125872,-0.027769898718321362
2019-11-29,lifecycle_review_main,0.06290810804653746,0.002368653819555379,0.47373076391107577,0.06053945422698208,0.0,11,"ADBE,DG,MLM,NEE,DUK,BKNG,COST,VICI,UNH,AAPL,BAC",40,1,1.0945638576967145,0.0
2019-12-31,lifecycle_review_main,0.02842433315763762,0.0010607035671965643,0.21214071343931284,0.027363629590441058,0.0,11,"ADBE,MLM,BKNG,COST,VICI,UNH,AAPL,BAC,TSLA,AVGO,BABA",18,5,1.1245150976618117,0.0
2020-01-31,lifecycle_review_main,-0.039755585163463336,0.0014224436904146467,0.28448873808292935,-0.04117802885387798,0.0,12,"ADBE,BKNG,COST,VICI,UNH,AAPL,BAC,TSLA,AVGO,BABA,CPRT,LAMR",18,6,1.078209782523672,-0.04117802885387811
2020-02-28,lifecycle_review_main,-0.06679144777593848,0.002004637257177022,0.4009274514354044,-0.0687960850331155,0.28,10,"ADBE,VICI,AAPL,TSLA,AVGO,BABA,CPRT,NOW,SHOP,NVDA",18,3,1.0040331706416366,-0.10714122671246606
2020-03-31,lifecycle_review_main,0.23265772034685214,0.002204011332974028,0.44080226659480565,0.23045370901387813,0.0,9,"ADBE,TSLA,BABA,NOW,SHOP,NVDA,VRTX,JD,VEEV",20,0,1.2354163387889656,0.0
2020-04-30,lifecycle_review_main,0.14003663222935747,0.0015431621247568958,0.30863242495137916,0.13849347010460059,0.0,11,"ADBE,BABA,NOW,SHOP,NVDA,VRTX,JD,VEEV,AMZN,ZTO,DPZ",29,0,1.4065134345717702,0.0
2020-05-29,lifecycle_review_main,0.08897053486444058,0.0008104725712606069,0.16209451425212137,0.08816006229317998,0.0,12,"ADBE,BABA,NOW,SHOP,NVDA,VRTX,JD,VEEV,AMZN,ZTO,DPZ,META",18,2,1.530511746579812,0.0
2020-06-30,lifecycle_review_main,0.08731383327022282,0.0007197561212497761,0.1439512242499552,0.08659407714897305,0.0,12,"ADBE,BABA,NOW,SHOP,NVDA,VRTX,JD,VEEV,AMZN,ZTO,DPZ,META",18,3,1.6630449988405536,0.0
2020-07-31,lifecycle_review_main,0.11873858442509373,0.001022950256897684,0.20459005137953679,0.11771563416819605,0.0,12,"ADBE,BABA,NOW,SHOP,NVDA,JD,VEEV,AMZN,ZTO,XYZ,CTAS,MNST",18,3,1.858811395529316,0.0
2020-08-31,lifecycle_review_main,-0.018199540206211142,0.0014149590131807218,0.2829918026361444,-0.019614499219391863,0.0,12,"ADBE,BABA,NOW,SHOP,NVDA,JD,VEEV,AMZN,ZTO,XYZ,CTAS,MNST",25,2,1.8223517408627095,-0.019614499219391845
2020-09-30,lifecycle_review_main,0.0007637182234452235,0.0009755127331839622,0.19510254663679244,-0.0002117945097387387,0.0,12,"ADBE,BABA,NOW,SHOP,NVDA,JD,VEEV,AMZN,XYZ,CTAS,MNST,WDAY",29,2,1.821965776769182,-0.019822139485884627
2020-10-30,lifecycle_review_main,0.025356192510928223,0.0009697449203314872,0.19394898406629743,0.024386447590596737,0.28,12,"ADBE,BABA,NOW,NVDA,JD,VEEV,AMZN,XYZ,CTAS,WDAY,GOOGL,CPRT",17,6,1.8663970496962246,0.0
2020-11-30,lifecycle_review_main,0.008270226735029453,0.002449052495273237,0.4898104990546474,0.005821174239756215,0.0,12,"ADBE,BABA,NOW,NVDA,JD,CTAS,WDAY,GOOGL,CPRT,LRCX,AMAT,DLB",26,4,1.8772616721230733,0.0
