rebalance_date,ticker,action,reason,stage,score
2019-04-30,NOW,enter,baseline_lifecycle_scout,scout,1.4000837984822687
2019-04-30,CDNS,enter,baseline_lifecycle_scout,scout,1.3619326792006907
2019-04-30,V,enter,baseline_lifecycle_scout,scout,0.9635346872111766
2019-05-31,NOW,hold,hold,confirm,0.9204105829868455
2019-05-31,CDNS,hold,watch_stale,scout,0.32035267330245315
2019-05-31,V,hold,hold,confirm,0.7497100597072583
2019-05-31,SHOP,enter,baseline_lifecycle_scout,scout,0.9563369211542799
2019-05-31,HEI,enter,baseline_lifecycle_scout,scout,0.9074570710371309
2019-05-31,MKTX,enter,baseline_lifecycle_scout,scout,0.8997818494705367
2019-06-28,NOW,hold,hold,confirm,0.8042905291918947
2019-06-28,CDNS,hold,hold,confirm,0.8203942761558688
2019-06-28,V,hold,hold,winner,0.8294933969358179
2019-06-28,SHOP,hold,hold,confirm,0.7817373946454138
2019-06-28,HEI,hold,hold,confirm,1.0879023212128969
2019-06-28,MKTX,hold,hold,confirm,0.9031741806236514
2019-06-28,ADBE,enter,baseline_lifecycle_scout,scout,1.146123760551983
2019-06-28,HD,enter,baseline_lifecycle_scout,scout,0.7879090448472669
2019-06-28,FDS,enter,baseline_lifecycle_scout,scout,0.5984016663084747
2019-07-31,NOW,hold,watch_stale,confirm,0.0565693454040706
2019-07-31,CDNS,hold,hold,confirm,0.591589957830427
2019-07-31,V,hold,hold,winner,0.39207575511664505
2019-07-31,SHOP,hold,hold,confirm,0.5265447123768737
2019-07-31,HEI,hold,hold,winner,0.990559546294617
2019-07-31,MKTX,hold,hold,confirm,0.547607486503801
2019-07-31,ADBE,hold,hold,confirm,0.9031285360385536
2019-07-31,HD,hold,hold,confirm,0.8737353896053323
2019-07-31,FDS,hold,watch_stale,scout,-0.28420354959347566
2019-07-31,MELI,enter,baseline_lifecycle_scout,scout,0.8060158699366327
2019-07-31,MA,enter,baseline_lifecycle_scout,scout,0.8024891957488509
2019-07-31,CBRE,enter,baseline_lifecycle_scout,scout,0.6171569123020951
2019-08-30,NOW,hold,watch_stale,confirm,0.16653065483542678
2019-08-30,CDNS,hold,watch_stale,confirm,0.12571715281207546
2019-08-30,V,hold,hold,winner,0.5003030396045992
