rebalance_date,original_return,net_return,return_delta,risk_exit_count
2019-04-30,-0.009471168738253372,-0.003457887550125734,0.006013281188127638,5
2019-05-31,0.05395457832702637,0.05395457832702637,0.0,0
2019-06-28,0.030059532665408818,0.030059532665408818,0.0,2
2019-07-31,0.058272475828365956,0.058272475828365956,0.0,1
2019-08-30,-0.08093299803296217,-0.03393726024811228,0.04699573778484989,6
2019-09-30,0.013466808853344319,0.01719118680609931,0.0037243779527549904,3
2019-10-31,-0.005685116131539325,-0.003662231863219542,0.002022884268319783,5
2019-11-29,0.05473102262901606,0.05473102262901606,0.0,2
2019-12-31,-0.02214188256229532,-0.012792897585923226,0.009348984976372094,3
2020-01-31,-0.030657485109982854,-0.027819864374352417,0.0028376207356304375,2
2020-02-28,-0.09541769557752419,-0.0434453596271578,0.05197233595036639,7
2020-03-31,0.09549144741553225,0.09549144741553225,0.0,0
2020-04-30,0.10017141003873434,0.10017141003873434,0.0,0
2020-05-29,0.062632173605432,0.0630616094530649,0.0004294358476329002,2
2020-06-30,0.11170612047177558,0.11312798871207622,0.0014218682403006333,1
2020-07-31,0.062315873578379685,0.062315873578379685,0.0,0
2020-08-31,-0.029904507660383255,-0.023354958020425445,0.006549549639957811,5
2020-09-30,0.039780899953189404,0.039780899953189404,0.0,0
2020-10-30,0.07294264021677647,0.07294264021677647,0.0,0
2020-11-30,0.05540031139322493,0.05540031139322493,0.0,0
2020-12-31,0.064994762637123,0.064994762637123,0.0,3
2021-01-29,-0.018678280965093736,0.0053847932013557365,0.024063074166449473,3
2021-02-26,-0.0715441635572819,-0.03211367062943023,0.03943049292785167,5
2021-03-31,0.004718006734078258,0.004840455413847925,0.00012244867976966747,1
2021-04-30,-0.022357129815129655,-0.013922472870501659,0.008434656944627996,5
2021-05-28,0.05443929226628031,0.06132275424833841,0.006883461982058102,2
2021-06-30,0.034969354961767486,0.034969354961767486,0.0,2
2021-07-30,0.05141358451305754,0.05329804805244841,0.0018844635393908682,1
2021-08-31,-0.028696114075021116,-0.024408119870081277,0.004287994204939839,4
2021-09-30,0.0544610998868261,0.0544610998868261,0.0,0
2021-10-29,0.001930887185543146,0.014725487596803703,0.012794600411260557,2
2021-11-30,-0.01111773387468944,0.0027934845203621056,0.013911218395051547,4
2021-12-31,-0.09456585382478058,-0.0514717095750612,0.043094144249719385,9
2022-01-31,0.02297742750548359,0.02528521533893097,0.002307787833447379,2
2022-02-28,0.02188278924035517,0.02188278924035517,0.0,3
2022-03-31,-0.05516540325402077,-0.03434426783722609,0.02082113541679468,6
2022-04-29,0.01732594385306544,0.01732594385306544,0.0,0
2022-05-31,-0.140280714247252,-0.05682043808798788,0.08346027615926412,8
2022-06-30,0.036138298543773234,0.036138298543773234,0.0,0
2022-07-29,0.0459370164595515,0.0459370164595515,0.0,1
2022-08-31,-0.03486163217184176,-0.03209338257958277,0.0027682495922589923,3
2022-09-30,0.05524639292206763,0.05524639292206763,0.0,0
2022-10-31,-0.0015387607458141196,-0.0015387607458141196,0.0,1
2022-11-30,-0.0516823229849604,-0.038106772343760045,0.013575550641200355,7
2022-12-30,0.10508920203561523,0.10520540311531543,0.0001162010797002011,3
2023-01-31,0.04845810910382332,0.051397722468246816,0.002939613364423499,5
2023-02-28,-0.025090983461282617,-0.012796819349740009,0.012294164111542608,3
2023-03-31,-0.02687662678872524,-0.0152420235766209,0.011634603212104338,5
2023-04-28,0.0533756288868605,0.060047077296978835,0.006671448410118332,6
2023-05-31,0.08196157773716421,0.08196157773716421,0.0,2
2023-06-30,0.015578646107891534,0.015801845307095733,0.0002231991992041986,2
2023-07-31,-0.013542137485308477,-0.010937214140542235,0.002604923344766242,3
2023-08-31,-0.06866341184556887,-0.04812463112291937,0.020538780722649502,5
2023-09-29,-0.022423178946377242,-0.01812629071320422,0.004296888233173021,2
2023-10-31,0.044226242444440525,0.044226242444440525,0.0,0
2023-11-30,0.013513638912873018,0.013513638912873018,0.0,1
2023-12-29,0.04334528393117017,0.04334528393117017,0.0,2
2024-01-31,0.21623388030858906,0.21784120321705971,0.0016073229084706542,2
2024-02-29,0.0289959073215113,0.0419685110619698,0.012972603740458496,3
2024-03-28,-0.041080283296741335,-0.01625294025816579,0.024827343038575544,4
2024-04-30,0.023211402100846316,0.030200545262930374,0.006989143162084058,1
2024-05-31,-0.014461380892247197,0.0069934491479418355,0.021454830040189034,3
2024-06-28,-0.026989425190666553,-0.019800291831465738,0.007189133359200815,3
2024-07-31,0.027001928519089485,0.028095537239987995,0.0010936087208985104,3
2024-08-30,0.06678691724732368,0.06678691724732368,0.0,3
2024-09-30,0.026568420663481643,0.034182282845114015,0.007613862181632371,3
2024-10-31,0.18443206377942234,0.18443206377942234,0.0,0
2024-11-29,-0.06967238405581386,-0.036910421325421085,0.03276196273039277,5
2024-12-31,0.03836124320770723,0.05093656410520019,0.012575320897492963,2
2025-01-31,-0.054614029777148056,-0.03192835062798107,0.022685679149166985,6
2025-02-28,-0.06079517310261348,-0.04642273623444074,0.014372436868172744,6
2025-03-31,0.012722991133844794,0.01966792853916792,0.006944937405323126,2
2025-04-30,0.0671070838753632,0.0671070838753632,0.0,1
2025-05-30,0.03721766939011803,0.03721766939011803,0.0,0
2025-06-30,0.06295154449870426,0.06341937546666557,0.00046783096796131074,1
2025-07-31,-0.01401608248493006,-0.009235524780443045,0.004780557704487015,3
2025-08-29,0.09267789809027072,0.09267789809027072,0.0,2
2025-09-30,0.12394079232205027,0.12394079232205027,0.0,2
2025-10-31,-0.049821296535964545,-0.028479593068942745,0.0213417034670218,4
2025-11-28,0.11286453038194215,0.11286453038194215,0.0,0
2025-12-31,0.10518972707485168,0.13091451114307878,0.025724784068227105,3
2026-01-30,6.896385371628518e-05,0.003601954722709577,0.003532990868993292,5
2026-02-27,-0.11926587526665726,-0.060536722390552467,0.05872915287610479,10
2026-03-31,0.0508251439013968,0.0508251439013968,0.0,2
