rebalance_date,ticker,original_weight,defended_weight,cash_after_defense,list_action,reason,period_forward_return,bench_return,risk_adjusted_return,risk_return_cap,risk_exit_proxy,relative_trim_or_exit,sector,regime_state,score,main_v2_score,risk_penalty,stage2_overext_penalty,explosion_exit_score,rs_acceleration_score
2026-03-31,COST,0.1467653290886432,0.1467653290886432,,hold,hold,0.0219323526411681,0.0,0.0219323526411681,-0.08,False,False,Consumer Staples,bear,5.005291288816078,1.8339643131996124,-4.04079253289515,0.0,0.0,1.2146154157735645
2026-03-31,CW,0.1342017142870903,0.1342017142870903,,hold,hold,0.0366414168074324,0.0,0.0366414168074324,-0.08,False,False,Industrials,bear,0.7240074315404932,1.8069833796573007,-0.0675150672329274,0.0,0.0,-1.9002406575731003
2026-03-31,TRGP,0.1331350662043315,0.1331350662043315,,hold,hold,0.0554451865219802,0.0,0.0554451865219802,-0.08,False,False,Energy,bear,1.7594933989387882,1.7527043171297367,-0.0387510310577045,0.0,0.0,1.8854415375961315
2026-03-31,UI,0.1079914623069281,0.0,,risk_exit_proxy,distribution_risk_decay,0.2643899430309879,0.0,0.2643899430309879,-0.08,True,False,Information Technology,bear,0.5500406618293885,1.7462831593794028,1.92599132423099,0.0,0.0,-2.07659943166724
2026-03-31,FTI,0.0770612610407707,0.0,,risk_exit_proxy,distribution_risk_decay,0.0799538294462032,0.0,0.0799538294462032,-0.08,True,False,Energy,bear,1.4466512989605806,1.7326043364722616,0.9436201930591656,0.0,0.0,-0.0278116326904065
2026-03-31,TPL,0.0719846426102711,0.0719846426102711,,hold,hold,-0.0487311906712029,0.0,-0.0487311906712029,-0.08,False,False,Energy,bear,0.9659771528379152,1.7151878523987285,1.301712085361177,0.0,0.0,3.0
2026-03-31,WM,0.0369131692439105,0.0369131692439105,,hold,hold,0.018498457986978,0.0,0.018498457986978,-0.08,False,False,Industrials,bear,3.2758701050981536,1.526605777470778,-1.8009399545997566,0.0,0.0,0.6869627742159676
2026-03-31,SPG,0.0241283250734278,0.0241283250734278,,hold,hold,0.0919318725246158,0.0,0.0919318725246158,-0.08,False,False,Real Estate,bear,2.58074561981563,1.4673861248444349,-0.9729798431041188,0.0,0.0,-0.064835326403106
2026-03-31,SU,0.0178190301446266,0.0178190301446266,,hold,hold,0.0522261469479368,0.0,0.0522261469479368,-0.08,False,False,Energy,bear,1.9472098475378656,1.4627088666130756,-0.2822379606721462,0.0,0.0,1.3518212806825782
2026-03-31,CASH,0.0,0.1850527233476988,0.1850527233476988,cash_from_risk_exits,risk_exit_proxy_cash,0.0,0.0,0.0,-0.08,False,False,Cash,,,,,,,
