rebalance_date,net_return,drawdown,regime_state
2026-02-27,-0.06265113326393222,-0.06265113326393223,
2022-05-31,-0.05857416465759278,-0.08743699310994713,
2021-12-31,-0.05312146289100954,-0.0550086317224624,
2023-08-31,-0.05104205464369814,-0.06210364411772118,
2025-02-28,-0.04902131811536117,-0.08101868684331415,
2020-02-28,-0.04458327318638566,-0.08457456374856853,
2022-11-30,-0.04028531996993463,-0.04180604424121548,
2024-11-29,-0.037936422676076796,-0.037936422676076775,
2022-03-31,-0.035591170561792985,-0.04618320987155389,
2025-01-31,-0.03364677814285067,-0.033646778142850664,
