portfolio,subset,group_field,group_value,observations,completed_63d_count,completed_126d_count,avg_63d_excess_spy,avg_126d_excess_spy,positive_126d_count,positive_rate_126d_excess_spy,max_126d_excess_spy,min_126d_excess_spy,used_forward_return_in_ranking,segment_review_candidate,policy_eligible
concentrated,skill_signal,candidate_market_style_regime_label,quality_compounder,92,92,86,0.0225538777272829,0.0289470315337795,41,0.4767441860465116,1.2650247339003775,-0.6549573388079496,False,False,False
main,high_signal,candidate_market_style_regime_label,balanced,87,87,84,0.0075888687614174,-0.0032471930257288,39,0.4642857142857143,0.95141401665431,-0.6457466435586163,False,False,False
concentrated,all_drops,candidate_portfolio_sleeve_label,future_winner,84,77,75,-0.0216120611169471,-0.0365113090325801,28,0.3733333333333333,1.2650247339003775,-0.7778869842893781,False,False,False
concentrated,all_drops,candidate_regime_state,bull,81,77,77,-0.0178425679015567,0.0215789375332964,37,0.4805194805194805,1.768607889158493,-0.7778869842893781,False,False,False
concentrated,skill_signal,candidate_portfolio_sleeve_label,future_winner,80,73,71,-0.015664573936858,-0.0234991141296888,28,0.3943661971830985,1.2650247339003775,-0.7778869842893781,False,False,False
concentrated,skill_signal,candidate_portfolio_sleeve_label,unassigned,76,76,72,0.0427072602740754,0.0391874151518306,33,0.4583333333333333,0.9185444687953686,-0.6116622565558748,False,False,False
concentrated,skill_signal,candidate_regime_state,bull,74,71,71,-0.0117669950086277,0.016958518765192,33,0.4647887323943662,1.768607889158493,-0.7778869842893781,False,False,False
main,skill_signal,candidate_sector,Industrials,73,71,70,0.0101535632367644,0.0574369122200143,38,0.5428571428571428,1.1161656976515453,-0.5054012671349678,False,False,False
concentrated,high_signal,candidate_regime_state,neutral,72,70,65,0.011616583105964,0.023091960376545,28,0.4307692307692308,1.2650247339003775,-0.6549573388079496,False,False,False
concentrated,all_drops,candidate_sector,Information Technology,71,66,64,-0.021377037645704,-0.0750130491115421,25,0.390625,0.7797852400707592,-0.6226945612197143,False,False,False
main,all_drops,candidate_regime_state,bear,69,69,68,0.0348611206856869,0.069494406575979,44,0.6470588235294118,0.5568292049178887,-0.5659504433955181,False,False,False
concentrated,skill_signal,candidate_sector,Information Technology,66,61,59,-0.0147149618683902,-0.0670813236731739,23,0.3898305084745763,0.7797852400707592,-0.6226945612197143,False,False,False
concentrated,high_signal,candidate_market_style_regime_label,balanced,64,64,62,-0.0040833656178153,0.0450567397501938,30,0.4838709677419355,1.768607889158493,-0.6226945612197143,False,False,False
main,high_signal,candidate_sector,Information Technology,63,60,58,-0.0039104837176657,-0.0245576758441091,26,0.4482758620689655,0.8095912897989002,-0.6088774612256853,False,False,False
main,all_drops,candidate_industry_group,Semiconductors,61,57,54,-0.0078431074356332,0.0610254286286489,31,0.5740740740740741,1.0856891351711224,-0.5973818035578563,False,False,False
main,all_drops,candidate_sector,Consumer Discretionary,61,61,61,0.0002470415450608,-0.0205098329807918,26,0.4262295081967213,0.5568292049178887,-0.527705914699482,False,False,False
main,high_signal,candidate_portfolio_sleeve_label,future_winner,61,58,58,-0.0247036753005577,-0.0626798604331366,25,0.4310344827586206,0.6566022084074208,-0.7422685768708168,False,False,False
main,high_signal,candidate_market_style_regime_label,quality_compounder,60,60,59,-0.0270425136867815,-0.0392780503115945,25,0.423728813559322,0.8095912897989002,-0.7422685768708168,False,False,False
concentrated,all_drops,candidate_portfolio_sleeve_label,early_scout,59,59,58,-0.0068467558517853,0.0444311637403252,29,0.5,1.768607889158493,-0.6226945612197143,False,False,False
main,high_signal,candidate_regime_state,bull,59,54,54,0.0182876131815917,0.0031298254916313,24,0.4444444444444444,0.95141401665431,-0.6237765510719779,False,False,False
concentrated,high_signal,candidate_portfolio_sleeve_label,future_winner,57,52,50,-0.0082342196329981,-0.0055251476862242,19,0.38,1.2650247339003775,-0.6549573388079496,False,False,False
concentrated,skill_signal,candidate_portfolio_sleeve_label,early_scout,56,56,55,-0.002427783313141,0.0467598214460032,27,0.4909090909090909,1.768607889158493,-0.6226945612197143,False,False,False
main,all_drops,candidate_sector,Health Care,55,55,53,0.0449194499393952,0.0017627809277093,24,0.4528301886792453,1.221042060667889,-0.6237765510719779,False,False,False
concentrated,high_signal,candidate_market_style_regime_label,quality_compounder,53,53,50,0.0120329732712402,0.0342163088208259,24,0.48,1.2650247339003775,-0.6549573388079496,False,False,False
main,skill_signal,candidate_industry_group,Semiconductors,51,47,44,0.0064469765447471,0.0817604041113226,25,0.5681818181818182,1.0856891351711224,-0.4347903703488316,False,False,False
main,skill_signal,candidate_sector,Consumer Discretionary,50,50,50,-0.0011938362445761,-0.0272373309282529,22,0.44,0.5568292049178887,-0.527705914699482,False,False,False
concentrated,high_signal,candidate_regime_state,bull,48,45,45,0.0040502328460098,0.0653279132328185,24,0.5333333333333333,1.768607889158493,-0.6079479609204088,False,False,False
concentrated,high_signal,candidate_sector,Information Technology,47,43,42,-0.0069833006696394,-0.0745283619317423,16,0.3809523809523809,0.7682732660899316,-0.6226945612197143,False,False,False
concentrated,all_drops,candidate_sector,Industrials,43,42,42,0.0130839245482895,0.0419042415608419,23,0.5476190476190477,0.9185444687953686,-0.5054012671349678,False,False,False
main,high_signal,candidate_portfolio_sleeve_label,unassigned,41,39,39,0.012268017044715,-0.0241817057888135,16,0.4102564102564102,0.95141401665431,-0.6457466435586163,False,False,False
main,all_drops,candidate_sector,Financials,39,39,39,-0.0120332656031055,-0.0175848189301412,17,0.4358974358974359,0.3152612078264339,-0.3085704984109912,False,False,False
main,skill_signal,candidate_regime_state,bear,38,38,38,0.0113651267958066,0.0619597398441377,24,0.631578947368421,0.5568292049178887,-0.2981743619820317,False,False,False
concentrated,skill_signal,candidate_sector,Industrials,38,37,37,0.0190721582278585,0.0536463777030063,20,0.5405405405405406,0.9185444687953686,-0.5054012671349678,False,False,False
main,high_signal,candidate_portfolio_sleeve_label,early_scout,38,38,37,-0.0117703440464549,0.0504328044285078,19,0.5135135135135135,0.8095912897989002,-0.6237765510719779,False,False,False
main,skill_signal,candidate_sector,Health Care,37,37,35,0.0245935128589689,0.0096379435396562,13,0.3714285714285714,1.221042060667889,-0.6237765510719779,False,False,False
main,all_drops,candidate_industry_group,Software - Application,37,37,37,0.0052082798326216,-0.0657863132892287,16,0.4324324324324324,0.5886767629221954,-0.6088774612256853,False,False,False
main,skill_signal,candidate_sector,Financials,36,36,36,-0.0110870677818145,-0.0167924185670312,16,0.4444444444444444,0.3152612078264339,-0.3085704984109912,False,False,False
concentrated,all_drops,candidate_sector,Consumer Discretionary,35,35,34,0.0818547265811323,0.1203144831762285,17,0.5,1.768607889158493,-0.2981743619820317,False,False,False
main,all_drops,candidate_market_style_regime_label,breakout_growth,35,22,22,-0.0368256114323965,0.0089921480932495,12,0.5454545454545454,0.4290216812216079,-0.2951606676433129,False,False,False
main,all_drops,candidate_portfolio_sleeve_label,core_compounder,35,32,29,-0.0248362425074388,-0.0575332467776313,10,0.3448275862068966,0.3940652662375661,-0.5973818035578563,False,False,False
main,all_drops,candidate_industry_group,Construction & Engineering,34,32,32,0.0575778530230714,0.1151944192614716,21,0.65625,0.6419773784774581,-0.2526741856089748,False,False,False
concentrated,all_drops,candidate_sector,Health Care,34,34,33,0.0006186349289852,0.0199408098507104,13,0.3939393939393939,1.2650247339003775,-0.6079479609204088,False,False,False
concentrated,all_drops,candidate_industry_group,Semiconductors,34,33,33,-0.0302665644666809,-0.0384272563703916,13,0.3939393939393939,0.7682732660899316,-0.5973818035578563,False,False,False
concentrated,skill_signal,candidate_sector,Consumer Discretionary,33,33,32,0.0951785100684284,0.1252617649470629,16,0.5,1.768607889158493,-0.2981743619820317,False,False,False
concentrated,high_signal,candidate_portfolio_sleeve_label,early_scout,31,31,30,0.0156956492946252,0.089542978536081,16,0.5333333333333333,1.768607889158493,-0.6226945612197143,False,False,False
main,skill_signal,candidate_portfolio_sleeve_label,core_compounder,31,28,25,-0.0049788482287583,-0.0322828925327321,9,0.36,0.3940652662375661,-0.4271140924234069,False,False,False
concentrated,skill_signal,candidate_industry_group,Semiconductors,31,30,30,-0.0262218090875909,-0.042989970427002,11,0.3666666666666666,0.7682732660899316,-0.5550795854287017,False,False,False
main,high_signal,candidate_industry_group,Semiconductors,30,27,26,0.0113201223924856,0.0630325064928777,14,0.5384615384615384,0.8095912897989002,-0.4347903703488316,False,False,False
main,skill_signal,candidate_market_style_regime_label,breakout_growth,30,19,19,-0.0271287833571452,0.0129700230289455,10,0.5263157894736842,0.4290216812216079,-0.2938666197555286,False,False,False
concentrated,all_drops,candidate_regime_state,bear,29,29,29,0.0148558334982575,0.0586958062709301,17,0.5862068965517241,0.5568292049178887,-0.2981743619820317,False,False,False
main,skill_signal,candidate_industry_group,Software - Application,29,29,29,-0.0300018285455968,-0.0994943595517283,11,0.3793103448275862,0.5487021644117234,-0.6088774612256853,False,False,False
main,skill_signal,candidate_industry_group,Construction & Engineering,28,26,26,0.0409621172182417,0.0892685111583348,15,0.5769230769230769,0.6260772597107902,-0.2526741856089748,False,False,False
main,all_drops,candidate_industry_group,Internet Content & Information,28,28,26,-0.0049225469087837,0.0350159356804087,12,0.4615384615384615,0.8783770971759708,-0.6549573388079496,False,False,False
main,all_drops,candidate_industry_group,Other,27,26,25,0.0354906508174894,-0.0101259185403371,13,0.52,0.4622586776706849,-0.6457466435586163,False,False,False
main,high_signal,candidate_portfolio_sleeve_label,core_compounder,27,25,22,-0.0040705451764483,-0.0377618551442223,7,0.3181818181818182,0.3940652662375661,-0.4271140924234069,False,False,False
main,all_drops,candidate_market_style_regime_label,turnaround_accumulation,27,27,27,0.0193844677186074,-0.0746034484545106,8,0.2962962962962963,0.2145430079678045,-0.4271140924234069,False,False,False
concentrated,skill_signal,candidate_sector,Health Care,26,26,25,0.021770781605573,0.0894481719953197,10,0.4,1.2650247339003775,-0.6079479609204088,False,False,False
concentrated,high_signal,candidate_industry_group,Semiconductors,26,25,25,-0.0036058077614341,-0.0377605545621295,9,0.36,0.7682732660899316,-0.3844448080138187,False,False,False
concentrated,high_signal,candidate_portfolio_sleeve_label,unassigned,25,25,24,0.0251669259601812,0.0651908398811331,13,0.5416666666666666,0.9185444687953686,-0.6116622565558748,False,False,False
main,high_signal,candidate_sector,Industrials,25,23,23,-0.0045874262188506,0.0502661840188163,12,0.5217391304347826,0.95141401665431,-0.3702319538698294,False,False,False
main,skill_signal,candidate_industry_group,Other,25,24,24,0.0255136869202395,-0.0015576598735074,13,0.5416666666666666,0.4622586776706849,-0.6457466435586163,False,False,False
main,all_drops,candidate_sector,Energy,24,23,23,0.0030399358053516,0.034862516609117,14,0.6086956521739131,0.5265607384851585,-0.2768893681338891,False,False,False
main,all_drops,candidate_industry_group,Oil Gas & Consumable Fuels,24,23,23,0.0030399358053516,0.034862516609117,14,0.6086956521739131,0.5265607384851585,-0.2768893681338891,False,False,False
concentrated,all_drops,candidate_industry_group,Internet Content & Information,22,22,21,-0.0055477146008947,0.1033256917460728,11,0.5238095238095238,0.8783770971759708,-0.6549573388079496,False,False,False
main,skill_signal,candidate_sector,Energy,22,21,21,0.0116840201131912,0.0381999289065333,13,0.6190476190476191,0.5265607384851585,-0.2768893681338891,False,False,False
main,skill_signal,candidate_industry_group,Oil Gas & Consumable Fuels,22,21,21,0.0116840201131912,0.0381999289065333,13,0.6190476190476191,0.5265607384851585,-0.2768893681338891,False,False,False
concentrated,skill_signal,candidate_regime_state,bear,22,22,22,0.0037371990190704,0.0378951556402695,12,0.5454545454545454,0.5568292049178887,-0.2981743619820317,False,False,False
main,all_drops,candidate_industry_group,Biotechnology,22,22,20,0.0549240387238119,-0.0638006602374557,7,0.35,1.012189234219674,-0.6237765510719779,False,False,False
main,all_drops,candidate_industry_group,Software - Infrastructure,22,22,22,-0.0150001461020217,-0.0855705761878856,8,0.3636363636363636,0.3527940817977857,-0.4478955831329015,False,False,False
main,skill_signal,candidate_industry_group,Software - Infrastructure,22,22,22,-0.0150001461020217,-0.0855705761878856,8,0.3636363636363636,0.3527940817977857,-0.4478955831329015,False,False,False
concentrated,all_drops,candidate_industry_group,Biotechnology,21,21,20,0.017085638583573,0.0623333509806256,9,0.45,1.2650247339003775,-0.6079479609204088,False,False,False
main,all_drops,candidate_sector,Materials,21,20,20,-0.0196902279365684,0.0133217615607705,8,0.4,0.4752939180464501,-0.2951606676433129,False,False,False
main,skill_signal,candidate_market_style_regime_label,turnaround_accumulation,21,21,21,-0.0074022930423897,-0.0960545526490963,5,0.238095238095238,0.0684835350698289,-0.4271140924234069,False,False,False
main,high_signal,candidate_industry_group,Software - Application,21,21,21,-0.0316701886410852,-0.1532529343797475,6,0.2857142857142857,0.5487021644117234,-0.6088774612256853,False,False,False
concentrated,all_drops,candidate_market_style_regime_label,breakout_growth,20,12,12,0.0876639179433359,0.0897758808850319,8,0.6666666666666666,0.4290216812216079,-0.2526741856089748,False,False,False
concentrated,skill_signal,candidate_industry_group,Internet Content & Information,20,20,19,-0.0113781174609566,0.0356342617367929,9,0.4736842105263157,0.6689501537356379,-0.6549573388079496,False,False,False
main,skill_signal,candidate_industry_group,Internet Content & Information,20,20,18,0.0115922076136953,-0.037588034399852,7,0.3888888888888889,0.6566022084074208,-0.6549573388079496,False,False,False
main,all_drops,candidate_industry_group,Capital Goods - Machinery,19,19,18,0.0071457484607386,0.0855958883154793,13,0.7222222222222222,0.95141401665431,-0.7394668651727438,False,False,False
main,all_drops,candidate_industry_group,Aerospace & Defense,19,17,16,0.014796981095501,0.0609149763593202,8,0.5,1.1161656976515453,-0.5054012671349678,False,False,False
concentrated,all_drops,candidate_portfolio_sleeve_label,core_compounder,19,19,18,-0.0192537376927437,-0.0120039513782377,9,0.5,0.6689501537356379,-0.5973818035578563,False,False,False
main,all_drops,candidate_sector,Communication,19,19,16,-0.0390560396730189,-0.1297581387867186,3,0.1875,0.1893703741238344,-0.6457466435586163,False,False,False
main,skill_signal,candidate_sector,Communication,19,19,16,-0.0390560396730189,-0.1297581387867186,3,0.1875,0.1893703741238344,-0.6457466435586163,False,False,False
concentrated,skill_signal,candidate_market_style_regime_label,breakout_growth,18,11,11,0.0947937099713741,0.0861810695565717,7,0.6363636363636364,0.4290216812216079,-0.2526741856089748,False,False,False
concentrated,skill_signal,candidate_portfolio_sleeve_label,core_compounder,18,18,17,-0.0019978336179011,0.0224300399264456,9,0.5294117647058824,0.6689501537356379,-0.2683136673285718,False,False,False
main,all_drops,candidate_sector,Consumer Staples,18,17,17,0.0055986593630672,-0.0162743170246681,6,0.3529411764705882,0.6299867725287907,-0.7422685768708168,False,False,False
concentrated,all_drops,candidate_industry_group,Software - Application,18,18,18,-0.0603717463938779,-0.0294882761012593,7,0.3888888888888889,0.6984607787092403,-0.6116622565558748,False,False,False
main,high_signal,candidate_sector,Consumer Discretionary,18,18,18,-0.0224537348980969,-0.0457745704868046,6,0.3333333333333333,0.4858933954497539,-0.4335569719063308,False,False,False
main,all_drops,candidate_industry_group,Diagnostics & Research,17,17,17,0.0428249998016022,0.0678480175458329,8,0.4705882352941176,1.221042060667889,-0.3071012307548022,False,False,False
concentrated,all_drops,candidate_industry_group,Other,17,16,14,0.0066696139277365,0.0402738681231552,9,0.6428571428571429,0.3470282254721457,-0.4921563872254161,False,False,False
concentrated,high_signal,candidate_sector,Consumer Discretionary,16,16,15,0.0559762965948998,0.2141294619793455,8,0.5333333333333333,1.768607889158493,-0.279043082558155,False,False,False
concentrated,skill_signal,candidate_industry_group,Other,16,15,13,-0.0059590894868773,0.0349905381285226,8,0.6153846153846154,0.3470282254721457,-0.4921563872254161,False,False,False
concentrated,high_signal,candidate_industry_group,Internet Content & Information,16,16,15,0.0104770180431995,0.0336780412029185,7,0.4666666666666667,0.6689501537356379,-0.6549573388079496,False,False,False
concentrated,high_signal,candidate_portfolio_sleeve_label,core_compounder,16,16,15,0.0058136030614022,0.0259556274754536,8,0.5333333333333333,0.6689501537356379,-0.2683136673285718,False,False,False
concentrated,skill_signal,candidate_industry_group,Software - Application,16,16,16,-0.045698487728534,0.0057098857902556,7,0.4375,0.6984607787092403,-0.6116622565558748,False,False,False
concentrated,all_drops,candidate_sector,Financials,16,16,16,-0.0076384359515929,-0.0050856966218247,6,0.375,0.281865754520871,-0.219944128484033,False,False,False
concentrated,skill_signal,candidate_sector,Financials,16,16,16,-0.0076384359515929,-0.0050856966218247,6,0.375,0.281865754520871,-0.219944128484033,False,False,False
main,all_drops,candidate_industry_group,Tech Hardware & Storage,16,16,15,-0.0938484847224014,-0.0817404822171348,4,0.2666666666666666,0.5135838273149615,-0.6058438697304951,False,False,False
main,all_drops,candidate_industry_group,Utilities,15,15,15,0.0718123353583507,0.0420065685285868,8,0.5333333333333333,0.472556747924189,-0.34534684820958,False,False,False
main,all_drops,candidate_industry_group,Medical Devices,15,15,15,0.0383607778323648,0.0141774942406954,8,0.5333333333333333,0.4290216812216079,-0.3806998177547115,False,False,False
main,skill_signal,candidate_sector,Materials,15,14,14,-0.0354667801739665,0.0100011030616086,5,0.3571428571428571,0.3913761656149004,-0.2526741856089748,False,False,False
main,all_drops,candidate_industry_group,Specialty Retail,15,15,15,-0.0153418549542365,-0.0058969400457294,8,0.5333333333333333,0.2362365642382636,-0.3364243966269951,False,False,False
main,high_signal,candidate_sector,Financials,15,15,15,-0.0100330207228691,-0.0209480531899441,7,0.4666666666666667,0.225125191472693,-0.2669963949536377,False,False,False
main,all_drops,candidate_industry_group,Capital Markets,15,15,15,-0.0766856526469548,-0.0865206423688141,5,0.3333333333333333,0.1824048531374675,-0.646447614236369,False,False,False
main,skill_signal,candidate_industry_group,Tech Hardware & Storage,15,15,14,-0.1143657152175304,-0.1053350851479526,3,0.2142857142857142,0.5135838273149615,-0.6058438697304951,False,False,False
concentrated,skill_signal,candidate_industry_group,Biotechnology,14,14,13,0.0631607360710761,0.2283046801158443,7,0.5384615384615384,1.2650247339003775,-0.6079479609204088,False,False,False
concentrated,all_drops,candidate_industry_group,Construction & Engineering,14,14,14,0.084984159377915,0.1579596152692214,11,0.7857142857142857,0.6260772597107902,-0.2526741856089748,False,False,False
main,skill_signal,candidate_industry_group,Aerospace & Defense,14,14,13,0.0045819764034919,0.0713863622026021,6,0.4615384615384615,1.1161656976515453,-0.5054012671349678,False,False,False
main,all_drops,candidate_sector,Utilities,14,14,14,0.0535927759891461,0.0511633424212519,8,0.5714285714285714,0.472556747924189,-0.34534684820958,False,False,False
main,skill_signal,candidate_industry_group,Biotechnology,14,14,12,0.0574482111438008,0.0211681513171156,4,0.3333333333333333,1.012189234219674,-0.6237765510719779,False,False,False
concentrated,all_drops,candidate_sector,Communication,14,14,12,-0.0043660891745532,0.0025412028069998,5,0.4166666666666667,0.6689501537356379,-0.4921563872254161,False,False,False
concentrated,skill_signal,candidate_sector,Communication,14,14,12,-0.0043660891745532,0.0025412028069998,5,0.4166666666666667,0.6689501537356379,-0.4921563872254161,False,False,False
main,skill_signal,candidate_industry_group,Specialty Retail,14,14,14,-0.0090761607441359,-0.000791032724661,8,0.5714285714285714,0.2362365642382636,-0.3364243966269951,False,False,False
main,high_signal,candidate_industry_group,Internet Content & Information,14,14,12,0.0302542402896542,-0.0405058123586609,5,0.4166666666666667,0.6566022084074208,-0.6549573388079496,False,False,False
main,all_drops,candidate_industry_group,Auto Manufacturers & Parts,14,14,14,-0.0139692656283151,-0.0518982251852613,6,0.4285714285714285,0.3349648854837428,-0.5005026810419825,False,False,False
main,all_drops,candidate_market_style_regime_label,cash_defense,13,13,12,0.1944942848618362,0.2484277191883248,11,0.9166666666666666,0.6260772597107902,-0.1163411726610472,False,False,False
main,skill_signal,candidate_industry_group,Capital Goods - Machinery,13,13,13,0.0051907278635637,0.1442480915986328,10,0.7692307692307693,0.95141401665431,-0.3702319538698294,False,False,False
concentrated,high_signal,candidate_sector,Health Care,13,13,12,-0.006933704624929,0.0763368732179296,4,0.3333333333333333,1.2650247339003775,-0.6079479609204088,False,False,False
main,all_drops,candidate_industry_group,Consumer Finance,13,13,13,-0.0084186466714397,-0.0087270150063245,6,0.4615384615384615,0.1322384030964376,-0.2158984387556857,False,False,False
concentrated,high_signal,candidate_industry_group,Software - Application,13,13,13,-0.0693787714350007,-0.0275003216226928,5,0.3846153846153846,0.6984607787092403,-0.6116622565558748,False,False,False
main,skill_signal,candidate_industry_group,Capital Markets,13,13,13,-0.0366579442772715,-0.0393710739685188,5,0.3846153846153846,0.1824048531374675,-0.2669963949536377,False,False,False
main,skill_signal,candidate_sector,Consumer Staples,13,12,12,-0.0501957968162867,-0.0687775982147878,3,0.25,0.6299867725287907,-0.7422685768708168,False,False,False
concentrated,skill_signal,candidate_industry_group,Construction & Engineering,12,12,12,0.0904846158532155,0.1708134620473282,9,0.75,0.6260772597107902,-0.2526741856089748,False,False,False
main,skill_signal,candidate_industry_group,Consumer Finance,12,12,12,-0.0157219817493087,-0.0180042022221021,5,0.4166666666666667,0.1322384030964376,-0.2158984387556857,False,False,False
main,all_drops,candidate_industry_group,Communication Equipment,12,11,10,0.0096492533126499,-0.0509627203323816,4,0.4,0.2259698976772475,-0.3104058660037937,False,False,False
concentrated,all_drops,candidate_industry_group,Tech Hardware & Storage,12,11,10,0.0341082412419992,-0.1304800532719157,3,0.3,0.9185444687953686,-0.6226945612197143,False,False,False
main,high_signal,candidate_sector,Health Care,12,12,12,-0.1061437564878399,-0.1919697112141349,2,0.1666666666666666,0.1192907409725548,-0.6237765510719779,False,False,False
main,all_drops,candidate_sector,Internet,11,11,11,0.0439177899725193,0.1171870731440881,7,0.6363636363636364,0.8783770971759708,-0.6549573388079496,False,False,False
