rebalance_date,ticker,action,reason,stage,score
2019-04-30,NOW,enter,baseline_lifecycle_scout,scout,1.393502293261641
2019-04-30,CDNS,enter,baseline_lifecycle_scout,scout,1.3538102327746964
2019-04-30,SHOP,enter,baseline_lifecycle_scout,scout,1.1525484113909208
2019-05-31,NOW,hold,hold,confirm,0.9197982667902806
2019-05-31,CDNS,hold,watch_stale,scout,0.319454390232545
2019-05-31,SHOP,hold,hold,confirm,0.9422748163660243
2019-05-31,HEI,enter,baseline_lifecycle_scout,scout,0.8973700313852472
2019-05-31,PYPL,enter,baseline_lifecycle_scout,scout,0.8652243824464412
2019-05-31,AMT,enter,baseline_lifecycle_scout,scout,0.8222327216637131
2019-06-28,NOW,hold,hold,confirm,0.8011073296738613
2019-06-28,CDNS,hold,hold,confirm,0.8183163472543811
2019-06-28,SHOP,hold,hold,confirm,0.7691231084124166
2019-06-28,HEI,hold,hold,confirm,1.0788762949699033
2019-06-28,PYPL,hold,hold,confirm,0.784072991248761
2019-06-28,AMT,hold,watch_stale,scout,0.24203190159468155
2019-06-28,ADBE,enter,baseline_lifecycle_scout,scout,1.126405031845805
2019-06-28,MKTX,enter,baseline_lifecycle_scout,scout,0.9010468950271111
2019-06-28,V,enter,baseline_lifecycle_scout,scout,0.8295873291461526
2019-07-31,NOW,hold,watch_stale,confirm,0.05287240379834468
2019-07-31,CDNS,hold,hold,confirm,0.5863439692744234
2019-07-31,SHOP,hold,hold,winner,0.5190829267195965
2019-07-31,HEI,hold,hold,winner,0.9873603439043609
2019-07-31,PYPL,hold,watch_stale,confirm,-0.1351503412088648
2019-07-31,AMT,exit,stale_leader_review_exit,scout,
2019-07-31,ADBE,hold,hold,confirm,0.8995279861416874
2019-07-31,MKTX,hold,hold,scout,0.5450313244534593
2019-07-31,V,hold,hold,scout,0.3889108287882712
2019-07-31,CTAS,enter,baseline_lifecycle_scout,scout,1.084790831887858
2019-07-31,HD,enter,baseline_lifecycle_scout,scout,0.872360987212035
2019-07-31,MELI,enter,baseline_lifecycle_scout,scout,0.8000651792192075
2019-08-30,NOW,hold,watch_stale,confirm,0.16828847821441045
2019-08-30,CDNS,hold,watch_stale,confirm,0.12555468109697854
2019-08-30,SHOP,hold,hold,winner,0.7697241230555806
2019-08-30,HEI,hold,hold,winner,0.9349200026233849
2019-08-30,PYPL,exit,stale_leader_review_exit,confirm,
2019-08-30,ADBE,hold,hold,confirm,0.4495719064623552
2019-08-30,MKTX,hold,hold,confirm,0.6618798905520719
2019-08-30,V,hold,hold,scout,0.49991083667022573
2019-08-30,CTAS,hold,hold,confirm,1.0237643046732432
2019-08-30,HD,hold,watch_stale,scout,0.28847694686737163
2019-08-30,MELI,hold,watch_stale,scout,-0.4026031497114742
2019-08-30,MA,enter,baseline_lifecycle_scout,scout,0.966802341493706
2019-08-30,DG,enter,baseline_lifecycle_scout,scout,0.8353535122464493
2019-09-30,NOW,exit,stale_leader_review_exit,confirm,
2019-09-30,CDNS,exit,stale_leader_review_exit,confirm,
2019-09-30,SHOP,hold,watch_stale,winner,-0.35928005072378955
2019-09-30,HEI,hold,watch_stale,winner,-0.16546968424742967
2019-09-30,ADBE,hold,watch_stale,confirm,-0.16960975108169268
2019-09-30,MKTX,hold,watch_stale,confirm,-0.3072199988492216
2019-09-30,V,exit,missing_return_row,scout,
2019-09-30,CTAS,hold,hold,winner,0.9229829949799806
2019-09-30,HD,exit,stale_leader_review_exit,scout,
2019-09-30,MELI,exit,stale_leader_review_exit,scout,
2019-09-30,MA,hold,watch_stale,scout,0.12541964921303322
2019-09-30,DG,hold,hold,confirm,0.9137140397487018
2019-09-30,LHX,enter,baseline_lifecycle_scout,scout,1.0717289052582113
2019-09-30,MLM,enter,baseline_lifecycle_scout,scout,0.9672279511104565
2019-09-30,MDT,enter,baseline_lifecycle_scout,scout,0.9100339923924203
2019-10-31,SHOP,exit,stale_leader_review_exit,winner,
2019-10-31,HEI,exit,stale_leader_review_exit,winner,
2019-10-31,ADBE,hold,watch_stale,confirm,0.1734895314890848
2019-10-31,MKTX,exit,missing_return_row,confirm,
2019-10-31,CTAS,hold,hold,winner,0.6231472441561378
2019-10-31,MA,exit,stale_leader_review_exit,scout,
2019-10-31,DG,hold,hold,winner,1.0102485683141045
2019-10-31,LHX,exit,stale_leader_review_exit,scout,
2019-10-31,MLM,hold,watch_stale,scout,-0.03406488292229348
2019-10-31,MDT,hold,hold,confirm,0.8006327385004123
2019-10-31,BKNG,enter,baseline_lifecycle_scout,scout,1.0037990041510034
2019-10-31,COST,enter,baseline_lifecycle_scout,scout,0.9354561796370208
2019-10-31,VICI,enter,baseline_lifecycle_scout,scout,0.8007001991717445
2019-11-29,ADBE,hold,hold,confirm,0.6496918514206369
2019-11-29,CTAS,hold,watch_stale,winner,-0.25312399686654413
2019-11-29,DG,hold,watch_stale,winner,-0.3825208908843305
2019-11-29,MLM,hold,hold,scout,0.4334059852446508
2019-11-29,MDT,hold,hold,confirm,0.6138724842013481
2019-11-29,BKNG,hold,watch_stale,scout,-0.6265802023075151
2019-11-29,COST,hold,hold,scout,0.4009917373045512
2019-11-29,VICI,hold,hold,scout,0.4958704172973763
2019-11-29,UNH,enter,baseline_lifecycle_scout,scout,1.1148281425051987
2019-11-29,AAPL,enter,baseline_lifecycle_scout,scout,1.0627240049173536
2019-11-29,BAC,enter,baseline_lifecycle_scout,scout,1.0183876409106112
2019-12-31,ADBE,hold,hold,confirm,0.7780487401762557
2019-12-31,CTAS,hold,hold,winner,0.3738632279704826
2019-12-31,DG,exit,stale_leader_review_exit,winner,
2019-12-31,MLM,hold,watch_stale,scout,0.2642200477827748
2019-12-31,MDT,hold,hold,confirm,0.6513409940197976
2019-12-31,BKNG,hold,hold,scout,0.5619595304434123
2019-12-31,COST,hold,watch_stale,scout,0.0011155027968232645
2019-12-31,VICI,hold,hold,scout,0.4550456363367667
2019-12-31,UNH,hold,hold,confirm,1.2730460079529258
2019-12-31,AAPL,hold,hold,confirm,0.8693650744192468
2019-12-31,BAC,hold,hold,confirm,0.9125577623702957
2019-12-31,TSLA,enter,baseline_lifecycle_scout,scout,1.0594329349518743
2019-12-31,AMD,enter,baseline_lifecycle_scout,scout,1.0590942069136622
2020-01-31,ADBE,hold,hold,winner,1.470349208586249
2020-01-31,CTAS,hold,watch_stale,winner,0.2843553047595984
2020-01-31,MLM,exit,failed_scout_timeout,scout,
2020-01-31,MDT,hold,hold,confirm,0.5468215835933261
2020-01-31,BKNG,hold,watch_stale,scout,-1.066983901359216
2020-01-31,COST,hold,hold,scout,0.48622045958309407
2020-01-31,VICI,hold,hold,confirm,0.5383779746439363
2020-01-31,UNH,hold,watch_stale,confirm,0.13331671559207936
2020-01-31,AAPL,hold,hold,confirm,0.6057654372769525
2020-01-31,BAC,hold,watch_stale,confirm,-0.06204470189638972
2020-01-31,TSLA,trim,distribution_trim,confirm,0.851201914454825
2020-01-31,AMD,hold,hold,confirm,1.2777855341654398
2020-01-31,CPRT,enter,baseline_lifecycle_scout,scout,0.8146533958406785
2020-02-28,ADBE,hold,hold,winner,0.7421131590606822
2020-02-28,CTAS,exit,stale_leader_review_exit,winner,
2020-02-28,MDT,hold,watch_stale,confirm,-0.5590391165661838
2020-02-28,BKNG,exit,failed_scout_timeout,scout,
2020-02-28,COST,exit,failed_scout_timeout,scout,
2020-02-28,VICI,hold,watch_stale,confirm,-0.15296119318936083
2020-02-28,UNH,exit,stale_leader_review_exit,confirm,
2020-02-28,AAPL,hold,watch_stale,confirm,-0.2719550087426873
2020-02-28,BAC,exit,stale_leader_review_exit,confirm,
2020-02-28,TSLA,trim,distribution_trim,winner,0.6572709632717896
2020-02-28,AMD,hold,watch_stale,confirm,0.24506273406032747
2020-02-28,CPRT,hold,watch_stale,scout,-0.4044416307054677
2020-02-28,XYZ,enter,baseline_lifecycle_scout,scout,1.4191685775932255
2020-02-28,NOW,enter,baseline_lifecycle_scout,scout,1.1014641787248398
2020-02-28,SHOP,enter,baseline_lifecycle_scout,scout,0.7698017045878746
2020-03-31,ADBE,hold,watch_stale,winner,0.2993584934909808
2020-03-31,MDT,exit,stale_leader_review_exit,confirm,
2020-03-31,VICI,exit,distribution_breakdown,confirm,
2020-03-31,AAPL,exit,stale_leader_review_exit,confirm,
2020-03-31,TSLA,hold,watch_stale,winner,0.29309897077398
2020-03-31,AMD,hold,watch_stale,confirm,0.1042479416678348
2020-03-31,CPRT,exit,stale_leader_review_exit,scout,
2020-03-31,XYZ,hold,watch_stale,scout,0.14128222840824128
2020-03-31,NOW,hold,hold,scout,0.5339766247575946
2020-03-31,SHOP,hold,watch_stale,scout,-0.046632863770737
2020-03-31,VRTX,enter,baseline_lifecycle_scout,scout,1.1367067895680845
2020-03-31,JD,enter,baseline_lifecycle_scout,scout,1.0473510490731393
2020-03-31,VEEV,enter,baseline_lifecycle_scout,scout,0.7163845907175951
2020-04-30,ADBE,hold,hold,winner,0.9192748848624211
2020-04-30,TSLA,exit,stale_leader_review_exit,winner,
2020-04-30,AMD,hold,hold,confirm,0.5475956011193818
2020-04-30,XYZ,hold,hold,confirm,0.3659161309507009
2020-04-30,NOW,hold,hold,confirm,1.146902940058818
