rebalance_date,ticker,weight,baseline_weight,stage,months_held,cum_return,peak_return,period_forward_return,weighted_forward_return,monster_onset_score,sector,portfolio_defensive_rotation_action
2019-04-30,NOW,0.33,0.1044102052584135,scout,1,-0.04085514798744905,0.0,-0.040855147987449,-0.01348219883585817,1.3954523362194653,Information Technology,promote_monster_early
2019-04-30,V,0.33,0.1105663370840683,scout,1,-0.022662467435419775,0.0,-0.0226624674354198,-0.007478614253688534,0.9615121399483961,Financials,neutral
2019-04-30,AVGO,0.33,0.0768763790987673,scout,1,-0.07999999999999996,0.0,-0.08,-0.026400000000000003,0.9517082379717531,Information Technology,promote_monster_early
2019-05-31,NOW,0.13296993301134385,0.0933052314676425,confirm,2,0.03232535585954244,0.03232535585954244,0.0762976558685986,0.010145294189770122,0.9176203351205938,Information Technology,promote_monster_early
2019-05-31,V,0.14919286886344996,0.1046888935518848,confirm,2,0.06076874277687372,0.06076874277687372,0.0853658101038707,0.012735970112248952,0.7462854903391467,Financials,neutral
2019-05-31,AVGO,0.298216201911337,,scout,2,0.09921173321106025,0.09921173321106025,0.194795362185935,0.058091133061032814,-0.5268087435065723,Information Technology,neutral
2019-05-31,SHOP,0.039025212131785475,0.0423208179922153,scout,1,0.12512764973378965,0.12512764973378965,0.1251276497337896,0.0048831330744128895,0.9520841553983946,Software,neutral
2019-05-31,AMT,0.05029789204104182,0.0622902189369576,scout,1,-0.014245334678866906,0.0,-0.0142453346788669,-0.0007165103057661565,0.819595484154014,Real Estate,neutral
2019-05-31,MA,0.05029789204104182,0.0863999999999999,scout,1,0.07223985351277884,0.07223985351277884,0.0722398535127788,0.0036335123530464235,0.5249188593127777,Financials,neutral
2019-06-28,NOW,0.13318691237177688,0.0567261840193984,confirm,3,0.015448853611271796,0.03232535585954244,-0.0163480458486064,-0.0021773457498881314,0.8037460998773172,Information Technology,neutral
2019-06-28,V,0.05072500933052339,0.0153031851882925,winner,3,0.08412255014577918,0.08412255014577918,0.02201592715465,0.0011167581103397443,0.8293413797704142,Financials,neutral
