rebalance_date,policy,gross_return,cost,turnover,net_return,cash_weight,n_positions,selected_tickers,baseline_recommendation_count,carried_count,equity,drawdown
2019-04-30,lifecycle_review_main,-0.06628219883585817,0.002475,0.495,-0.06875719883585818,0.010000000000000009,3,"NOW,CDNS,EL",18,0,0.9312428011641418,-0.06875719883585818
2019-05-31,lifecycle_review_main,0.07870271424400559,0.0014838028018791724,0.2967605603758345,0.07721891144212642,0.28,6,"NOW,CDNS,EL,SHOP,PYPL,AMT",18,1,1.0031523565583536,0.0
2019-06-28,lifecycle_review_main,0.02352639456617004,0.0009462216454364195,0.1892443290872839,0.02258017292073362,0.0,9,"NOW,CDNS,EL,SHOP,PYPL,AMT,ADBE,MKTX,V",18,2,1.0258037102352826,0.0
2019-07-31,lifecycle_review_main,-0.0021811999133579353,0.0009403751788537357,0.18807503577074713,-0.003121575092211671,0.0,11,"NOW,CDNS,EL,SHOP,PYPL,ADBE,MKTX,V,HD,MELI,MA",18,3,1.0226015869239138,-0.0031215750922116703
2019-08-30,lifecycle_review_main,-0.036721126698961506,0.0010875625294919252,0.21751250589838503,-0.03780868922845343,0.0,12,"CDNS,EL,SHOP,ADBE,MKTX,V,HD,MELI,MA,JKHY,ABT,LRCX",18,4,0.9839383613193842,-0.04081224165810049
2019-09-30,lifecycle_review_main,0.020035268725859194,0.0026374159781166855,0.5274831956233371,0.01739785274774251,0.0,11,"EL,SHOP,ADBE,MKTX,MA,JKHY,ABT,LRCX,LHX,MLM,DG",18,4,1.001056776042474,-0.024124434281030727
2019-10-31,lifecycle_review_main,0.004716076427563916,0.0034786507422521944,0.6957301484504389,0.0012374256853117218,0.0,10,"EL,JKHY,ABT,LRCX,LHX,MLM,DG,AAPL,BKNG,COST",31,1,1.0022955094096044,-0.02291686079034183
2019-11-29,lifecycle_review_main,0.06831494599323701,0.0018219565467596421,0.3643913093519284,0.06649298944647737,0.0,11,"JKHY,ABT,LRCX,MLM,DG,AAPL,BKNG,COST,UNH,BAC,NVDA",43,0,1.068941134139029,0.0
2019-12-31,lifecycle_review_main,0.014513709200899009,0.0012873024734738397,0.25746049469476795,0.013226406727425168,1.1102230246251565e-16,12,"JKHY,ABT,LRCX,MLM,AAPL,BKNG,COST,UNH,BAC,NVDA,TSLA,AMD",18,5,1.083079384346827,0.0
2020-01-31,lifecycle_review_main,0.007990485880150767,0.0009617381603765664,0.19234763207531327,0.0070287477197742,0.0,12,"JKHY,ABT,LRCX,AAPL,BKNG,COST,UNH,BAC,NVDA,TSLA,AMD,ADBE",18,8,1.090692076099889,0.0
2020-02-28,lifecycle_review_main,-0.038508259885025396,0.0014672548572702447,0.2934509714540489,-0.03997551474229564,0.28,10,"JKHY,ABT,AAPL,NVDA,TSLA,AMD,ADBE,XYZ,NOW,SHOP",18,3,1.047091098932453,-0.03997551474229566
2020-03-31,lifecycle_review_main,0.18492097703044424,0.0022167444821224553,0.44334889642449105,0.1827042325483218,0.0,10,"JKHY,NVDA,TSLA,ADBE,XYZ,NOW,SHOP,VRTX,JD,VEEV",19,2,1.2383990745710856,0.0
2020-04-30,lifecycle_review_main,0.14934511577749904,0.0012490754152257584,0.24981508304515165,0.14809604036227328,0.0,12,"JKHY,NVDA,ADBE,XYZ,NOW,SHOP,VRTX,JD,VEEV,AMZN,ZTO,DPZ",18,3,1.4218010739033669,0.0
2020-05-29,lifecycle_review_main,0.06504396033211142,0.00039000704803759446,0.07800140960751889,0.06465395328407382,0.0,12,"JKHY,NVDA,ADBE,XYZ,NOW,SHOP,VRTX,JD,VEEV,AMZN,ZTO,DPZ",18,2,1.513726134114761,0.0
2020-06-30,lifecycle_review_main,0.049356456085023974,0.0007410350574048706,0.14820701148097412,0.0486154210276191,0.0,12,"JKHY,ADBE,XYZ,NOW,SHOP,VRTX,JD,VEEV,AMZN,ZTO,DPZ,TWLO",18,3,1.5873165674452603,0.0
