horizon,status,start_date,end_date,days,period_return,cagr,sharpe,max_dd,start_equity_usd,end_equity_usd,avg_cash_weight,end_cash_weight,trade_count,gross_traded_usd,turnover_estimate
1M,completed,2026-04-13,2026-05-13,23,-0.010781076227310282,-0.12363472112583607,-0.3801519835365958,-0.07614441795923366,751181.6451996351,743083.0986221815,9.95529712933445e-06,1.0019425341784714e-05,0,0.0,0.0
3M,completed,2026-02-13,2026-05-13,62,0.01445234174069232,0.06065530230280336,0.40234177846570757,-0.07614441795923366,732496.8044798733,743083.0986221815,8.995180664571166e-06,1.0019425341784714e-05,6,1466306.462644577,1.977060579698215
6M,completed,2025-11-13,2026-05-13,124,0.4891978041453535,1.2336250574181493,2.662900949581136,-0.13722199954783976,498982.134242828,743083.0986221815,0.00012713758770803026,1.0019425341784714e-05,20,3839348.424894333,5.814468141600819
1Y,completed,2025-05-13,2026-05-13,252,0.7493113392078936,0.7499815043392675,1.9754149924011966,-0.19181490326811856,424786.0755070948,743083.0986221815,0.00023197325802705703,1.0019425341784714e-05,47,7233711.441831589,13.10250890501045
2Y,completed,2024-05-13,2026-05-13,502,1.4359504106468925,0.5612291166300887,1.703728043768738,-0.23228891390300677,305048.53275106195,743083.0986221815,0.0003211862865891818,1.0019425341784714e-05,102,12095966.338014603,25.958294870129684
3Y,completed,2023-05-15,2026-05-13,752,2.772484654682793,0.5578176677081976,1.7301905407827953,-0.23228891390300677,196974.45228830577,743083.0986221815,0.00036729951062323003,1.0019425341784714e-05,155,15201378.163074493,38.555360905769646
5Y,completed,2021-05-13,2026-05-13,1256,2.7602799627375476,0.3033461905844428,1.096194864828656,-0.4181732710146112,197613.769715488,743083.0986221815,0.0004011914586562041,1.0019425341784714e-05,277,23216419.217046738,71.67327753277539
FULL,completed,2019-05-01,2026-05-13,1769,6.430830986221815,0.3299660723952078,1.094135144574884,-0.4181732710146112,100000.0,743083.0986221815,0.0004842805929529321,1.0019425341784714e-05,402,27927103.76287365,37.58274655237867
