as_of_date,account_source,approval_status,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,target_weight,target_value_usd,delta_weight,delta_value_usd,suggested_action,suggested_quantity_delta,preview_trade_value_delta_usd,preview_order_count,preview_order_status,monster_recommendation,monster_stage,monster_priority_score,monster_reason,portfolio_sources,source_current,source_target,risk_state,block_reason
2026-06-23,simulated_broker_replay,blocked_by_safety_audit,cash,CASH,0.0,1.0,207465.52728780144,0.09366570936388402,0.11708467823007303,259337.5384790594,0.023418968866189008,51872.011191257974,RESERVE_CASH,0.0,0.0,0,,,,0.0,,,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-23,simulated_broker_replay,blocked_by_safety_audit,equity,SNDK,334.0,1963.5999755859375,655842.3918457031,0.296097109077389,0.22884272287461868,506876.81211823865,-0.06725438620277033,-148965.57972746447,SELL,-74.0,-145306.39819335938,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-23,simulated_broker_replay,blocked_by_safety_audit,equity,BE,1118.0,321.9800109863281,359973.65228271484,0.1625194697844682,0.1880010667834323,416414.2962860341,0.0254815969989641,56440.64400331926,BUY,175.0,56346.50192260742,1,ready,,,0.0,,concentrated,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-23,simulated_broker_replay,blocked_by_safety_audit,equity,WDC,592.0,670.75,397084.0,0.1792739016610371,0.14701018509834923,325621.2521662324,-0.032263716562687866,-71462.74783376761,SELL,-106.0,-71099.5,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-23,simulated_broker_replay,blocked_by_safety_audit,equity,CIEN,361.0,459.8500061035156,166005.85220336914,0.0749476605027235,0.11122888575504372,246367.20940377103,0.03628122525232022,80361.3572004019,BUY,173.0,79554.0510559082,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-23,simulated_broker_replay,blocked_by_safety_audit,equity,LITE,117.0,827.9199829101562,96866.63800048828,0.043732963642793,0.06431205002841567,142448.43134930002,0.02057908638562267,45581.79334881174,BUY,54.0,44707.67907714844,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-23,simulated_broker_replay,blocked_by_safety_audit,equity,STM,1151.0,72.43000030517578,83366.93035125732,0.037638169439145955,0.03617362642269611,80123.03040957182,-0.0014645430164498471,-3243.8999416855077,SELL,-44.0,-3186.9200134277344,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-23,simulated_broker_replay,blocked_by_safety_audit,equity,MRVL,311.0,279.0400085449219,86781.4426574707,0.03917973984592261,0.028999216514291243,64232.020297818344,-0.010180523331631365,-22549.42235965236,SELL,-80.0,-22323.20068359375,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-23,simulated_broker_replay,blocked_by_safety_audit,equity,ON,331.0,117.05999755859375,38746.85919189453,0.01749327755447651,0.019249705212828695,42637.27109137906,0.0017564276583521832,3890.4118994845267,BUY,33.0,3862.9799194335938,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-23,simulated_broker_replay,blocked_by_safety_audit,equity,PWR,42.0,702.2899780273439,29496.17907714844,0.01331681736673613,0.017908527568215035,39666.62015502185,0.004591710201478905,10170.441077873405,BUY,14.0,9832.059692382812,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
