as_of_date,portfolio_kind,row_type,ticker,current_weight,target_portfolio_weight,target_combined_weight,delta_portfolio_weight,preview_action,review_action,review_reason,review_quantity_delta,review_trade_value_delta_usd,review_order_count,review_order_status,cash_policy_flag,macro_recommended_cash_floor,macro_cash_raise_gate,macro_cash_raise_confirmation_count
2026-06-23,concentrated,equity,SNDK,0.3668891713446866,0.285,0.22884272287461868,-0.08188917134468665,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-60.0,-117815.99853515624,1,ready,,0.03,none,0.0
2026-06-23,concentrated,equity,BE,0.2463712024673215,0.285,0.1880010667834323,0.03862879753267848,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,175.0,56346.50192260742,1,ready,,0.03,none,0.0
2026-06-23,concentrated,equity,WDC,0.2010731217606569,0.1659376713164405,0.14701018509834923,-0.0351354504442164,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-76.0,-50977.0,1,ready,,0.03,none,0.0
2026-06-23,concentrated,equity,CIEN,0.080885104083737,0.1208423812257733,0.11122888575504372,0.0399572771420363,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,126.0,57941.10076904297,1,ready,,0.03,none,0.0
2026-06-23,concentrated,equity,LITE,0.0436313166646981,0.0647199474577861,0.06431205002841567,0.021088630793088002,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,37.0,30633.03936767578,1,ready,,0.03,none,0.0
2026-06-23,concentrated,cash,CASH,0.0611500836788997,0.0,0.11708467823007303,,RESERVE_CASH,RESERVE_CASH,Combined cash is below target under macro gate `none`.,0.0,0.0,0,,below_combined_cash_target,0.03,none,0.0
2026-06-23,main,equity,SNDK,0.1588895874612862,0.12,0.22884272287461868,-0.03888958746128621,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-14.0,-27490.399658203125,1,ready,,0.03,none,0.0
2026-06-23,main,equity,WDC,0.1370231624222331,0.1103253733944398,0.14701018509834923,-0.02669778902779331,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-30.0,-20122.5,1,ready,,0.03,none,0.0
2026-06-23,main,equity,MRVL,0.1151169965050783,0.0852048206357115,0.028999216514291243,-0.0299121758693668,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-80.0,-22323.20068359375,1,ready,,0.03,none,0.0
2026-06-23,main,equity,STM,0.1105875903419154,0.1062845042579036,0.03617362642269611,-0.004303086084011795,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-44.0,-3186.9200134277344,1,ready,,0.03,none,0.0
2026-06-23,main,equity,CIEN,0.0634398460332099,0.0925962333733972,0.11122888575504372,0.0291563873401873,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,47.0,21612.950286865234,1,ready,,0.03,none,0.0
2026-06-23,main,equity,ON,0.0513983395249779,0.0565590342463594,0.019249705212828695,0.005160694721381497,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,33.0,3862.9799194335938,1,ready,,0.03,none,0.0
2026-06-23,main,equity,MU,0.0474364618340608,0.0313854320765458,0.010681941859529776,-0.016051029757514997,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-11.0,-11569.47021484375,1,ready,,0.03,none,0.0
2026-06-23,main,equity,LITE,0.0439299734415965,0.0635214727579559,0.06431205002841567,0.019591499316359402,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,17.0,14074.639709472656,1,ready,,0.03,none,0.0
2026-06-23,main,equity,PWR,0.0391271617497701,0.0526184174164662,0.017908527568215035,0.013491255666696102,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,14.0,9832.059692382812,1,ready,,0.03,none,0.0
2026-06-23,main,equity,FIX,0.0303730301703382,0.0394647793465765,0.013431724548228604,0.009091749176238301,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,3.0,5724.209838867188,1,ready,,0.03,none,0.0
2026-06-23,main,equity,COHR,0.0232619487461694,0.0252795188818701,0.008603811802699923,0.002017570135700697,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,3.0,1143.6600036621094,1,ready,,0.03,none,0.0
2026-06-23,main,equity,TER,0.0133751043159332,0.0136491599679911,0.004645452477885674,0.0002740556520578995,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-06-23,main,equity,KEYS,0.009354061845273,0.011242653280706,0.003826404823692023,0.0018885914354330006,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,4.0,1410.3199462890625,1,ready,,0.03,none,0.0
2026-06-23,main,cash,CASH,0.1566867356081573,0.0,0.11708467823007303,,RESERVE_CASH,RESERVE_CASH,Combined cash is below target under macro gate `none`.,0.0,0.0,0,,below_combined_cash_target,0.03,none,0.0
