as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,target_portfolio_weight,target_combined_weight,delta_portfolio_weight,preview_action,review_action,review_reason,review_quantity_delta,review_trade_value_delta_usd,review_order_count,review_order_status,monster_recommendation,monster_stage,monster_priority_score,monster_reason,entry_monster_early_score_max,entry_stale_mega_leader_score_max,entry_risk_entry_block_score_max,account_source,approval_status,risk_state,combined_current_cash_weight,combined_target_cash_weight,combined_cash_gap_weight,macro_recommended_cash_floor,macro_cash_raise_gate,macro_cash_raise_confirmation_count,cash_policy_flag
2026-06-23,current_broker_ledger_mark_to_market,concentrated,equity,SNDK,273.0,1963.5999755859373,536062.7933349609,0.3668891713446866,1120.430624713828,230185.23278808597,7191.8138427734375,2026-03-02,2026-05-01,113,2,273.0,1120.430624713828,target_rebalance,"future_winner,unassigned",0.285,0.22884272287461868,-0.08188917134468665,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-60.0,-117815.99853515624,1,ready,,,0.0,,0.6226480541586614,0.0,0.3333333333333333,simulated_broker_replay,blocked_by_safety_audit,green,0.09366570936388402,0.11708467823007303,0.023418968866189008,0.03,none,0.0,
2026-06-23,current_broker_ledger_mark_to_market,concentrated,equity,BE,1118.0,321.9800109863281,359973.65228271484,0.2463712024673215,290.5199890136719,35172.30456542969,0.0,2026-05-01,2026-05-01,53,1,1118.0,290.5199890136719,target_rebalance,future_winner,0.285,0.1880010667834323,0.03862879753267848,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,175.0,56346.50192260742,1,ready,,,0.0,,0.4973787561009156,0.0,0.3333333333333333,simulated_broker_replay,blocked_by_safety_audit,green,0.09366570936388402,0.11708467823007303,0.023418968866189008,0.03,none,0.0,
2026-06-23,current_broker_ledger_mark_to_market,concentrated,equity,WDC,438.0,670.75,293788.5,0.2010731217606569,393.7702838773184,121317.11566173454,130403.42899215796,2026-02-02,2026-05-01,141,2,438.0,404.1428657427226,target_rebalance,future_winner,0.1659376713164405,0.14701018509834923,-0.0351354504442164,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-76.0,-50977.0,1,ready,,,0.0,,0.5689668844834279,0.0,0.3333333333333333,simulated_broker_replay,blocked_by_safety_audit,green,0.09366570936388402,0.11708467823007303,0.023418968866189008,0.03,none,0.0,
2026-06-23,current_broker_ledger_mark_to_market,concentrated,equity,CIEN,257.0,459.8500061035156,118181.45156860352,0.080885104083737,439.89174748833824,5129.272464100592,94436.25024330452,2026-03-02,2026-05-01,113,2,257.0,471.7086666122021,target_rebalance,future_winner,0.1208423812257733,0.11122888575504372,0.0399572771420363,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,126.0,57941.10076904297,1,ready,,,0.0,,0.6170245736485627,0.0,0.2416666666666667,simulated_broker_replay,blocked_by_safety_audit,green,0.09366570936388402,0.11708467823007303,0.023418968866189008,0.03,none,0.0,
2026-06-23,current_broker_ledger_mark_to_market,concentrated,equity,LITE,77.0,827.9199829101562,63749.83868408203,0.0436313166646981,543.4268615421316,21905.970345337897,309274.407424819,2026-02-02,2026-05-01,141,2,77.0,642.2293554528967,target_rebalance,"future_winner,unassigned",0.0647199474577861,0.06431205002841567,0.021088630793088002,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,37.0,30633.03936767578,1,ready,,,0.0,,0.5896714456249691,0.0,0.3333333333333333,simulated_broker_replay,blocked_by_safety_audit,green,0.09366570936388402,0.11708467823007303,0.023418968866189008,0.03,none,0.0,
2026-06-23,current_broker_ledger_mark_to_market,concentrated,cash,CASH,0.0,1.0,89346.55811572325,0.0611500836788997,1.0,0.0,0.0,,,,0,0.0,0.0,,,0.0,0.11708467823007303,,RESERVE_CASH,RESERVE_CASH,Combined cash is below target under macro gate `none`.,0.0,0.0,0,,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,blocked_by_safety_audit,green,0.09366570936388402,0.11708467823007303,0.023418968866189008,0.03,none,0.0,below_combined_cash_target
2026-06-23,current_broker_ledger_mark_to_market,main,equity,SNDK,61.0,1963.5999755859373,119779.5985107422,0.1588895874612862,768.0426355580814,72928.99774169922,1582.1990454101565,2026-03-02,2026-05-01,113,2,61.0,768.0426355580814,target_rebalance,"future_winner,unassigned",0.12,0.22884272287461868,-0.03888958746128621,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-14.0,-27490.399658203125,1,ready,,,0.0,,0.6226480541586614,0.0,0.3333333333333333,simulated_broker_replay,blocked_by_safety_audit,green,0.09366570936388402,0.11708467823007303,0.023418968866189008,0.03,none,0.0,
2026-06-23,current_broker_ledger_mark_to_market,main,equity,WDC,154.0,670.75,103295.5,0.1370231624222331,337.61306234422875,51303.08839898877,31123.88009645648,2026-02-02,2026-05-01,141,2,154.0,369.5811840899579,target_rebalance,future_winner,0.1103253733944398,0.14701018509834923,-0.02669778902779331,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-30.0,-20122.5,1,ready,,,0.0,,0.5689668844834279,0.0,0.3333333333333333,simulated_broker_replay,blocked_by_safety_audit,green,0.09366570936388402,0.11708467823007303,0.023418968866189008,0.03,none,0.0,
2026-06-23,current_broker_ledger_mark_to_market,main,equity,MRVL,311.0,279.0400085449219,86781.4426574707,0.1151169965050783,164.9499969482422,35481.99360656738,-6077.34198682785,2026-05-01,2026-05-01,53,1,311.0,164.9499969482422,target_rebalance,future_winner,0.0852048206357115,0.028999216514291243,-0.0299121758693668,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-80.0,-22323.20068359375,1,ready,,,0.0,,0.6258659804522495,0.0,0.2416666666666667,simulated_broker_replay,blocked_by_safety_audit,green,0.09366570936388402,0.11708467823007303,0.023418968866189008,0.03,none,0.0,
2026-06-23,current_broker_ledger_mark_to_market,main,equity,STM,1151.0,72.43000030517578,83366.93035125732,0.1105875903419154,55.68721008300781,19270.95154571533,235.70702055454248,2026-05-01,2026-05-01,53,1,1151.0,55.68721008300781,target_rebalance,early_scout,0.1062845042579036,0.03617362642269611,-0.004303086084011795,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-44.0,-3186.9200134277344,1,ready,,,0.0,,0.5555568791833144,0.0,0.325,simulated_broker_replay,blocked_by_safety_audit,green,0.09366570936388402,0.11708467823007303,0.023418968866189008,0.03,none,0.0,
