signal_date,effective_next_trading_day,portfolio,crisis_state,prior_cash_weight,target_cash_weight,policy_cash_floor,equity_drawdown,equity_drawdown_cash_floor,base_cash_floor,turnover_from_cash_action,estimated_cost_usd,cash_action
2019-07-23,2019-07-24,main,WATCH,0.0732634936905557,0.15,0.15,-0.005632746902136998,0.0,0.0714860866025244,0.0767365063094443,19.615504623764522,RAISE_CASH
2019-07-25,2019-07-26,main,GREEN,0.15,0.0706097423932331,0.03,0.0,0.0,0.0706097423932331,0.07939025760676689,20.52045755692982,RELEASE_CASH
2019-08-02,2019-08-05,main,WATCH,0.0706097423932331,0.15,0.15,-0.031868904352669536,0.0,0.0889036009346174,0.07939025760676689,20.00975219687618,RAISE_CASH
2019-09-03,2019-09-04,main,GREEN,0.15,0.2458103295340618,0.03,-0.011312220890743685,0.0,0.2458103295340618,0.0958103295340618,24.6610650918033,RAISE_CASH
2019-10-01,2019-10-02,main,WATCH,0.2458103295340618,0.15,0.15,-0.05447117210700925,0.0,0.13687074293634,0.0958103295340618,23.810158809616752,RELEASE_CASH
2019-12-02,2019-12-03,main,GREEN,0.15,0.04999999999999999,0.03,-0.04721767541423916,0.0,0.0309364454263388,0.1,25.367071323714562,RELEASE_CASH
2020-02-03,2020-02-04,main,WATCH,0.04999999999999999,0.0900524479655235,0.03,-0.026168923542186473,0.0,0.0900524479655235,0.04005244796552351,11.369685867185432,RAISE_CASH
2020-02-04,2020-02-05,main,WATCH,0.0900524479655235,0.15,0.15,0.0,0.0,0.0871869063171682,0.05994755203447649,17.574849755131957,RAISE_CASH
2020-02-06,2020-02-07,main,GREEN,0.15,0.0892436279968621,0.03,-0.021607584722815654,0.0,0.0892436279968621,0.060756372003137896,17.427098164190163,RELEASE_CASH
2020-02-25,2020-02-26,main,WATCH,0.0892436279968621,0.35,0.03,-0.10016342871047945,0.35,0.0913220006954349,0.2607563720031379,73.0958892877805,RAISE_CASH
2020-03-02,2020-03-03,main,DEFENSE_REVIEW,0.35,0.4390626228347371,0.35,-0.09730629355335818,0.0,0.4390626228347371,0.08906262283473715,25.045533066340553,RAISE_CASH
2020-03-09,2020-03-10,main,DEFENSE_REVIEW,0.4390626228347371,0.55,0.35,-0.16536299065634785,0.55,0.4743483123273326,0.11093737716526292,28.844958365415554,RAISE_CASH
2020-03-10,2020-03-11,main,DEFENSE_REVIEW,0.55,0.4602622999395266,0.35,-0.14373325722720376,0.35,0.4602622999395266,0.08973770006047344,23.937478175033725,RELEASE_CASH
2020-03-11,2020-03-12,main,CRISIS_DEFENSE,0.4602622999395266,0.55,0.35,-0.17020337307239064,0.55,0.4748378962956701,0.08973770006047344,23.197489350659986,RAISE_CASH
2020-03-12,2020-03-13,main,CRISIS_DEFENSE,0.55,0.75,0.55,-0.21249119951948037,0.75,0.5047306267656481,0.19999999999999996,49.0659029832781,RAISE_CASH
2020-03-25,2020-03-26,main,CRISIS_DEFENSE,0.75,0.65,0.55,-0.19963569540247916,0.55,0.4929604628517775,0.09999999999999998,24.933433948102415,RELEASE_CASH
2020-03-26,2020-03-27,main,CRISIS_DEFENSE,0.65,0.55,0.55,-0.184344999022093,0.55,0.4795121510735723,0.09999999999999998,25.409778990017507,RELEASE_CASH
2020-04-01,2020-04-02,main,CRISIS_DEFENSE,0.55,0.7856856117659258,0.55,-0.21333283621610366,0.75,0.7856856117659258,0.23568561176592573,57.758841980723204,RAISE_CASH
2020-04-14,2020-04-15,main,DEFENSE_REVIEW,0.7856856117659258,0.75346965529283,0.35,-0.18173912176280194,0.55,0.75346965529283,0.03221595647309572,8.212156210242366,RELEASE_CASH
2020-05-01,2020-05-04,main,DEFENSE_REVIEW,0.75346965529283,0.6534696552928301,0.35,-0.17002973840165636,0.55,0.3218787473853521,0.09999999999999998,25.85573666588989,RELEASE_CASH
2020-05-04,2020-05-05,main,DEFENSE_REVIEW,0.6534696552928301,0.5534696552928301,0.35,-0.16019387034495702,0.55,0.31443114043683,0.09999999999999998,26.16214958948634,RELEASE_CASH
