as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,monster_recommendation,monster_stage,monster_priority_score,monster_reason,risk_state,account_source,approval_status,forward_pe_final,valuation_blueprint_score,fcf_margin,sales_growth_yoy,eps_growth_yoy,market_cap_live,dollar_vol_20d,score,rs_benchmark_3m,rs_benchmark_6m,price_available,price_latest_date,close,ret_1m,ret_3m,ret_6m,spy_excess_3m,qqq_excess_3m,price_to_ma50,price_to_ma200,drawdown_from_63d_high,decision_cadence,new_buy_allowed,full_universe_rerank_today,crisis_state
2026-06-05,current_broker_ledger_mark_to_market,concentrated,equity,SNDK,241.0,1559.3199462890625,375796.10705566406,0.3451124172944727,1187.0,89729.10705566406,0.0,,,,0,0.0,0.0,,,EXIT_REVIEW,leader/technical breakdown,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,51.3349,-1.0971846039335775,,,,230919313490.52023,18906107807.38281,5.673844879810178,1.8466843633746568,6.911475108963481,True,2026-06-05,1559.3199462890625,0.10591637320316005,1.957009644348377,7.022018248374584,1.8570895622823074,1.7799374442132427,1.3215933275952394,2.94075688946868,-0.14861045793662986,daily_current_holdings_review,False,False,GREEN
2026-06-05,current_broker_ledger_mark_to_market,concentrated,equity,BE,986.0,263.6099853515625,259919.44555664065,0.2386970659720126,290.5199890136719,-26533.263610839844,0.0,,,,0,0.0,0.0,,,HOLD_REVIEW,no daily breakdown signal,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,,-1.1384592221876435,,0.3886654169505354,2.095853821982949,74982243876.82178,2895702386.2223816,1.0871572511431955,0.839596906991442,1.4612615957260928,True,2026-06-05,263.6099853515625,-0.07657552729065975,0.9499221879651623,1.5718047351371953,0.8500021058990925,0.7728499878300279,1.1124896478352442,1.8283045962267017,-0.14378984938661532,daily_current_holdings_review,True,False,GREEN
2026-06-05,current_broker_ledger_mark_to_market,concentrated,equity,WDC,454.0,511.7200012207031,232320.8805541992,0.2133519192208239,398.7318176455944,51296.63534309936,110653.0975841467,,,,0,0.0,0.0,,,EXIT_REVIEW,leader/technical breakdown,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,25.4104,-0.5061173401341199,,0.0,0.0,176380740496.07455,3487518682.583618,7.048387033353672,0.9767426279151844,2.1834354831756584,True,2026-06-05,511.7200012207031,0.059408953853906654,1.0870679088889048,2.293978622586761,0.9871478268228351,0.9099957087537704,1.2073294087677702,2.1110062836377215,-0.13845344962539152,daily_current_holdings_review,False,False,GREEN
2026-06-05,current_broker_ledger_mark_to_market,concentrated,equity,CIEN,170.0,488.2099914550781,82995.69854736328,0.07621911353776,390.79856716024045,16559.942130122407,76704.33601772763,,,,0,0.0,0.0,,,WARNING_NO_ADD,below MA50; no add until recovered,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,350.0251,-1.6803566401812682,,0.1879353566851933,,69107550840.06134,1383839516.5809631,4.059084509746365,0.5492932021148407,1.414463201647405,True,2026-06-05,488.2099914550781,-0.1535740736605974,0.659618483088561,1.5250063410585075,0.5596984010224912,0.4825462829534266,0.9442607286266678,1.6594027942409195,-0.22135567551024227,daily_current_holdings_review,False,False,GREEN
2026-06-05,current_broker_ledger_mark_to_market,concentrated,equity,LITE,69.0,863.6599731445312,59592.538146972656,0.0547268172992768,435.778128783527,29523.847260909293,288580.44151220785,,,,0,0.0,0.0,,,WARNING_NO_ADD,below MA50; no add until recovered,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,279.4739,-1.927429025907984,,0.0,0.0,67192745910.64453,5915458331.28479,5.63384469755531,0.4362329336397643,1.7400078600853748,True,2026-06-05,863.6599731445312,-0.08537727543848894,0.5465582146134846,1.8505509994964773,0.4466381325474149,0.3694860144783503,0.9776763990788778,1.8052311024580112,-0.17988016107268034,daily_current_holdings_review,False,False,GREEN
2026-06-05,current_broker_ledger_mark_to_market,main,equity,SNDK,66.0,1559.3199462890625,102915.11645507812,0.1362443804866033,765.3624369303385,52401.19561767578,1582.1990454101565,,,,0,0.0,0.0,,,EXIT_REVIEW,leader/technical breakdown,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,51.3349,-1.0971846039335775,,,,230919313490.52023,18906107807.38281,5.673844879810178,1.8466843633746568,6.911475108963481,True,2026-06-05,1559.3199462890625,0.10591637320316005,1.957009644348377,7.022018248374584,1.8570895622823074,1.7799374442132427,1.3215933275952394,2.94075688946868,-0.14861045793662986,daily_current_holdings_review,False,False,GREEN
2026-06-05,current_broker_ledger_mark_to_market,main,equity,STM,1386.0,70.72000122070312,98017.92169189452,0.1297612195126426,55.75,20748.42169189453,212.2391270494464,,,,0,0.0,0.0,,,EXIT_REVIEW,leader/technical breakdown,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,376.3803608143713,-1.2723899201208315,,-0.0753075777760363,,62855520256.0,847953377.5508499,3.8667754070380456,1.1512056444652554,1.646669757251551,True,2026-06-05,70.72000122070312,0.22036238636135486,1.2615309254389757,1.7572128966626535,1.161610843372906,1.0844587253038414,1.3293133380566962,2.06585948860334,-0.11278381592053943,daily_current_holdings_review,False,False,GREEN
2026-06-05,current_broker_ledger_mark_to_market,main,equity,WDC,183.0,511.7200012207031,93644.76022338869,0.1239718010523862,334.9209810433282,32354.22069245961,37240.52230802865,,,,0,0.0,0.0,,,EXIT_REVIEW,leader/technical breakdown,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,25.4104,-0.5061173401341199,,0.0,0.0,176380740496.07455,3487518682.583618,7.048387033353672,0.9767426279151844,2.1834354831756584,True,2026-06-05,511.7200012207031,0.059408953853906654,1.0870679088889048,2.293978622586761,0.9871478268228351,0.9099957087537704,1.2073294087677702,2.1110062836377215,-0.13845344962539152,daily_current_holdings_review,False,False,GREEN
2026-06-05,current_broker_ledger_mark_to_market,main,equity,MRVL,315.0,263.4700012207031,82993.05038452148,0.1098705139129699,164.9499969482422,31033.801345825195,-6056.643403606415,,,,0,0.0,0.0,,,EXIT_REVIEW,leader/technical breakdown,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,54.7711,-0.9518942352457234,,0.4208728521145077,-4.083649025385388,230483557067.8711,10657654273.469086,6.215351054863632,1.8326454853602023,1.5221071446961585,True,2026-06-05,263.4700012207031,0.5304676768047429,1.9429707663339228,1.6326502841072608,1.8430506842678531,1.7658985661987885,1.5935512592944698,2.5475810935864427,-0.1673671670856488,daily_current_holdings_review,False,False,GREEN
2026-06-05,current_broker_ledger_mark_to_market,main,equity,CIEN,101.0,488.2099914550781,49309.20913696289,0.0652780940502776,365.7847423773182,12364.950156853753,28075.982447649883,,,,0,0.0,0.0,,,WARNING_NO_ADD,below MA50; no add until recovered,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,350.0251,-1.6803566401812682,,0.1879353566851933,,69107550840.06134,1383839516.5809631,4.059084509746365,0.5492932021148407,1.414463201647405,True,2026-06-05,488.2099914550781,-0.1535740736605974,0.659618483088561,1.5250063410585075,0.5596984010224912,0.4825462829534266,0.9442607286266678,1.6594027942409195,-0.22135567551024227,daily_current_holdings_review,False,False,GREEN
