ticker,onset_date,peak_date,hold_3m_return,hold_6m_return,hold_12m_return,hold_18m_return,max_return_6m,max_return_12m,max_return_18m,max_dd_3m,max_dd_6m,max_dd_12m,first_2x_date,first_2x_days,first_3x_date,first_3x_days,first_5x_date,first_5x_days,trail20_after_50pct_return,trail20_after_50pct_date,trail20_after_50pct_days,ma50_5d_after_50pct_return,ma50_5d_after_50pct_date,ma50_5d_after_50pct_days,ma200_after_50pct_return,ma200_after_50pct_date,ma200_after_50pct_days
PWR,2020-06-17,2021-05-10,0.35141846501214213,0.7830000483167947,1.2476077977949087,1.896033072101853,0.8823991044625967,1.5944846825343517,2.1495906813471675,-0.08361740654707961,-0.08361740654707961,-0.13369779635800572,2021-01-19,148,2021-09-15,314.0,,,1.507672796285381,2022-01-25,405.0,1.4376809089430815,2021-06-08,245.0,1.6394383504983625,2022-01-19,401.0
MU,2025-03-14,2026-03-17,0.1484323431340251,0.5688472567828267,3.5957245003519205,,0.5688472567828267,3.5957245003519205,6.436970371820103,-0.37150359115427145,-0.37150359115427145,-0.37150359115427145,2025-10-16,149,2026-01-02,202.0,2026-04-27,280.0,1.0036545939907295,2025-11-20,174.0,2.204586150014162,2026-03-30,261.0,,,
TSLA,2019-09-11,2020-08-31,0.4117361685287244,1.2685147030064825,6.513961873019442,13.037434129028082,2.712747738709293,9.08336749926564,16.869081859412503,-0.09668150284406063,-0.38899304163468074,-0.606265385382069,2020-01-13,85,2020-02-03,99.0,2020-07-06,205.0,1.7478753344276465,2020-02-27,116.0,1.2121408568086385,2020-03-13,127.0,0.4618373000742986,2020-03-18,130.0
APH,2025-04-09,2026-01-27,0.4949350834806818,0.9137007930693795,1.21061326751318,,0.9137007930693795,1.5248812021311053,1.5248812021311053,-0.03913572736338966,-0.03913572736338966,-0.2818917334659571,2025-10-23,136,,,,,0.974343143276093,2026-02-04,206.0,0.9684202582728942,2025-12-18,175.0,0.8737027435254725,2026-03-26,241.0
NEM,2025-03-13,2026-01-28,0.23070742958984347,0.7499631983125485,1.4451767441777785,,0.7587961112022983,1.922129322357133,1.922129322357133,-0.13029498256548877,-0.13029498256548877,-0.19985753496478942,2025-10-15,149,,,,,1.2013024792274685,2026-03-19,255.0,0.8223907815222431,2025-11-06,165.0,,,
APP,2023-04-17,2024-04-11,0.7325580906716644,1.3800489000294855,3.339045340501416,7.864749372757785,1.6933903250033326,3.7882495185520586,7.9963279453653175,-0.15878908099548394,-0.15878908099548394,-0.17859570768964472,2023-08-10,80,2024-02-15,210.0,2024-05-09,268.0,3.205630390390138,2024-08-02,326.0,1.3586291649711808,2023-10-19,129.0,12.425336173111614,2025-04-04,494.0
APP,2024-10-10,2025-09-30,1.179508427626205,0.6298675317106595,3.073667800435598,2.217964706727626,2.5220244254408395,3.9609223708560073,4.064899158617455,-0.2202490477603518,-0.5699723736744688,-0.5699723736744688,2024-11-08,21,2025-02-13,85.0,2025-12-09,291.0,1.2166528975160116,2024-12-10,42.0,1.2592517209331335,2025-03-04,97.0,0.5145678035328669,2025-04-04,120.0
FIX,2023-11-08,2024-11-08,0.3010512422921996,0.8683939956812616,1.5061973853877282,1.5408828505835452,0.8798276330228383,1.5061973853877282,1.9869881477951608,-0.07359948500073021,-0.1010201561345212,-0.1578794016695323,2024-09-19,216,2025-07-18,422.0,2025-10-24,491.0,1.194304804128624,2025-01-27,303.0,0.5923614966137449,2024-07-02,161.0,1.0742867906734213,2025-02-20,320.0
TPR,2020-09-14,2021-05-07,0.6740866629765034,1.557648172226072,1.3001143258537704,1.0441253800305819,1.6444058126620549,1.8036525448099634,1.8036525448099634,-0.1436465459755757,-0.1436465459755757,-0.2302524826606498,2021-01-12,83,,,,,1.2294520255918875,2021-07-16,211.0,1.4726018975051605,2021-05-25,175.0,1.2616360325035902,2021-09-08,248.0
TPR,2024-09-25,2025-09-23,0.43541237913838615,0.5513759445808848,1.4817467844232275,2.1613416494823685,0.9615981042448272,1.5859507606514232,2.5859055511841675,-0.09178124706264645,-0.21520584342656768,-0.3177660762936725,2025-07-03,192,2026-01-09,323.0,,,0.5613134811640181,2025-03-10,112.0,0.5394507297568627,2025-03-13,115.0,,,
