rebalance_date,net_return,drawdown,regime_state
2020-02-28,-0.10519865489116398,-0.1609205381642782,
2025-10-31,-0.10155013683036306,-0.10155013683036318,
2022-11-30,-0.08963927060928864,-0.24081776979074176,
2021-12-31,-0.08284676428114242,-0.09644292396632981,
2024-03-28,-0.07961205462748387,-0.07961205462748377,
2023-03-31,-0.07184697458640964,-0.23224599077920927,
2021-08-31,-0.06783746026530034,-0.06783746026530024,
2022-03-31,-0.05118137594790658,-0.09220443728055838,
2023-08-31,-0.04704510806905823,-0.0784992165463515,
2025-06-30,-0.04625524160587249,-0.08343277353485046,
