as_of_date,portfolio_kind,row_type,ticker,current_weight,target_portfolio_weight,target_combined_weight,delta_portfolio_weight,preview_action,review_action,review_reason,review_quantity_delta,review_trade_value_delta_usd,review_order_count,review_order_status,cash_policy_flag,macro_recommended_cash_floor,macro_cash_raise_gate,macro_cash_raise_confirmation_count
2026-06-17,concentrated,equity,SNDK,0.372631194803808,0.285,0.22143331338041208,-0.08763119480380804,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-55.0,-107734.00268554688,1,ready,,0.05,reentry_holdback_only,0.0
2026-06-17,concentrated,equity,BE,0.2221884396477471,0.285,0.17520299583889362,0.06281156035225288,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,271.0,77232.28735351562,1,ready,,0.05,reentry_holdback_only,0.0
2026-06-17,concentrated,equity,WDC,0.2171019867935709,0.1657293296031289,0.1442995411719276,-0.05137265719044201,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-88.0,-62667.4404296875,1,ready,,0.05,reentry_holdback_only,0.0
2026-06-17,concentrated,equity,CIEN,0.0788187063291059,0.1219596413582428,0.11073054864341095,0.043140935029136906,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,121.0,52843.12014770508,1,ready,,0.05,reentry_holdback_only,0.0
2026-06-17,concentrated,equity,LITE,0.0459722607231755,0.0638110290386281,0.0633414516021788,0.017838768315452606,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,25.0,21749.49951171875,1,ready,,0.05,reentry_holdback_only,0.0
2026-06-17,concentrated,cash,CASH,0.0632874117025924,0.0,0.1223515190333061,,RESERVE_CASH,RESERVE_CASH,Combined cash is below target under macro gate `reentry_holdback_only`.,0.0,0.0,0,,below_combined_cash_target,0.05,reentry_holdback_only,0.0
2026-06-17,main,equity,SNDK,0.155004470608665,0.12,0.22143331338041208,-0.03500447060866502,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-13.0,-25464.400634765625,1,ready,,0.05,reentry_holdback_only,0.0
2026-06-17,main,equity,WDC,0.1431908495940288,0.1101040441087198,0.1442995411719276,-0.03308680548530901,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-35.0,-24924.55017089844,1,ready,,0.05,reentry_holdback_only,0.0
2026-06-17,main,equity,MRVL,0.1179403776190876,0.0850553340548542,0.03276779251629866,-0.0328850435642334,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-87.0,-25189.980743408203,1,ready,,0.05,reentry_holdback_only,0.0
2026-06-17,main,equity,STM,0.1101075167774178,0.1056930257439846,0.040718517850569125,-0.004414491033433193,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-46.0,-3374.560028076172,1,ready,,0.05,reentry_holdback_only,0.0
2026-06-17,main,equity,CIEN,0.0594862599477888,0.0928122939585701,0.11073054864341095,0.033326034010781304,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,58.0,25329.76007080078,1,ready,,0.05,reentry_holdback_only,0.0
2026-06-17,main,equity,ON,0.0489262141904682,0.0563899553650616,0.02172437952232376,0.007463741174593398,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,50.0,5645.999908447266,1,ready,,0.05,reentry_holdback_only,0.0
2026-06-17,main,equity,MU,0.0473648011357053,0.0317598012649269,0.012235547479442421,-0.015604999870778402,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-11.0,-11475.08935546875,1,ready,,0.05,reentry_holdback_only,0.0
2026-06-17,main,equity,LITE,0.0451433239324152,0.0625921472448072,0.0633414516021788,0.017448823312392003,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,15.0,13049.69970703125,1,ready,,0.05,reentry_holdback_only,0.0
2026-06-17,main,equity,PWR,0.0398756380498377,0.0530271592520471,0.02042885342122339,0.013151521202209401,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,14.0,10007.899658203123,1,ready,,0.05,reentry_holdback_only,0.0
2026-06-17,main,equity,FIX,0.0325778978327558,0.0399811781173604,0.01540285466707984,0.007403280284604595,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,2.0,3863.5400390625,1,ready,,0.05,reentry_holdback_only,0.0
2026-06-17,main,equity,COHR,0.02260733726175,0.0253026372932251,0.00974790797253053,0.0026953000314751015,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,5.0,1894.250030517578,1,ready,,0.05,reentry_holdback_only,0.0
2026-06-17,main,equity,TER,0.0132501298375256,0.0136798010342207,0.005270179547640131,0.00042967119669509897,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.05,reentry_holdback_only,0.0
2026-06-17,main,equity,KEYS,0.0090989244635455,0.0112772680365715,0.0043445973527626415,0.002178343573025999,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,4.0,1402.800048828125,1,ready,,0.05,reentry_holdback_only,0.0
2026-06-17,main,cash,CASH,0.1554262587490077,0.0,0.1223515190333061,,RESERVE_CASH,RESERVE_CASH,Combined cash is below target under macro gate `reentry_holdback_only`.,0.0,0.0,0,,below_combined_cash_target,0.05,reentry_holdback_only,0.0
