as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,monster_recommendation,monster_stage,monster_priority_score,monster_reason,risk_state,account_source,approval_status
2026-06-17,current_broker_ledger_mark_to_market,main,equity,SNDK,61.0,1958.800048828125,119486.80297851562,0.155004470608665,768.0426355580814,72636.20220947266,1582.1990454101565,2026-03-02,2026-05-01,107,2,61.0,768.0426355580814,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,blocked_by_safety_audit
2026-06-17,current_broker_ledger_mark_to_market,main,equity,WDC,155.0,712.1300048828125,110380.15075683594,0.1431908495940288,337.1980602539812,58114.451417468845,31445.09167121524,2026-02-02,2026-05-01,135,2,155.0,368.93892054403983,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,blocked_by_safety_audit
2026-06-17,current_broker_ledger_mark_to_market,main,equity,MRVL,314.0,289.5400085449219,90915.56268310548,0.1179403776190876,164.9499969482422,39121.26364135742,-1578.127056159973,2026-05-01,2026-05-01,47,1,314.0,164.9499969482422,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,blocked_by_safety_audit
2026-06-17,current_broker_ledger_mark_to_market,main,equity,STM,1157.0,73.36000061035156,84877.52070617676,0.1101075167774178,55.75,20374.77070617676,0.0,2026-05-01,2026-05-01,47,1,1157.0,55.75,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,blocked_by_safety_audit
2026-06-17,current_broker_ledger_mark_to_market,main,equity,CIEN,105.0,436.7200012207031,45855.60012817383,0.0594862599477888,384.76830967147407,5454.927612669053,23171.32769834321,2026-03-02,2026-05-01,107,2,105.0,409.0625723702567,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,recovery,simulated_broker_replay,blocked_by_safety_audit
2026-06-17,current_broker_ledger_mark_to_market,main,equity,ON,334.0,112.91999816894533,37715.27938842773,0.0489262141904682,103.02999877929688,3303.259796142578,447.8192122077946,2026-05-01,2026-05-01,47,1,334.0,103.02999877929688,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,recovery,simulated_broker_replay,blocked_by_safety_audit
2026-06-17,current_broker_ledger_mark_to_market,main,equity,MU,35.0,1043.18994140625,36511.64794921875,0.0473648011357053,465.2173153525905,20229.041911878085,20497.10765576413,2026-01-02,2026-05-01,166,2,35.0,470.8915361676897,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,blocked_by_safety_audit
2026-06-17,current_broker_ledger_mark_to_market,main,equity,LITE,40.0,869.97998046875,34799.19921875,0.0451433239324152,323.4482826692533,21861.26791197987,62376.83660982874,2026-02-02,2026-05-01,135,2,40.0,476.0710113525391,target_rebalance,"future_winner,unassigned",BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,recovery,simulated_broker_replay,blocked_by_safety_audit
2026-06-17,current_broker_ledger_mark_to_market,main,equity,PWR,43.0,714.8499755859375,30738.548950195312,0.0398756380498377,742.2100219726562,-1176.4819946289062,964.231637802124,2026-05-01,2026-05-01,47,1,43.0,742.2100219726562,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,recovery,simulated_broker_replay,blocked_by_safety_audit
2026-06-17,current_broker_ledger_mark_to_market,main,equity,FIX,13.0,1931.77001953125,25113.01025390625,0.0325778978327558,1866.2886962890625,851.2572021484375,0.0,2026-05-01,2026-05-01,47,1,13.0,1866.2886962890625,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,recovery,simulated_broker_replay,blocked_by_safety_audit
