portfolio_kind,ticker,current_weight,target_weight,cleanup_action,cleanup_reason,projected_weight_after_cleanup_review
concentrated,SNDK,0.3879686694435681,0.2050539111865934,TRIM_REVIEW,current weight materially above target,0.2050539111865934
concentrated,BE,0.2401821793577515,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
concentrated,WDC,0.2065135973814207,0.3362665554285238,INCREASE_TO_MEANINGFUL_WEIGHT_REVIEW,target is meaningful and current is under target,0.3362665554285238
concentrated,CIEN,0.069950912890999,0.0,FULL_EXIT_REVIEW,concentrated position below minimum meaningful weight,0.0
concentrated,LITE,0.0403197233046371,0.0,FULL_EXIT_REVIEW,concentrated position below minimum meaningful weight,0.0
concentrated,CASH,0.0550649176216233,0.0,CASH_NO_ACTION,cash row,0.0550649176216233
main,SNDK,0.1699482160027756,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,WDC,0.1429307569059278,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,MRVL,0.1173276414235075,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,STM,0.1119417618375078,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,CIEN,0.0559039890859339,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,ON,0.0529850156754954,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,MU,0.0499888682398648,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,LITE,0.0406091966041154,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,PWR,0.037036744201745,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,FIX,0.0298844100703397,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,COHR,0.023635554032128,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,TER,0.0131604531345221,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,KEYS,0.0092083169897468,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,CASH,0.1454390757963896,0.0499999999999999,CASH_NO_ACTION,cash row,0.1454390757963896
main,AMAT,0.0,0.0428602992605201,NEW_POSITION_REVIEW,target-only position from production target,0.0428602992605201
main,AMD,0.0,0.0428602992605201,NEW_POSITION_REVIEW,target-only position from production target,0.0428602992605201
main,AMKR,0.0,0.0347340477184667,NEW_POSITION_REVIEW,target-only position from production target,0.0347340477184667
main,ARW,0.0,0.0347340477184667,NEW_POSITION_REVIEW,target-only position from production target,0.0347340477184667
main,CAT,0.0,0.1341372973006989,NEW_POSITION_REVIEW,target-only position from production target,0.1341372973006989
main,COHU,0.0,0.0347340477184667,NEW_POSITION_REVIEW,target-only position from production target,0.0347340477184667
main,ENTG,0.0,0.0347340477184667,NEW_POSITION_REVIEW,target-only position from production target,0.0347340477184667
main,ESI,0.0,0.0399999999999999,NEW_POSITION_REVIEW,target-only position from production target,0.0399999999999999
main,GEV,0.0,0.1139165817800177,NEW_POSITION_REVIEW,target-only position from production target,0.1139165817800177
main,KLAC,0.0,0.0347340477184667,NEW_POSITION_REVIEW,target-only position from production target,0.0347340477184667
main,LRCX,0.0,0.040609162886626,NEW_POSITION_REVIEW,target-only position from production target,0.040609162886626
main,NVT,0.0,0.0357165413277981,NEW_POSITION_REVIEW,target-only position from production target,0.0357165413277981
main,NXPI,0.0,0.0699999999999999,NEW_POSITION_REVIEW,target-only position from production target,0.0699999999999999
main,R,0.0,0.0357555141017249,NEW_POSITION_REVIEW,target-only position from production target,0.0357555141017249
main,ROST,0.0,0.0699999999999999,NEW_POSITION_REVIEW,target-only position from production target,0.0699999999999999
main,TKR,0.0,0.0357555141017249,NEW_POSITION_REVIEW,target-only position from production target,0.0357555141017249
main,UMC,0.0,0.0699999999999999,NEW_POSITION_REVIEW,target-only position from production target,0.0699999999999999
main,VRT,0.0,0.0447185513880352,NEW_POSITION_REVIEW,target-only position from production target,0.0447185513880352
concentrated,AMD,0.0,0.4586795333848827,NEW_POSITION_REVIEW,target-only position from production target,0.4586795333848827
