label,horizon,action,n,avg_return,median_return,hit_rate,worst_return,best_return
AMBIGUOUS,1m,add25,332,0.020127798547868603,0.010552463607451101,0.5240963855421686,-0.26597312598708067,0.7587235714869702
AMBIGUOUS,1m,exit_to_cash,332,0.0,0.0,0.0,0.0,0.0
AMBIGUOUS,1m,hold,332,0.016102238838294883,0.008441970885960881,0.5240963855421686,-0.21277850078966454,0.6069788571895762
AMBIGUOUS,1m,label_oracle,332,0.008051119419147441,0.0042209854429804405,0.5240963855421686,-0.10638925039483227,0.3034894285947881
AMBIGUOUS,1m,trim50,332,0.008051119419147441,0.0042209854429804405,0.5240963855421686,-0.10638925039483227,0.3034894285947881
AMBIGUOUS,3m,add25,332,0.07546888417489164,0.07637226313619308,0.6807228915662651,-0.28763554630635096,1.0247932724854683
AMBIGUOUS,3m,exit_to_cash,332,0.0,0.0,0.0,0.0,0.0
AMBIGUOUS,3m,hold,332,0.06037510733991331,0.061097810508954464,0.6807228915662651,-0.23010843704508077,0.8198346179883746
AMBIGUOUS,3m,label_oracle,332,0.030187553669956655,0.030548905254477232,0.6807228915662651,-0.11505421852254039,0.4099173089941873
AMBIGUOUS,3m,trim50,332,0.030187553669956655,0.030548905254477232,0.6807228915662651,-0.11505421852254039,0.4099173089941873
AMBIGUOUS,6m,add25,332,0.11068918615468332,0.12303669388602875,0.8524096385542169,-0.12402527253186149,0.2686662598743156
AMBIGUOUS,6m,exit_to_cash,332,0.0,0.0,0.0,0.0,0.0
AMBIGUOUS,6m,hold,332,0.08855134892374666,0.098429355108823,0.8524096385542169,-0.09922021802548919,0.21493300789945247
AMBIGUOUS,6m,label_oracle,332,0.04427567446187333,0.0492146775544115,0.8524096385542169,-0.049610109012744597,0.10746650394972623
AMBIGUOUS,6m,trim50,332,0.04427567446187333,0.0492146775544115,0.8524096385542169,-0.049610109012744597,0.10746650394972623
DISTRIBUTION,1m,add25,443,0.03109905077354628,0.028200318611351638,0.6230248306997742,-0.38740005114245496,0.5268171937584876
DISTRIBUTION,1m,exit_to_cash,443,0.0,0.0,0.0,0.0,0.0
DISTRIBUTION,1m,hold,443,0.02487924061883702,0.02256025488908131,0.6230248306997742,-0.30992004091396397,0.42145375500679005
DISTRIBUTION,1m,label_oracle,443,0.0,0.0,0.0,0.0,0.0
DISTRIBUTION,1m,trim50,443,0.01243962030941851,0.011280127444540655,0.6230248306997742,-0.15496002045698198,0.21072687750339503
DISTRIBUTION,3m,add25,443,0.011211840171706651,0.0086628657603402,0.5237020316027088,-0.7517300462378845,0.9476259291277389
DISTRIBUTION,3m,exit_to_cash,443,0.0,0.0,0.0,0.0,0.0
DISTRIBUTION,3m,hold,443,0.008969472137365321,0.006930292608272159,0.5237020316027088,-0.6013840369903076,0.7581007433021911
DISTRIBUTION,3m,label_oracle,443,0.0,0.0,0.0,0.0,0.0
DISTRIBUTION,3m,trim50,443,0.004484736068682661,0.0034651463041360797,0.5237020316027088,-0.3006920184951538,0.37905037165109556
DISTRIBUTION,6m,add25,443,0.004782203149688442,-0.016059784393454152,0.4604966139954853,-0.7343631837278636,2.634968302611829
DISTRIBUTION,6m,exit_to_cash,443,0.0,0.0,0.0,0.0,0.0
DISTRIBUTION,6m,hold,443,0.0038257625197507536,-0.012847827514763321,0.4604966139954853,-0.5874905469822909,2.1079746420894634
DISTRIBUTION,6m,label_oracle,443,0.0,0.0,0.0,0.0,0.0
DISTRIBUTION,6m,trim50,443,0.0019128812598753768,-0.006423913757381661,0.4604966139954853,-0.29374527349114543,1.0539873210447317
SHAKEOUT,1m,add25,425,0.09430175209366597,0.07716333831786326,0.7435294117647059,-0.38217888071839207,0.9213957421645083
SHAKEOUT,1m,exit_to_cash,425,0.0,0.0,0.0,0.0,0.0
SHAKEOUT,1m,hold,425,0.07544140167493277,0.06173067065429061,0.7435294117647059,-0.30574310457471365,0.7371165937316067
SHAKEOUT,1m,label_oracle,425,0.09430175209366597,0.07716333831786326,0.7435294117647059,-0.38217888071839207,0.9213957421645083
SHAKEOUT,1m,trim50,425,0.037720700837466384,0.030865335327145305,0.7435294117647059,-0.15287155228735683,0.3685582968658033
SHAKEOUT,3m,add25,425,0.27308512528558343,0.23730641490046916,0.9152941176470588,-0.280208322736952,2.0546877569967457
SHAKEOUT,3m,exit_to_cash,425,0.0,0.0,0.0,0.0,0.0
SHAKEOUT,3m,hold,425,0.2184681002284668,0.18984513192037533,0.9152941176470588,-0.2241666581895616,1.6437502055973967
