ticker,name,sector,weight,score,stale_winner_score,mom_3m,mom_6m,mom_12m,rs_benchmark_3m,rs_benchmark_6m,relative_strength_composite,portfolio_sleeve_label,diagnosis,policy_probe,production_activation_allowed
PLTR,PALANTIR TECHNOLOGIES INC CLASS A,Information Technology,0.08311323102774754,6.897396060294389,0.974906,-0.025159448391089634,-0.23565443939620023,0.15942025969079432,-0.09130214028268557,-0.33554743666168585,-0.9092275603165256,core_compounder,"weak_3m_absolute_momentum,negative_6m_absolute_momentum,under_benchmark_3m,under_benchmark_6m,high_weight_low_relative_strength,broken_momentum_penalty",trim_or_replace_replay,False
AMZN,AMAZON.COM INC,Consumer Discretionary,0.11945266185271544,5.024226965989361,0.184711,0.28440277686948723,0.0875987207614799,0.37687770996444936,0.2182600849778913,-0.012294276504005719,0.35395706511781766,core_compounder,"under_benchmark_6m,high_weight_low_relative_strength",trim_or_replace_replay,False
