ticker,name,sector,score_rank,score,missed_winner_score,mom_1m,mom_3m,mom_6m,mom_12m,relative_strength_composite,entry_quality_score,future_winner_score,early_scout_score,portfolio_sleeve_label,diagnosis,policy_probe,production_activation_allowed
SNDK,SANDISK CORP,Information Technology,39,4.214357318145726,7.105111,0.524430466699475,1.6807842483235165,5.063220500401381,37.474296633635944,4.62991092671701,0.0,0.9318950549478593,0.9133950375783935,unassigned,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
STX,Seagate Technology,Information Technology,25,4.799289702267992,5.830172,0.5757480159532342,1.0447992817869163,1.9079523672109273,7.559442492708881,4.62991092671701,0.0,0.6132048559816319,0.6734917126661744,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty",fundamental_acceleration_override_replay,False
LITE,LUMENTUM HOLDINGS INC,Information Technology,13,5.335686797115858,5.483883,0.13911017638178058,0.7685206395698552,3.1329806863296668,14.297825699097492,4.62991092671701,0.0,0.8365809375708517,0.7061999735373783,unassigned,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
CIEN,CIENA CORP,Information Technology,37,4.297685418750575,5.145231,0.20264645083232735,0.9322062297541369,1.8964671300051772,6.722103838777843,4.62991092671701,0.0,0.8211774275191106,0.8870656082740476,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
FLEX,FLEX LTD,Information Technology,160,1.7196372227801235,5.131817,0.7838080295799557,1.1728107085415869,1.2300447605765892,2.630197611828972,4.158129272602327,0.0,0.8673317793881521,0.9249463996359013,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
HIMX,Himax Technologies,Information Technology,394,0.19331594248790498,5.043866,1.0637149177110912,1.3680299049587283,1.3476658236295416,1.6170488920604962,4.352049225573676,0.0,0.877741250752033,0.9249463996359013,early_scout,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
BE,Bloom Energy,Industrials,290,0.8285423917010384,5.039359,0.5887813740338022,0.8876261479622334,1.0759558353946783,14.930192342352825,4.006473115632543,0.0,0.7878815295573381,0.7708933213332598,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
AMD,ADVANCED MICRO DEVICES INC,Information Technology,29,4.578150590120749,4.969336,0.8161893012169508,1.0990307307728688,0.9195427825318025,3.359101755235602,3.646209660441972,0.0,0.9318950549478593,0.9249463996359013,core_compounder,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
COHR,COHERENT CORP,Information Technology,40,4.158376222871594,4.114325,0.214594286563762,0.6377370835152958,1.4206201738559883,4.299844287700285,4.472327888236323,0.0,0.5628195266662264,0.5775379979115796,unassigned,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty",fundamental_acceleration_override_replay,False
FIX,COMFORT SYSTEMS USA INC,Industrials,62,3.223836225552445,3.961654,0.23866420897756435,0.588933345479721,1.1131441407838913,3.6495682130733407,4.067784876000784,0.0,0.8479621896038101,0.9249463996359013,core_compounder,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
STM,STMicroelectronics,Semiconductors,137,1.914065646880852,3.868747,0.43675597082437756,0.7372952720887067,1.4774084151448168,1.45129049467281,3.692256481425983,0.0,0.5283517356293629,0.4183727585814331,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,ranking_mismatch",fundamental_acceleration_override_replay,False
