rebalance_date,original_return,gross_defended_return,defense_turnover,cost,net_return,return_delta,risk_exit_count,relative_trim_count
2019-05-31,0.054683386066765406,0.054683386066765406,0.0,0.0,0.054683386066765406,0.0,0,0
2019-06-28,0.027778527805808275,0.027778527805808275,0.0,0.0,0.027778527805808275,0.0,0,0
2019-07-31,0.04358138296878235,0.044768966663604075,0.0705071358124557,0.00017626783953113924,0.044592698824072935,0.001011315855290587,3,0
2019-08-30,-0.011810021542057412,0.00978248968955736,0.23845288301991852,0.0005961322075497963,0.009186357482007563,0.020996379024064975,2,1
2019-09-30,0.02935434764401018,0.033611459788367555,0.345472111152352,0.00086368027788088,0.03274777951048668,0.003393431866476497,5,0
2019-10-31,-0.0152682223797712,-0.007036383099920009,0.14626288086091088,0.0003656572021522772,-0.007402040302072286,0.007866182077698914,2,0
2019-11-29,0.058795379124563674,0.058795379124563674,0.0,0.0,0.058795379124563674,0.0,0,0
2019-12-31,0.014557745904830013,0.01967773392655011,0.1948731889743881,0.00048718297243597025,0.01919055095411414,0.004632805049284126,2,0
2020-01-31,-0.028919134172027364,-0.021273426326677117,0.18412898363354419,0.0004603224590838605,-0.021733748785760978,0.007185385386266386,2,0
2020-02-28,-0.09224851285331374,-0.048541285952168216,0.4487964779904257,0.0011219911949760643,-0.04966327714714428,0.04258523570616946,7,0
2020-03-31,0.07226158239840116,0.07226158239840116,0.0,0.0,0.07226158239840116,0.0,0,0
2020-04-30,0.08114124770024962,0.08121159613770777,0.0171015469990956,4.2753867497739e-05,0.08116884227021004,2.759456996041798e-05,1,0
2020-05-29,0.04230692357825875,0.04299728605335904,0.12492434164409601,0.00031231085411024005,0.042684975199248805,0.0003780516209900553,2,0
2020-06-30,0.0995113787891201,0.0995113787891201,0.0,0.0,0.0995113787891201,0.0,0,0
2020-07-31,0.1325988656064883,0.1325988656064883,0.0,0.0,0.1325988656064883,0.0,0,0
2020-08-31,-0.028381439774254086,-0.020989050995084288,0.3218247856377508,0.000804561964094377,-0.021793612959178664,0.006587826815075422,4,0
2020-09-30,-0.008141209211225672,-0.008141209211225672,0.0,0.0,-0.008141209211225672,0.0,0,0
2020-10-30,0.08349178414574965,0.07916106684269965,0.01307712392616145,3.2692809815403623e-05,0.07912837403288424,-0.00436341011286541,0,1
2020-11-30,0.02493564490247998,0.02493564490247998,0.0967531245858329,0.00024188281146458228,0.024693762091015398,-0.00024188281146458185,2,0
2020-12-31,0.0794289917706867,0.0794289917706867,0.0,0.0,0.0794289917706867,0.0,0,0
2021-01-29,0.03720354710390472,0.045338071927036684,0.1675466370094725,0.00041886659252368127,0.044919205334513004,0.007715658230608283,2,0
2021-02-26,-0.027936353294245025,-0.015812170603791573,0.2720289668499544,0.000680072417124886,-0.01649224302091646,0.011444110273328565,4,0
2021-03-31,0.014792971667446825,0.01739675330291194,0.20512110550181228,0.0005128027637545307,0.016883950539157408,0.0020909788717105825,3,1
2021-04-30,0.010389019742361791,0.011214057064767594,0.2169664124112006,0.0005424160310280016,0.010671641033739592,0.0002826212913778006,2,0
2021-05-28,0.027725625564817193,0.03601399920813538,0.20782746587014006,0.0005195686646753501,0.035494430543460034,0.007768804978642841,2,2
2021-06-30,0.05598521464570697,0.048653156598409186,0.1049835653730925,0.0002624589134327313,0.048390697684976454,-0.0075945169607305185,2,0
2021-07-30,0.08320916527814366,0.08320916527814366,0.0,0.0,0.08320916527814366,0.0,0,0
2021-08-31,-0.047716357232090695,-0.045358858233433164,0.1928469689405835,0.00048211742235145877,-0.04584097565578462,0.0018753815763060747,3,0
2021-09-30,0.06864919580723162,0.06864919580723162,0.0,0.0,0.06864919580723162,0.0,0,0
2021-10-29,0.0547976172062904,0.05407521096314798,0.0421216327185622,0.00010530408179640551,0.05396990688135157,-0.0008277103249388282,1,1
2021-11-30,-0.02075412961280861,-0.01759890332502515,0.2197744034263826,0.0005494360085659565,-0.01814833933359111,0.0026057902792175,2,0
2021-12-31,-0.08568578653077098,-0.04805289616266375,0.6821040588098816,0.001705260147024704,-0.04975815630968845,0.03592763022108253,8,0
2022-01-31,-0.007420941968169563,-0.005062472282218585,0.1061452578841341,0.00026536314471033525,-0.00532783542692892,0.0020931065412406434,1,0
2022-02-28,0.007518760007219021,0.007518760007219021,0.1633978801188838,0.00040849470029720946,0.007110265306921811,-0.0004084947002972097,2,0
2022-03-31,-0.0884780664657613,-0.05266681306270847,0.6259934150984734,0.0015649835377461836,-0.05423179660045466,0.03424626986530664,7,0
2022-04-29,0.0201486536633731,0.018686964650913036,0.16021883931044958,0.00040054709827612396,0.01828641755263691,-0.0018622361107361873,1,1
2022-05-31,-0.1277015160528048,-0.05127411073369974,0.5642104557674829,0.001410526139418707,-0.052684636873118446,0.07501687917968636,6,0
2022-06-30,0.0298798340361658,0.0298798340361658,0.0,0.0,0.0298798340361658,0.0,0,0
2022-07-29,0.03172028974251999,0.03488009032785215,0.1704188958897121,0.00042604723972428023,0.03445404308812787,0.002733753345607881,3,0
2022-08-31,-0.029567114791067578,-0.027955843019672945,0.0851040774929056,0.00021276019373226403,-0.02816860321340521,0.0013985115776623674,2,0
2022-09-30,0.07163960211211508,0.06933616347501198,0.02485436047069935,6.213590117674838e-05,0.06927402757383523,-0.0023655745382798465,0,2
2022-10-31,0.004191242105479543,0.01228892140492577,0.027861861529429,6.96546538235725e-05,0.012219266751102197,0.008028024645622654,1,0
2022-11-30,-0.07366461313895188,-0.05569484014792431,0.726055616013339,0.0018151390400333476,-0.05750997918795765,0.01615463395099423,10,0
2022-12-30,0.07372926168460482,0.07389352633835787,0.1858946385733529,0.0004647365964333822,0.07342878974192449,-0.00030047194268033317,2,0
2023-01-31,0.05031298499821434,0.052105874066896936,0.17814827914908532,0.0004453706978727133,0.051660503369024224,0.0013475183708098817,2,0
2023-02-28,-0.005676481854091753,0.0003710855129138663,0.1640241905992045,0.00041006047649801126,-3.897496358414498e-05,0.005637506890507607,1,1
2023-03-31,-0.07772839801536864,-0.05050192772436,0.4686581534004584,0.001171645383501146,-0.051673573107861144,0.026054824907507497,5,0
