rebalance_date,net_return,drawdown,regime_state
2022-11-30,-0.05750997918795765,-0.09943447653611015,
2023-08-31,-0.05616892211543711,-0.07185487015323588,
2022-03-31,-0.05423179660045466,-0.1160621598374858,
2022-05-31,-0.052684636873118446,-0.14731964497278482,
2023-03-31,-0.051673573107861144,-0.051710534095815164,
2021-12-31,-0.04975815630968845,-0.06700346773795751,
2020-02-28,-0.04966327714714428,-0.07031765674351154,
2021-08-31,-0.04584097565578462,-0.04584097565578449,
2026-02-27,-0.04214943097004091,-0.04214943097004087,
2025-02-28,-0.04063905552425336,-0.0644310844055852,
