rebalance_date,ticker,Name,sector,weight,raw_score,portfolio_sleeve_label,portfolio_sleeve_role,portfolio_selection_path,period_forward_return,weighted_forward_return,target_n,cash_target,regime_state,regime_state_score,policy_id
2019-04-30,HD,HOME DEPOT INC,Consumer Discretionary,0.1273858267305647,5.150272623397575,core_compounder,core_compounder,,-0.0673228585581533,-0.0100457165958354,18,0.0,bull,1,crisis_ladder
2019-04-30,NOW,SERVICENOW INC,Information Technology,0.057018984801233845,5.195568045875387,core_compounder,core_compounder,,-0.040855147987449,-0.0024326961226893,18,0.0,bull,1,crisis_ladder
2019-04-30,AVGO,BROADCOM INC,Information Technology,0.057018984801233845,3.981159831494528,core_compounder,core_compounder,,-0.08,-0.0047635536621953,18,0.0,bull,1,crisis_ladder
2019-04-30,V,VISA INC CLASS A,Financials,0.11095870424636808,4.676724695099304,core_compounder,core_compounder,,-0.0226620753843903,-0.0029071584744586,18,0.0,bull,1,crisis_ladder
2019-04-30,DHR,DANAHER CORP,Health Care,0.04978848452975232,4.429651422944731,core_compounder,core_compounder,,-0.0034676127535114,-0.0001745255367462,18,0.0,bull,1,crisis_ladder
2019-04-30,AMT,AMERICAN TOWER REIT CORP,Real Estate,0.04917152209401403,4.299842376818503,core_compounder,core_compounder,,0.0713519143427456,0.00353505480192,18,0.0,bull,1,crisis_ladder
2019-04-30,CDNS,CADENCE DESIGN SYSTEMS INC,Information Technology,0.045834883804552334,1.2097307617248507,core_compounder,core_compounder,,-0.08,-0.0036233490741434,18,0.0,bull,1,crisis_ladder
2019-04-30,CSX,CSX CORP,Industrials,0.04667861503123937,3.3986795786401074,core_compounder,core_compounder,,-0.0603067388711308,-0.0027962473693244,18,0.0,bull,1,crisis_ladder
2019-04-30,DG,DOLLAR GENERAL CORP,Consumer Staples,0.046273004022938914,3.081119100560812,core_compounder,core_compounder,,0.015082908675104,0.0006915541647916,18,0.0,bull,1,crisis_ladder
2019-04-30,MELI,MercadoLibre,Internet,0.04641247554355459,2.1100444229883246,core_compounder,core_compounder,,0.1636189025296279,0.0075310381705981,18,0.0,bull,1,crisis_ladder
2019-04-30,VICI,VICI PPTYS INC,Real Estate,0.041682314299318485,1.5819583159433752,core_compounder,core_compounder,,-0.0271335811158502,-0.001085343244634,18,0.0,bull,1,crisis_ladder
2019-04-30,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,0.041682314299318485,1.299314016986365,core_compounder,core_compounder,,0.0126717672790499,0.0005068706911619,18,0.0,bull,1,crisis_ladder
2019-04-30,CPRT,COPART INC,Industrials,0.041682314299318485,1.494721000777925,core_compounder,core_compounder,,0.0633269265469711,0.0025330770618788,18,0.0,bull,1,crisis_ladder
2019-04-30,OGE,OGE ENERGY CORP,Utilities,0.041682314299318485,2.756871847724771,core_compounder,core_compounder,,-0.0139416583420451,-0.0005576663336818,18,0.0,bull,1,crisis_ladder
2019-04-30,KEYS,KEYSIGHT TECHNOLOGIES INC,Information Technology,0.041682314299318485,2.016821214174338,core_compounder,core_compounder,,-0.08,-0.0032,18,0.0,bull,1,crisis_ladder
2019-04-30,EXR,EXTRA SPACE STORAGE REIT INC,Real Estate,0.041682314299318485,2.4648171815161417,core_compounder,core_compounder,,0.0394203816904685,0.0015768152676187,18,0.0,bull,1,crisis_ladder
2019-04-30,PAYC,PAYCOM SOFTWARE INC,Industrials,0.041682314299318485,0.6343777876007959,core_compounder,core_compounder,,0.0398622931497287,0.0015944917259891,18,0.0,bull,1,crisis_ladder
2019-04-30,MKTX,MARKETAXESS HOLDINGS INC,Financials,0.041682314299318485,1.1600054226926724,core_compounder,core_compounder,,0.0677302327301503,0.002709209309206,18,0.0,bull,1,crisis_ladder
2019-04-30,CASH,Cash,Cash,0.030000000000000027,,cash,cash,,0.0,0.0,,,,,crisis_ladder
