date,signal_date,ticker,decision,reason,current_weight,target_weight,unrealized_return,held_days
2019-05-01,2019-04-30,NOW,buy,staged_new_entry,0.0,0.5,0.0,0
2019-05-01,2019-04-30,VICI,buy,staged_new_entry,0.0,0.5,0.0,0
2019-06-03,2019-05-31,NOW,sell,target_exit_policy,0.41060190206258707,0.0,-0.0814349666087032,33
2019-06-03,2019-05-31,VICI,hold,defer_target_exit_min_holding,0.4330679358239361,0.0,-0.031975396562484604,33
2019-06-03,2019-05-31,MA,buy,staged_new_entry,0.0,0.25,0.0,0
2019-06-03,2019-05-31,PEG,buy,staged_new_entry,0.0,0.25,0.0,0
2019-07-01,2019-06-28,PEG,hold,defer_target_exit_min_holding,0.20511484211041506,0.0,-0.008284164046513443,28
2019-07-01,2019-06-28,VICI,hold,defer_target_exit_min_holding,0.43100812256313675,0.0,-0.010446841485429292,61
2019-07-01,2019-06-28,VEEV,buy,staged_new_entry,0.0,0.425,0.0,0
2019-08-01,2019-07-31,MA,hold,defer_target_exit_min_holding,0.23794227052511158,0.0,0.13305029021560766,59
2019-08-01,2019-07-31,PEG,hold,defer_target_exit_min_holding,0.20531660144951602,0.0,-0.029334090415552128,59
2019-08-01,2019-07-31,VEEV,hold,defer_target_exit_min_holding,0.14205446476827988,0.0,0.010827700857916067,31
2019-08-01,2019-07-31,VICI,sell,target_exit_policy,0.41468490827456805,0.0,-0.06904764684450138,92
2019-08-01,2019-07-31,ORLY,buy,staged_new_entry,0.0,0.425,0.0,0
2019-08-01,2019-07-31,V,buy,staged_new_entry,0.0,0.425,0.0,0
2019-09-03,2019-08-30,MA,sell,target_exit_policy,0.23836585106843652,0.0,0.15764080480120302,92
2019-09-03,2019-08-30,ORLY,hold,defer_target_exit_min_holding,0.36276010155121485,0.0,0.024172894938325307,33
2019-09-03,2019-08-30,PEG,sell,target_exit_policy,0.2153957856119437,0.0,0.03856842841942898,92
2019-09-03,2019-08-30,VEEV,sell,target_exit_policy,0.13302154761789112,0.0,-0.034624112190882794,64
2019-09-03,2019-08-30,BKNG,buy,staged_new_entry,0.0,0.425,0.0,0
2019-10-01,2019-09-30,ORLY,hold,defer_target_exit_min_holding,0.37667833135040285,0.0,0.06902339733485197,61
2019-10-01,2019-09-30,V,hold,defer_target_exit_min_holding,0.41102147713228687,0.0,-0.027218485152078253,61
2019-10-01,2019-09-30,AEP,buy,staged_new_entry,0.0,0.425,0.0,0
2019-11-01,2019-10-31,ORLY,sell,target_exit_policy,0.38919853253080905,0.0,0.1659818430391573,92
2019-11-01,2019-10-31,V,hold,skip_buy_inside_band,0.4042021489180802,0.425,0.00984200743260355,92
2019-12-02,2019-11-29,BKNG,sell,target_exit_policy,0.4055957008971724,0.0,-0.052155792527523004,90
2019-12-02,2019-11-29,V,sell,target_exit_policy,0.41927109989238176,0.0,0.01634134114269825,123
2019-12-02,2019-11-29,CPRT,buy,staged_new_entry,0.0,0.5,0.0,0
2019-12-02,2019-11-29,MA,buy,staged_new_entry,0.0,0.5,0.0,0
2020-01-02,2019-12-31,CPRT,hold,defer_target_exit_min_holding,0.43100513411921343,0.0,0.06275584731600303,31
2020-01-02,2019-12-31,LRCX,buy,staged_new_entry,0.0,0.425,0.0,0
2020-01-02,2019-12-31,MA,hold,skip_sell_inside_band,0.4291755565317798,0.425,0.05906383298570006,31
2020-02-03,2020-01-31,LRCX,hold,defer_target_exit_min_holding,0.1348601106383492,0.0,0.035415609445777374,32
2020-02-03,2020-01-31,CPRT,hold,skip_sell_inside_band,0.43482396221233627,0.425,0.14597549000602217,63
2020-02-03,2020-01-31,MA,hold,skip_sell_inside_band,0.4300742272352332,0.425,0.13433511405576937,63
2020-03-02,2020-02-28,CPRT,sell,target_exit_policy,0.41002999311856714,0.0,-0.014438343068270854,91
2020-03-02,2020-02-28,LRCX,hold,defer_target_exit_min_holding,0.14398105394580882,0.0,0.008191096262878172,60
2020-03-02,2020-02-28,RNG,buy,staged_new_entry,0.0,0.25,0.0,0
2020-04-01,2020-03-31,LRCX,sell,target_exit_policy,0.123535289588669,0.0,-0.24579633834426784,90
2020-04-01,2020-03-31,RNG,sell,target_exit_policy,0.212243737377094,0.0,-0.12180583265417178,30
2020-04-01,2020-03-31,VEEV,buy,staged_new_entry,0.0,0.125,0.0,0
2020-05-01,2020-04-30,MA,sell,target_exit_policy,0.14222767845369302,0.0,-0.05918730082934576,151
2020-05-01,2020-04-30,VEEV,hold,defer_target_exit_min_holding,0.12297517535604334,0.0,0.22317771475198223,30
2020-05-01,2020-04-30,AMZN,buy,staged_new_entry,0.0,0.25,0.0,0
2020-05-01,2020-04-30,SE,buy,staged_new_entry,0.0,0.25,0.0,0
2020-06-01,2020-05-29,AMZN,hold,defer_target_exit_min_holding,0.20068546469845555,0.0,0.0809259666667379,31
2020-06-01,2020-05-29,SE,hold,defer_target_exit_min_holding,0.2795266575074548,0.0,0.5054765070909639,31
2020-06-01,2020-05-29,VEEV,hold,defer_target_exit_min_holding,0.12540494476171776,0.0,0.42635668392338255,61
2020-06-01,2020-05-29,NVDA,buy,staged_new_entry,0.0,0.425,0.0,0
2020-06-01,2020-05-29,V,buy,staged_new_entry,0.0,0.425,0.0,0
2020-07-01,2020-06-30,AMZN,hold,defer_target_exit_min_holding,0.1975191406355245,0.0,0.2592517637409464,61
2020-07-01,2020-06-30,NVDA,hold,defer_target_exit_min_holding,0.33041287837158123,0.0,0.08268009051574277,30
2020-07-01,2020-06-30,SE,hold,defer_target_exit_min_holding,0.327761259261476,0.0,1.089448733754459,61
2020-07-01,2020-06-30,V,hold,defer_target_exit_min_holding,0.02649268040539961,0.0,-0.0029329634590634646,30
2020-07-01,2020-06-30,VEEV,sell,target_exit_policy,0.11720240310539898,0.0,0.5778777271073177,91
2020-07-01,2020-06-30,MELI,buy,staged_new_entry,0.0,0.5,0.0,0
2020-07-01,2020-06-30,NOW,buy,staged_new_entry,0.0,0.5,0.0,0
2020-08-03,2020-07-31,AMZN,sell,target_exit_policy,0.1869722488288487,0.0,0.3612578521981884,94
2020-08-03,2020-07-31,MELI,hold,defer_target_exit_min_holding,0.1221758496654543,0.0,0.2000531935426686,33
2020-08-03,2020-07-31,NOW,hold,defer_target_exit_min_holding,0.0006111952728821365,0.0,0.0555914844543699,33
2020-08-03,2020-07-31,SE,sell,target_exit_policy,0.3328729809563482,0.0,1.4233297363666702,94
2020-08-03,2020-07-31,V,hold,defer_tiny_stale_position,0.022828900331926465,0.0,-0.01883213445616283,63
2020-08-03,2020-07-31,MA,buy,staged_new_entry,0.0,0.5,0.0,0
2020-09-01,2020-08-31,MA,hold,defer_target_exit_min_holding,0.4130160322751754,0.0,0.1417511276596688,29
2020-09-01,2020-08-31,MELI,hold,defer_target_exit_min_holding,0.10736928683524975,0.0,0.23755039363596353,62
2020-09-01,2020-08-31,NOW,hold,defer_target_exit_min_holding,0.0005886017034216013,0.0,0.1929029187526885,62
2020-09-01,2020-08-31,NVDA,sell,target_exit_policy,0.457183166630792,0.0,0.4893360837566869,92
2020-09-01,2020-08-31,V,hold,defer_tiny_stale_position,0.021799076709750845,0.0,0.09942122963734557,92
2020-09-01,2020-08-31,META,buy,staged_new_entry,0.0,0.425,0.0,0
2020-09-01,2020-08-31,SE,buy,staged_new_entry,0.0,0.425,0.0,0
2020-10-01,2020-09-30,MA,hold,defer_target_exit_min_holding,0.4243212620736094,0.0,0.09846792015536066,59
2020-10-01,2020-09-30,MELI,sell,target_exit_policy,0.10574981026433808,0.0,0.14143310999457692,92
2020-10-01,2020-09-30,META,sell,target_exit_policy,0.34782325642619183,0.0,-0.09751534418062136,30
2020-10-01,2020-09-30,NOW,hold,defer_tiny_stale_position,0.0006226370073783785,0.0,0.1816981667414126,92
2020-10-01,2020-09-30,SE,hold,defer_target_exit_min_holding,0.09911220349903367,0.0,-0.011124864139724466,30
2020-10-01,2020-09-30,V,hold,defer_tiny_stale_position,0.022187158253032996,0.0,0.047890119397933306,122
2020-10-01,2020-09-30,BIO,buy,staged_new_entry,0.0,0.425,0.0,0
2020-10-01,2020-09-30,CPRT,buy,staged_new_entry,0.0,0.425,0.0,0
2020-11-02,2020-10-30,BIO,hold,defer_target_exit_min_holding,0.41398483089008203,0.0,0.13480928227526445,32
2020-11-02,2020-10-30,MA,sell,target_exit_policy,0.3647250948773051,0.0,-0.0712826369664169,91
2020-11-02,2020-10-30,NOW,hold,defer_tiny_stale_position,0.0006117763340401388,0.0,0.1420618896383823,124
2020-11-02,2020-10-30,SE,hold,defer_target_exit_min_holding,0.10055533895165818,0.0,-0.013164430424214113,62
2020-11-02,2020-10-30,V,hold,defer_tiny_stale_position,0.020492409519469696,0.0,-0.048009914187245206,154
2020-11-02,2020-10-30,GOOG,buy,staged_new_entry,0.0,0.425,0.0,0
2020-12-01,2020-11-30,BIO,hold,defer_target_exit_min_holding,0.3794877999869411,0.0,0.07002559841255396,61
2020-12-01,2020-11-30,CPRT,hold,defer_target_exit_min_holding,0.10008144678222093,0.0,0.07377958332306345,61
2020-12-01,2020-11-30,NOW,hold,defer_tiny_stale_position,0.0006742046224530269,0.0,0.2946327533658555,153
2020-12-01,2020-11-30,SE,sell,target_exit_policy,0.10859968831305795,0.0,0.09629172767117211,91
2020-12-01,2020-11-30,V,hold,defer_tiny_stale_position,0.022809822944211723,0.0,0.08998171182080217,183
2020-12-01,2020-11-30,GOOG,hold,skip_buy_inside_band,0.3882964850053955,0.425,0.10582204109436755,29
2020-12-01,2020-11-30,LRCX,buy,staged_new_entry,0.0,0.425,0.0,0
2021-01-04,2020-12-31,BIO,sell,target_exit_policy,0.3899081065327797,0.0,0.10454870770967739,95
2021-01-04,2020-12-31,CPRT,sell,target_exit_policy,0.10428304753918996,0.0,0.12409117888403665,95
2021-01-04,2020-12-31,GOOG,sell,target_exit_policy,0.37147317865514673,0.0,0.06285862960431232,63
2021-01-04,2020-12-31,NOW,hold,defer_tiny_stale_position,0.0006551972479997017,0.0,0.26401779258459257,187
2021-01-04,2020-12-31,V,hold,defer_tiny_stale_position,0.023408843283891544,0.0,0.12383747397476652,217
2021-01-04,2020-12-31,TWLO,buy,staged_new_entry,0.0,0.5,0.0,0
2021-02-01,2021-01-29,LRCX,hold,defer_target_exit_min_holding,0.4922699676744051,0.0,0.05464003021985331,62
2021-02-01,2021-01-29,NOW,hold,defer_tiny_stale_position,0.0006521765652246881,0.0,0.34014726475622137,215
2021-02-01,2021-01-29,TWLO,hold,defer_target_exit_min_holding,0.44249950444245806,0.0,0.11046352807796889,28
2021-02-01,2021-01-29,V,hold,defer_tiny_stale_position,0.020019335435435996,0.0,0.023715842496008444,245
2021-02-01,2021-01-29,GOOG,buy,staged_new_entry,0.0,0.425,0.0,0
2021-02-01,2021-01-29,NVDA,buy,staged_new_entry,0.0,0.425,0.0,0
2021-03-01,2021-02-26,NOW,hold,defer_tiny_stale_position,0.0005639847335136623,0.0,0.3351327579421375,243
2021-03-01,2021-02-26,TWLO,hold,defer_target_exit_min_holding,0.42982271461658444,0.0,0.24265519988653605,56
