date,ticker,shares,price,market_value_usd,weight,cost_basis,unrealized_pnl_usd,held_days
2019-05-01,NOW,785.0,54.08000183105469,42452.80143737793,0.42543142512717996,54.08000183105469,0.0,0
2019-05-01,VICI,2709.0,15.683967590332031,42487.86820220947,0.42578283900875596,15.683967590332031,0.0,0
2019-05-02,NOW,785.0,52.534000396728516,41239.190311431885,0.41835752580346497,54.08000183105469,-1213.611125946045,1
2019-05-02,VICI,2709.0,15.683967590332031,42487.86820220947,0.43102493728672076,15.683967590332031,0.0,1
2019-05-03,NOW,785.0,53.70399856567383,42157.638874053955,0.4234891589254381,54.08000183105469,-295.1625633239746,2
2019-05-03,VICI,2709.0,15.704582214355469,42543.713218688965,0.4273674192801183,15.683967590332031,55.84501647949219,2
2019-05-06,NOW,785.0,53.95000076293945,42350.75059890747,0.4254786945264554,54.08000183105469,-102.05083847045898,5
2019-05-06,VICI,2709.0,15.629008293151855,42338.98346614838,0.4253604755052136,15.683967590332031,-148.8847360610962,5
2019-05-07,NOW,785.0,52.96200180053711,41575.17141342163,0.4237618411663364,54.08000183105469,-877.6300239562988,6
2019-05-07,VICI,2709.0,15.388559341430664,41687.60725593567,0.42490786216918564,15.683967590332031,-800.2609462738037,6
2019-05-08,NOW,785.0,53.19599914550781,41758.85932922363,0.42629149177469644,54.08000183105469,-693.9421081542969,7
2019-05-08,VICI,2709.0,15.264904022216797,41352.6249961853,0.4221444857830884,15.683967590332031,-1135.24320602417,7
2019-05-09,NOW,785.0,54.097999572753906,42466.92966461182,0.43162986588983765,54.08000183105469,14.128227233886719,8
2019-05-09,VICI,2709.0,15.161855697631836,41073.46708488464,0.4174668437179911,15.683967590332031,-1414.401117324829,8
2019-05-10,NOW,785.0,54.97999954223633,43159.29964065552,0.4327566077143437,54.08000183105469,706.4982032775879,9
2019-05-10,VICI,2709.0,15.402302742004395,41724.838128089905,0.41837331829020485,15.683967590332031,-763.0300741195679,9
2019-05-13,NOW,785.0,52.02399826049805,40838.83863449097,0.4190038912804903,54.08000183105469,-1613.962802886963,12
2019-05-13,VICI,2709.0,15.422913551330566,41780.672810554504,0.4286670501240497,15.683967590332031,-707.1953916549683,12
2019-05-14,NOW,785.0,54.41400146484375,42714.991149902344,0.4315123238464579,54.08000183105469,262.18971252441406,13
2019-05-14,VICI,2709.0,15.29238510131836,41427.071239471436,0.4185015915832151,15.683967590332031,-1060.796962738037,13
2019-05-15,NOW,785.0,54.79199981689453,43011.71985626221,0.43288678356691757,54.08000183105469,558.9184188842773,14
2019-05-15,VICI,2709.0,15.319862365722656,41501.507148742676,0.41768741177604896,15.683967590332031,-986.3610534667969,14
2019-05-16,NOW,785.0,55.59199905395508,43639.719257354736,0.43370404410023267,54.08000183105469,1186.9178199768066,15
2019-05-16,VICI,2709.0,15.553439140319824,42134.266631126404,0.4187424241973616,15.683967590332031,-353.60157108306885,15
2019-05-17,NOW,785.0,54.597999572753906,42859.42966461182,0.42935824874714523,54.08000183105469,406.6282272338867,16
2019-05-17,VICI,2709.0,15.546571731567383,42115.66282081604,0.42190732296424754,15.683967590332031,-372.2053813934326,16
2019-05-20,NOW,785.0,53.01599884033203,41617.559089660645,0.4248161607589865,54.08000183105469,-835.2423477172852,19
2019-05-20,VICI,2709.0,15.319862365722656,41501.507148742676,0.4236315468347727,15.683967590332031,-986.3610534667969,19
2019-05-21,NOW,785.0,54.242000579833984,42579.97045516968,0.42984573803796156,54.08000183105469,127.16901779174805,20
2019-05-21,VICI,2709.0,15.367949485778809,41631.77515697479,0.42027368565277207,15.683967590332031,-856.0930452346802,20
2019-05-22,NOW,785.0,54.678001403808594,42922.231101989746,0.43092140417914043,54.08000183105469,469.4296646118164,21
2019-05-22,VICI,2709.0,15.443520545959473,41836.49715900421,0.4200210855502099,15.683967590332031,-651.3710432052612,21
2019-05-23,NOW,785.0,52.95800018310547,41572.03014373779,0.4221417326979811,54.08000183105469,-880.7712936401367,22
2019-05-23,VICI,2709.0,15.52596378326416,42059.83588886261,0.4270951391531152,15.683967590332031,-428.0323133468628,22
2019-05-24,NOW,785.0,53.790000915527344,42225.150718688965,0.4245938054803606,54.08000183105469,-227.65071868896484,23
2019-05-24,VICI,2709.0,15.642751693725586,42376.21433830261,0.42611282142298473,15.683967590332031,-111.65386390686035,23
2019-05-28,NOW,785.0,53.33000183105469,41864.05143737793,0.42408995939702676,54.08000183105469,-588.75,27
2019-05-28,VICI,2709.0,15.505351066589355,42003.996039390564,0.4255076220108363,15.683967590332031,-483.8721628189087,27
2019-05-29,NOW,785.0,52.8380012512207,41477.83098220825,0.4233502889596586,54.08000183105469,-974.9704551696777,28
2019-05-29,VICI,2709.0,15.374822616577148,41650.394468307495,0.42511158650039393,15.683967590332031,-837.4737339019775,28
2019-05-30,NOW,785.0,52.52000045776367,41228.20035934448,0.422037999745338,54.08000183105469,-1224.6010780334473,29
2019-05-30,VICI,2709.0,15.361085891723633,41613.18168067932,0.42597891264911086,15.683967590332031,-874.6865215301514,29
2019-05-31,NOW,785.0,52.38600158691406,41123.01124572754,0.4228666455308331,54.08000183105469,-1329.7901916503906,30
2019-05-31,VICI,2709.0,15.2374267578125,41278.18908691406,0.42446233444503145,15.683967590332031,-1209.6791152954102,30
2019-06-03,VICI,2709.0,15.182466506958008,41129.30176734924,0.4339727172484673,15.683967590332031,-1358.5664348602295,33
2019-06-03,MA,86.0,232.9153594970703,20030.720916748047,0.21135263695596418,232.9153594970703,0.0,0
2019-06-03,PEG,430.0,46.92021560668945,20175.692710876465,0.21288229587840762,46.92021560668945,0.0,0
2019-06-04,VICI,2709.0,15.01071834564209,40664.03599834442,0.4285340386646798,15.683967590332031,-1823.8322038650513,34
2019-06-04,MA,86.0,239.5684356689453,20602.885467529297,0.2171215301379733,232.9153594970703,572.16455078125,1
2019-06-04,PEG,430.0,46.94392776489258,20185.88893890381,0.21272705226252808,46.92021560668945,10.19622802734375,1
2019-06-05,VICI,2709.0,15.374822616577148,41650.394468307495,0.43026104376366325,15.683967590332031,-837.4737339019775,35
2019-06-05,MA,86.0,246.37535095214844,21188.280181884766,0.21888127742827443,232.9153594970703,1157.5592651367188,2
2019-06-05,PEG,430.0,47.73423767089844,20525.722198486328,0.21203685510934833,46.92021560668945,350.0294876098633,2
2019-06-06,VICI,2709.0,15.457260131835938,41873.717697143555,0.43040405722667247,15.683967590332031,-614.150505065918,36
2019-06-06,MA,86.0,247.88479614257812,21318.09246826172,0.2191205843492401,232.9153594970703,1287.3715515136719,3
2019-06-06,PEG,430.0,48.04486083984375,20659.290161132812,0.21234900538533272,46.92021560668945,483.59745025634766,3
2019-06-07,VICI,2709.0,15.216817855834961,41222.35957145691,0.4241386045053969,15.683967590332031,-1265.5086307525635,37
2019-06-07,MA,86.0,255.54739379882812,21977.07586669922,0.22612306491221074,232.9153594970703,1946.3549499511719,4
2019-06-07,PEG,430.0,47.79795455932617,20553.120460510254,0.21147192739515575,46.92021560668945,377.42774963378906,4
2019-06-10,VICI,2709.0,15.312996864318848,41482.90850543976,0.42577938935105103,15.683967590332031,-1004.9596967697144,40
2019-06-10,MA,86.0,255.8357696533203,22001.876190185547,0.22582662948057727,232.9153594970703,1971.1552734375,7
2019-06-10,PEG,430.0,47.68644332885742,20505.17063140869,0.21046448632779505,46.92021560668945,329.47792053222656,7
2019-06-11,VICI,2709.0,15.381699562072754,41669.02411365509,0.4285116044757375,15.683967590332031,-818.8440885543823,41
2019-06-11,MA,86.0,253.4899139404297,21800.132598876953,0.22418595098960606,232.9153594970703,1769.4116821289062,8
2019-06-11,PEG,430.0,47.28818893432617,20333.921241760254,0.20910787814045734,46.92021560668945,158.22853088378906,8
2019-06-12,VICI,2709.0,15.409171104431152,41743.44452190399,0.42766047429907916,15.683967590332031,-744.423680305481,42
2019-06-12,MA,86.0,253.6725616455078,21815.840301513672,0.2235027012608579,232.9153594970703,1785.119384765625,9
2019-06-12,PEG,430.0,47.933349609375,20611.34033203125,0.21116263124167722,46.92021560668945,435.64762115478516,9
2019-06-13,VICI,2709.0,15.4847412109375,41948.16394042969,0.43009286207692327,15.683967590332031,-539.7042617797852,43
2019-06-13,MA,86.0,251.12478637695312,21596.73162841797,0.2214304333024963,232.9153594970703,1566.0107116699219,10
2019-06-13,PEG,430.0,47.789981842041016,20549.692192077637,0.21069517946582006,46.92021560668945,373.9994812011719,10
