rebalance_date,selected_theme,selected_tickers,n_positions,invested_weight,cash_weight,gross_return,turnover,cost,net_return
2019-04-30,ai_compute_semiconductors,"QCOM,AVGO,AMAT",3,1.0,0.0,-0.1835633223458605,0.5,0.0025,-0.1860633223458605
2019-05-31,financials,"PYPL,V,MKTX",3,1.0,0.0,0.059217958717624475,1.0,0.005,0.05421795871762448
2019-06-28,ai_compute_semiconductors,"QCOM,AMAT,TER",3,1.0,0.0,0.010975410542063408,1.0,0.005,0.005975410542063408
2019-07-31,health_care,"MDT,EW,HUM",3,1.0,0.0,0.026525121647070868,1.0,0.005,0.021525121647070867
2019-08-30,consumer_staples,"TGT,COST,DG",3,1.0,0.0,-0.02026291157991806,1.0,0.005,-0.02526291157991806
2019-09-30,information_technology,"DOCU,AAPL,TYL",3,1.0,0.0,0.060967747335984146,1.0,0.005,0.05596774733598415
2019-10-31,consumer_discretionary,"BKNG,HD,LULU",3,1.0,0.0,-0.062953056934104,1.0,0.005,-0.067953056934104
2019-11-29,information_technology,"QRVO,AAPL,UI",3,1.0,0.0,0.08199449005434997,1.0,0.005,0.07699449005434997
2019-12-31,ai_compute_semiconductors,"AMD,AMAT,INTC",3,1.0,0.0,-0.0067225279718718875,1.0,0.005,-0.011722527971871888
2020-01-31,information_technology,"ADBE,AAPL,NOW",3,1.0,0.0,-0.006266007416425135,1.0,0.005,-0.011266007416425135
2020-02-28,information_technology,"ADBE,NOW,ENPH",3,1.0,0.0,-0.1275357448845301,0.27826001465974415,0.0013913000732987209,-0.1289270449578288
2020-03-31,health_care,"QGEN,GILD,VRTX",3,1.0,0.0,0.06377740253565836,1.0,0.005,0.058777402535658364
2020-04-30,consumer_discretionary,"AMZN,ETSY,EBAY",3,1.0,0.0,0.1429519126127633,1.0,0.005,0.1379519126127633
2020-05-29,internet,"MELI,SE,PDD",3,1.0,0.0,0.25513574549155976,1.0,0.005,0.25013574549155976
2020-06-30,internet,"SE,PDD,MELI",3,1.0,0.0,0.114113317257064,0.2813509478529296,0.0014067547392646478,0.11270656251779936
2020-07-31,consumer_discretionary,"ETSY,TSLA,AMZN",3,1.0,0.0,0.24703692094580984,1.0,0.005,0.24203692094580984
2020-08-31,consumer_discretionary,"TSLA,AMZN,HD",3,1.0,0.0,-0.09847288312190113,0.5,0.0025,-0.10097288312190113
2020-09-30,consumer_discretionary,"HD,TSLA,NKE",3,1.0,0.0,-0.04992279685670257,0.623703770731556,0.00311851885365778,-0.053041315710360346
2020-10-30,information_technology,"ZM,ENPH,OLED",3,1.0,0.0,0.06096002835057898,1.0,0.005,0.055960028350578984
2020-11-30,ai_compute_semiconductors,"LRCX,QCOM,AMAT",3,1.0,0.0,0.03742184562963788,1.0,0.005,0.03242184562963788
2020-12-31,information_technology,"ENPH,AAPL,PANW",3,1.0,0.0,0.06263338016094065,1.0,0.005,0.057633380160940655
2021-01-29,ai_compute_semiconductors,"AMAT,INTC,QCOM",3,1.0,0.0,0.11991967921095115,1.0,0.005,0.11491967921095114
2021-02-26,ai_compute_semiconductors,"AMAT,INTC,LRCX",3,1.0,0.0,0.029738597280730344,0.10768211936912579,0.0005384105968456289,0.029200186683884716
2021-03-31,ai_compute_semiconductors,"AMAT,INTC,LRCX",3,1.0,0.0,-0.05577748284966936,0.04866924701511173,0.00024334623507555865,-0.05602082908474492
