rebalance_date,net_return,drawdown,regime_state
2019-04-30,-0.1860633223458605,-0.18606332234586054,
2022-05-31,-0.15622474368883943,-0.24527195279997016,
2020-02-28,-0.1289270449578288,-0.22453937716569017,
2025-01-31,-0.12296266165871318,-0.1997109613432273,
2025-03-31,-0.11289469066132922,-0.3065995898717415,
2023-07-31,-0.1061154531511589,-0.22174298770185452,
2022-11-30,-0.10229988978653996,-0.22263197861164052,
2020-08-31,-0.10097288312190113,-0.10097288312190111,
2021-08-31,-0.10072642531742129,-0.14814276911368418,
2025-10-31,-0.09032533142319837,-0.09032533142319832,
