rank,ticker,Name,sector,weight,score,score_model_core,score_total,score_focus_bonus,portfolio_seed_score,ensemble_weight_linear,ensemble_weight_catboost,ensemble_weight_ranker,adaptive_ensemble_active,adaptive_ensemble_history_months,adaptive_quality_linear,adaptive_quality_catboost,adaptive_quality_ranker,anticipatory_growth_score,profitability_inflection_score,dominant_archetype_label,archetype_alignment_score,portfolio_sleeve_label,portfolio_sleeve_confidence,portfolio_core_compounder_engine_score,portfolio_future_winner_engine_score,portfolio_early_scout_engine_score,sage_sector,sage_composite_score,sage_g_score,sage_v_score,sage_q_score,sage_c_score,sleeve_target_core_compounder_weight,sleeve_target_future_winner_weight,sleeve_target_early_scout_weight,sleeve_invested_share,sleeve_growth_signal,sleeve_risk_signal,future_winner_regime_strength,early_scout_regime_strength,future_winner_scout_score,long_hold_compounder_score,score_future_winner_model,pred_future_winner_ret,pred_future_winner_p,strategy_blueprint_score,stagflation_score,growth_liquidity_reentry_score,m2_yoy_lag1m,fed_assets_bil,reverse_repo_bil,tga_bil,net_liquidity_bil,net_liquidity_change_1m_bil,liquidity_impulse_score,liquidity_drain_score,fear_greed_score,fear_greed_delta_1w,fear_greed_risk_off_score,fear_greed_risk_on_score,fund_join_status,fundamental_reliability_score,core_fundamental_fields_present,sector_adjusted_fields_present,partial_scout_confirmation_score,fundamental_lane_label,latest_statement_repair_used,revenues_ttm,gross_profit_ttm,op_income_ttm,net_income_ttm,op_margin_ttm,gross_margins,operating_margins,roe_proxy,roa_proxy,asset_turnover_ttm,book_to_market_proxy,capital_efficiency_score,sector_adjusted_quality_score,market_cap_live,current_price_live,return_on_equity_effective,revenue_growth_final,earnings_growth_final,forward_pe_final,peg_final,sales_growth_yoy,net_income_growth_yoy,op_income_growth_yoy,ocf_growth_yoy,sales_cagr_3y,sales_cagr_5y,net_income_cagr_3y,net_income_cagr_5y,op_income_cagr_3y,op_income_cagr_5y,ocf_cagr_3y,ocf_cagr_5y,ep_ttm,sp_ttm,fcfy_ttm,price_above_ma20,ma20_above_ma50,golden_cross_fresh_20d,death_cross_recent_20d,breakout_fresh_20d,breakout_volume_z,volume_dryup_20d,post_breakout_hold_score,held_from_prev_rebalance,prev_weight,portfolio_hold_policy_seed_bonus,portfolio_hold_policy_bonus,portfolio_hold_policy_support,portfolio_hold_policy_exit_risk,target_n,weight_cap,cash_target,prev_holdings_applied,prev_holdings_count,rebalance_action,active_rebalance_interval_months,sleeve_rebalance_interval_months,scheduled_rebalance_due,recommended_rebalance_interval_months,next_scheduled_rebalance_date,recommended_next_run_date,recommended_next_run_mode,atr14_pct,event_regime_label,live_event_alert_label,applied_regime_sleeve_policy_label,applied_regime_sleeve_live_label,applied_regime_sleeve_source_label,backtest_usable,research_only_backtest,research_only_output,entry_date,last_trade_date,thesis_status,entry_price,reference_price,shares_held,held_days,unrealized_return,manual_lock
1,GEV,GE VERNOVA INC,Industrials,0.12591087867196427,6.078387851107563,3.8608172077259217,6.070687083657656,0.9260248832011128,7.38665691623597,0.24922287345375527,0.4368566245229433,0.3139205020233014,True,12,-0.23008178627968948,-0.15737974851438513,-0.2766482944176739,1.2812167235117728,0.4902212739699937,emerging_growth,0.9546715954843881,core_compounder,0.05110502954775753,0.4649816211568225,0.8411040169284594,0.6877889282851868,Industrial,0.46008031379658887,2.509681616028677,-2.8622563552501794,-0.3086341419518329,2.4960958165803673,0.35000000000000003,0.30000000000000004,0.35000000000000003,1.0,0.5192994029116667,0.39300190401217555,0.1262974988994911,0.12242798353909465,1.7233941912547541,0.6026314706598912,0.16087664660154563,0.9519510618285268,0.4928861062850676,1.2152267066574882,0.11084780758488127,0.47675754236876017,0.046905869017049406,6.0,0.607,6.0,6.0,-6.0,0.0,0.32785230554849754,6.0,0.5714285714285978,0.01654917645930582,0.23199999999999987,matched_with_ttm,0.92839,5,0,0.8571428571428571,full_ttm,False,39375000000.0,7846000000.0,1524000000.0,9365000000.0,0.0387047619047619,0.19926349206349206,0.0387047619047619,0.62163956189844,0.12385600169285299,0.5207506744961117,0.05274196873199564,1.196478135443747,-0.24061852351099533,285635905564.1565,1062.949951171875,0.62163956189844,0.12709317303563772,1.5666830823148952,32.9433,0.018063099369993257,0.12709317303563772,,,,,,,,,,,,0.03278649433621899,0.13785031654977287,,1.0,1.0,0.0,0.0,0.7,0.0,0.03552852852132449,0.74,0.0,0.0,0.0,0.0,0.0,0.0,18,0.18,0.0,False,0,full_rebalance,1,1,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.04466040526889529,balanced,balanced,aggr_35_30_35,balanced,balanced,True,True,False,,,,,,,,,False
2,NVDA,NVIDIA CORP,Information Technology,0.11388275595245706,5.749108759220867,3.411009765290151,5.695952412290991,1.0082543401610142,6.645393936654372,0.24922287345375527,0.4368566245229433,0.3139205020233014,True,12,-0.23008178627968948,-0.15737974851438513,-0.2766482944176739,1.3484665268075877,0.24986092928321924,compounder,1.2740828981814485,core_compounder,0.14081836079760832,0.9538707602315257,0.5314156778387008,0.3484653716684467,Semiconductor,0.8241127422901061,2.6064203931813825,0.0,0.0,-0.5875626354891852,0.35000000000000003,0.30000000000000004,0.35000000000000003,1.0,0.5192994029116667,0.39300190401217555,0.1262974988994911,0.12242798353909465,1.061001455337884,1.673915148256781,-0.08081301816680928,-0.18707906327509252,0.07945854964695037,1.9151764796570134,0.11084780758488127,0.47675754236876017,0.046905869017049406,6.0,0.607,6.0,6.0,-6.0,0.0,0.32785230554849754,6.0,0.5714285714285978,0.01654917645930582,0.23199999999999987,matched_with_ttm_fallback,0.925,5,0,0.5714285714285714,full_ttm,False,215938000000.0,153463000000.0,130387000000.0,120067000000.0,0.6038168363141272,0.7106808435754708,0.6038168363141272,0.7633333969089534,0.5805863551302447,1.0441724733200195,0.03238173476893669,3.142256252113139,2.311004796881329,4857460575302.124,198.4499969482422,0.7633333969089534,0.6547353579009478,2.0294308588944108,42.5913,0.4470588852734334,0.6547353579009478,,,,1.0052198737118174,0.6719241211603657,2.0294308588944108,0.9477711634965376,2.1492597803874185,0.9624152069870582,1.6396081372638758,0.7789798723371186,0.024718059598977205,0.04445491561947862,0.02097762779961671,1.0,1.0,0.0,0.0,0.8,0.0,0.15854629323573155,0.76,0.0,0.0,0.0,0.0,0.0,0.0,18,0.18,0.0,False,0,full_rebalance,1,1,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.03227872945861763,balanced,balanced,aggr_35_30_35,balanced,balanced,True,True,False,,,,,,,,,False
3,GOOGL,ALPHABET INC CLASS A,Communication,0.08902576705371154,5.872431851276909,3.6935113002137716,5.833428814796925,0.8908274411914054,6.790201797697615,0.24922287345375527,0.4368566245229433,0.3139205020233014,True,12,-0.23008178627968948,-0.15737974851438513,-0.2766482944176739,1.2972651389811667,0.3913220068235622,emerging_growth,0.9347090505745024,core_compounder,0.01688285556040429,0.6539108345854928,0.7045594012667057,0.5433900541109964,Software,0.1998181837983281,0.6709878575399931,-1.0500161576506646,0.3048729326574015,1.0083882660509753,0.35000000000000003,0.30000000000000004,0.35000000000000003,1.0,0.5192994029116667,0.39300190401217555,0.1262974988994911,0.12242798353909465,1.5429359788615635,0.6366743588677044,0.16629959757274834,0.9501632709488986,0.526745546849581,0.9906593627766195,0.11084780758488127,0.47675754236876017,0.046905869017049406,6.0,0.607,6.0,6.0,-6.0,0.0,0.32785230554849754,6.0,0.5714285714285978,0.01654917645930582,0.23199999999999987,matched_with_ttm,1.0,5,0,1.0,full_ttm,False,422498000000.0,255053000000.0,138129000000.0,160208000000.0,0.3269340919957018,0.6036785972951352,0.3269340919957018,0.33464091605987306,0.22759436810201172,0.6002082625983955,0.10244895011611208,1.0655737232835756,0.8580357980771688,4673020069580.078,385.69000244140625,0.33464091605987306,0.17454192648027744,0.44336732855238026,31.4739,1.0554627766599598,0.17454192648027744,0.44336732855238026,0.17532589088186246,0.3148694202909481,0.1407157505639378,0.1652553373926271,0.3982809091830559,0.25551033232955955,0.24156269994055246,0.22694705493500056,0.24701379565170267,0.19035609074455007,0.03428361051622798,0.09041219462127541,0.03259754885103423,1.0,1.0,0.0,0.0,1.0,0.27974273977731706,0.18716154334653112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.18,0.0,False,0,full_rebalance,1,1,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.025633107236591568,balanced,balanced,aggr_35_30_35,balanced,balanced,True,True,False,,,,,,,,,False
4,LRCX,LAM RESEARCH CORP,Information Technology,0.06858051995199918,6.4712305630465305,4.74507769496003,6.43802490424965,0.7873652039602818,7.2876402242542095,0.24922287345375527,0.4368566245229433,0.3139205020233014,True,12,-0.23008178627968948,-0.15737974851438513,-0.2766482944176739,0.8491301230171752,0.6826690494180434,emerging_growth,0.8176478724554533,core_compounder,0.014854650961929653,0.6289442013122514,0.5843802484264624,0.5542944776531993,Semiconductor,0.0893724534068501,-0.4596202227279053,0.0,0.18523096212029097,1.3595452722102948,0.35000000000000003,0.30000000000000004,0.35000000000000003,1.0,0.5192994029116667,0.39300190401217555,0.1262974988994911,0.12242798353909465,1.2536972910052446,1.0561551581158406,0.070933433244396,0.4835040122371521,0.3976420994808867,0.7129056083585289,0.11084780758488127,0.47675754236876017,0.046905869017049406,6.0,0.607,6.0,6.0,-6.0,0.0,0.32785230554849754,6.0,0.5714285714285978,0.01654917645930582,0.23199999999999987,matched_with_ttm_fallback,0.9165850000000001,5,0,0.8571428571428571,full_ttm,False,18435591000.0,8979059000.0,5900968000.0,5358217000.0,0.32008564303688447,0.48705023885591736,0.32008564303688447,0.5433405001754783,0.257706819623594,0.8866713543873554,0.03296960433257321,1.8784057245309287,1.0509604806118933,321046588646.5759,256.7200012207031,0.5433405001754783,0.0,0.05161410945491629,49.8488,2.223407671721677,0.0,,,,0.022789943557689707,0.12907308762404734,0.05161410945491629,0.189238603578461,0.031078868201760423,0.1714683970487525,0.2572973770596889,0.237467758501531,0.016689842501016548,0.057423413460701234,0.01897688751555896,0.0,1.0,0.0,0.0,0.35,0.0,0.11663678290561319,0.47000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,18,0.18,0.0,False,0,full_rebalance,1,1,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.04493780182244474,balanced,balanced,aggr_35_30_35,balanced,balanced,True,True,False,,,,,,,,,False
5,FTI,TECHNIPFMC PLC,Energy,0.06534034754117725,3.3100883174252274,1.146847475946938,3.291429686487728,1.1204853427757167,5.380482345769391,0.24922287345375527,0.4368566245229433,0.3139205020233014,True,12,-0.23008178627968948,-0.15737974851438513,-0.2766482944176739,1.5744780409166304,0.3085718767137693,emerging_growth,1.0394477553220685,future_winner,0.014090509038311438,0.6459038456616724,0.9290698764386363,0.8867983493237019,Energy,1.1589692826102413,3.5289085022684255,-1.4495062383435486,-0.07199105256892172,2.028170863629402,0.35000000000000003,0.30000000000000004,0.35000000000000003,1.0,0.5192994029116667,0.39300190401217555,0.1262974988994911,0.12242798353909465,2.1440613744825376,0.7369063299283176,0.07424774044910834,0.4880753294730612,0.371728701985665,1.0436167620138355,0.11084780758488127,0.47675754236876017,0.046905869017049406,6.0,0.607,6.0,6.0,-6.0,0.0,0.32785230554849754,6.0,0.5714285714285978,0.01654917645930582,0.23199999999999987,matched_with_ttm_fallback,0.925,5,7,1.0,full_ttm,False,9932600000.0,,1436100000.0,967100000.0,0.1445844995268107,,0.1445844995268107,0.28399847296860775,0.09588443501452494,0.984781035286186,0.11155082098410345,0.6837895865677603,0.27052835469492026,30217617138.65249,75.79000091552734,0.28399847296860775,0.09350126055508468,0.5631231381933035,31.0275,2.092211732973702,0.09350126055508468,,,,0.14018259311077697,0.2372721575288066,,,0.5631231381933035,,0.7110926571390206,0.2185438260942596,0.03200450901083614,0.3287022915944897,0.04789921036323464,1.0,1.0,0.0,0.0,0.9,0.0,0.12941223529788237,0.9800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,18,0.18,0.0,False,0,full_rebalance,1,2,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.030130247897868365,balanced,balanced,aggr_35_30_35,balanced,balanced,True,True,False,,,,,,,,,False
6,AMZN,AMAZON.COM INC,Consumer Discretionary,0.0637729799800566,4.772178831949253,3.4342642054119175,4.768873945970911,0.3558647934003006,5.298392752558535,0.24922287345375527,0.4368566245229433,0.3139205020233014,True,12,-0.23008178627968948,-0.15737974851438513,-0.2766482944176739,0.9834590745910541,0.5033200915655767,emerging_growth,0.5595401159990978,core_compounder,0.029476160983709736,0.27952188839364517,0.5579082869652428,0.46947980401411354,Software,0.14735638233446144,0.4851102964150154,-0.3146020769286935,-0.06411653698014931,0.48164954710944496,0.35000000000000003,0.30000000000000004,0.35000000000000003,1.0,0.5192994029116667,0.39300190401217555,0.1262974988994911,0.12242798353909465,1.2944170720379122,0.24100415220680257,0.10053019142623497,0.6777802822767158,0.40829137730032905,0.6203522506052795,0.11084780758488127,0.47675754236876017,0.046905869017049406,6.0,0.607,6.0,6.0,-6.0,0.0,0.32785230554849754,6.0,0.5714285714285978,0.01654917645930582,0.23199999999999987,matched_with_ttm_fallback,0.8626666666666667,4,0,0.8571428571428571,full_ttm,False,716924000000.0,360510000000.0,79975000000.0,77670000000.0,0.11155296795755199,0.5028566486824266,0.11155296795755199,,0.08473429846284761,0.782130194298681,,0.19827214380589941,-0.0802686677595816,2885702282351.257,268.260009765625,,0.12377754683294695,0.6082272316789135,36.5523,1.3073068669527896,0.12377754683294695,,,,0.11728456546856747,0.41693047094167635,,0.6082272316789135,0.8688211092464733,0.6337694285804338,0.4395820730040392,0.16128676031516043,0.02691545849168988,0.2484400433075354,0.03899016218274746,1.0,1.0,0.0,0.0,1.0,0.03940142316199231,0.058460237656459135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.18,0.0,False,0,full_rebalance,1,1,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.02816829872804588,balanced,balanced,aggr_35_30_35,balanced,balanced,True,True,False,,,,,,,,,False
7,ZTO,ZTO Express,Industrials,0.053269495985276256,2.4716983221726343,-0.685897624658985,2.3905763479268423,1.1163639632510154,4.135854711154459,0.24922287345375527,0.4368566245229433,0.3139205020233014,True,12,-0.23008178627968948,-0.15737974851438513,-0.2766482944176739,1.1992579337019165,0.5604429493786697,compounder,1.7772343587077912,future_winner,0.00826696126429649,0.9538707602315257,0.9290698764386363,0.6823963715608523,Industrial,1.883695786084632,2.031533852834019,4.163966806733132,0.011730985424832419,0.858229930354896,0.35000000000000003,0.30000000000000004,0.35000000000000003,1.0,0.5192994029116667,0.39300190401217555,0.1262974988994911,0.12242798353909465,1.4173885538124447,2.293199864169741,0.07606233123691626,0.5950953908256115,0.3430781765025286,1.6108287952173705,0.11084780758488127,0.47675754236876017,0.046905869017049406,6.0,0.607,6.0,6.0,-6.0,0.0,0.32785230554849754,6.0,0.5714285714285978,0.01654917645930582,0.23199999999999987,matched_with_ttm,1.0,5,0,1.0,full_ttm,False,7021016000.0,1754793000.0,1497886000.0,9182146000.0,0.21334319705296215,0.2499343399872611,0.21334319705296215,0.9564356827542243,0.7054367472922515,0.539403608886948,0.4978923177087897,2.76052341956035,1.6397622104046143,19282040832.0,25.139999389648438,0.9564356827542243,0.4714977343890814,11.446300259847291,2.0999492746031265,0.0018346096353680159,0.4714977343890814,11.446300259847291,0.7345838418976727,0.5105435962612863,0.11029977129191249,0.12687008094701846,0.10231430590663959,0.6916476892584371,0.10118424896367917,0.1550528059572196,0.009346936579778031,0.1766980974935599,0.47620197882588944,0.36412203776418184,0.05008956305066702,0.0,1.0,0.0,0.0,0.75,0.0,0.3023119276737668,0.75,0.0,0.0,0.0,0.0,0.0,0.0,18,0.18,0.0,False,0,full_rebalance,1,2,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.019519260991803972,balanced,balanced,aggr_35_30_35,balanced,balanced,True,True,False,,,,,,,,,False
8,TSM,Taiwan Semiconductor Manufacturing,Semiconductors,0.04708761147905719,4.919802562911692,3.672793586957689,4.940608938858277,0.687093483397403,5.741853182702259,0.24922287345375527,0.4368566245229433,0.3139205020233014,True,12,-0.23008178627968948,-0.15737974851438513,-0.2766482944176739,0.7807527796732858,0.44010947985375815,emerging_growth,0.40155316437829636,future_winner,0.037839825542331396,0.34585032668061993,0.5983126444672583,0.4847931678402641,Semiconductor,0.15566645776467253,0.2644538089125488,0.0,-0.003523945264634565,0.42659073974292716,0.35000000000000003,0.30000000000000004,0.35000000000000003,1.0,0.5192994029116667,0.39300190401217555,0.1262974988994911,0.12242798353909465,1.126165307490951,0.30913707131178775,0.10769900521384303,0.7615495407278753,0.39511892674222665,0.5070828980088952,0.11084780758488127,0.47675754236876017,0.046905869017049406,6.0,0.607,6.0,6.0,-6.0,0.0,0.32785230554849754,6.0,0.5714285714285978,0.01654917645930582,0.23199999999999987,matched_no_ttm,0.37978,4,0,0.8571428571428571,full_ttm,False,,49538100000.0,40318800000.0,35301100000.0,,,,0.2704953205001479,0.17297728237146914,,0.06327608624267395,0.7487371873944932,0.48514993724565203,2062475853824.0,397.6700134277344,0.2704953205001479,,0.5272415555299121,58.425257394925374,1.1081307378399676,,0.5272415555299121,0.4909188192978806,,,,0.18202238803220028,0.24415577018404133,0.1982656230131521,0.26459210370260977,,,0.017115885228207086,,,1.0,1.0,0.0,0.0,0.8,0.0,0.005685912356456435,0.96,0.0,0.0,0.0,0.0,0.0,0.0,18,0.18,0.0,False,0,full_rebalance,1,2,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.03370168006898179,balanced,balanced,aggr_35_30_35,balanced,balanced,True,True,False,,,,,,,,,False
9,PWR,QUANTA SERVICES INC,Industrials,0.04322729492832888,3.4476642270807667,1.6823934042831814,3.455033189134861,0.7498116363683983,4.844489600765252,0.24922287345375527,0.4368566245229433,0.3139205020233014,True,12,-0.23008178627968948,-0.15737974851438513,-0.2766482944176739,1.5044172221098786,0.8281405718501467,emerging_growth,0.7255327896287714,future_winner,0.0015940446711467289,0.16402783140082383,0.6524640514520279,0.6572461854654681,Industrial,0.5546824407288674,1.8608800778448014,-1.5127393649512255,-0.18520672004165836,2.185739564876053,0.35000000000000003,0.30000000000000004,0.35000000000000003,1.0,0.5192994029116667,0.39300190401217555,0.1262974988994911,0.12242798353909465,1.5112506458957535,0.08390051418067032,0.03033052376180797,0.4073658569407197,0.24819123428519693,0.529171327647878,0.11084780758488127,0.47675754236876017,0.046905869017049406,6.0,0.607,6.0,6.0,-6.0,0.0,0.32785230554849754,6.0,0.5714285714285978,0.01654917645930582,0.23199999999999987,matched_with_ttm_fallback,0.9221950000000001,5,0,0.8571428571428571,full_ttm,False,28479697000.0,4275081000.0,1611509000.0,1028378000.0,0.05658448543184993,0.1501097782044521,0.05658448543184993,0.11391142587944847,0.03994225571684794,1.106152932396791,0.0820904411619897,0.14341099310780137,-0.5030850729538645,111376146486.51007,742.2100219726562,0.11391142587944847,0.2030559551586537,0.2792153103531403,90.9084,5.270052173913044,0.2030559551586537,,,,0.18590697460932004,0.20518535169741048,0.2792153103531403,0.18209462956730382,0.22708744022435123,0.21393967642372136,0.2541354856572857,0.1485158356770424,0.00923337745505998,0.25570732960714776,0.019780447335434045,1.0,1.0,0.0,0.0,1.0,0.8144658629454541,0.12945594783088377,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.18,0.0,False,0,full_rebalance,1,2,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.030543915708009003,balanced,balanced,aggr_35_30_35,balanced,balanced,True,True,False,,,,,,,,,False
10,VRT,VERTIV HOLDINGS CLASS A,Industrials,0.04,5.695169112633768,2.717566174865783,5.673015585072798,1.1204853427757167,7.664057064760687,0.24922287345375527,0.4368566245229433,0.3139205020233014,True,12,-0.23008178627968948,-0.15737974851438513,-0.2766482944176739,2.303431539182601,1.3100263289235448,emerging_growth,1.5468562235999954,core_compounder,0.014090509038311438,0.7865665722556853,0.9290698764386363,0.8867983493237019,Industrial,1.0654667754289746,3.0602089871842844,-1.4170129910862947,-0.15569756150221437,2.583808453744015,0.35000000000000003,0.30000000000000004,0.35000000000000003,1.0,0.5192994029116667,0.39300190401217555,0.1262974988994911,0.12242798353909465,2.4915525620043715,1.6468555390283828,0.09639020199893752,0.37332197186001037,0.5318936296808012,1.4071268512013653,0.11084780758488127,0.47675754236876017,0.046905869017049406,6.0,0.607,6.0,6.0,-6.0,0.0,0.32785230554849754,6.0,0.5714285714285978,0.01654917645930582,0.23199999999999987,matched_with_ttm_fallback,0.925,5,0,0.8571428571428571,full_ttm,False,10229900000.0,3715200000.0,1829700000.0,1332800000.0,0.1788580533534052,0.363170705480992,0.1788580533534052,0.3381625352041205,0.0994619443138484,0.7634196759725673,0.03366116019820764,0.6919346869400066,-0.09242183971711776,126106764443.19434,328.30999755859375,0.3381625352041205,0.2768541401432887,1.0114235914207654,79.7253,0.5866467991169978,0.2768541401432887,,,,0.21580013629307948,0.5095356874012973,,1.0114235914207654,1.0154071645889724,,,0.5887392073654256,0.010568822425067998,0.08112094577296153,0.015017433905007335,1.0,1.0,0.0,0.0,0.95,0.0,0.30346548802359796,0.99,0.0,0.0,0.0,0.0,0.0,0.0,18,0.18,0.0,False,0,full_rebalance,1,1,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.0474272955216549,balanced,balanced,aggr_35_30_35,balanced,balanced,True,True,False,,,,,,,,,False
