as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,target_portfolio_weight,target_combined_weight,delta_portfolio_weight,preview_action,review_action,review_reason,review_quantity_delta,review_trade_value_delta_usd,review_order_count,review_order_status,monster_recommendation,monster_stage,monster_priority_score,monster_reason,entry_monster_early_score_max,entry_stale_mega_leader_score_max,entry_risk_entry_block_score_max,account_source,approval_status,risk_state,combined_current_cash_weight,combined_target_cash_weight,combined_cash_gap_weight,macro_recommended_cash_floor,macro_cash_raise_gate,macro_cash_raise_confirmation_count,cash_policy_flag
2026-06-05,current_broker_ledger_mark_to_market,concentrated,equity,SNDK,241.0,1559.3199462890625,375796.10705566406,0.3451124172944727,1187.0,89729.10705566406,0.0,,,,0,0.0,0.0,,,0.285,0.2174201085999559,-0.0601124172944727,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-41.0,-63932.11779785156,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,blocked_by_safety_audit,green,0.11280991667292842,0.12510028893079336,0.012290372257864945,0.03,none,0.0,
2026-06-05,current_broker_ledger_mark_to_market,concentrated,equity,BE,986.0,263.6099853515625,259919.44555664065,0.2386970659720126,290.5199890136719,-26533.263610839844,0.0,,,,0,0.0,0.0,,,0.285,0.16827109667265114,0.04630293402798738,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,191.0,50349.50720214844,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,blocked_by_safety_audit,green,0.11280991667292842,0.12510028893079336,0.012290372257864945,0.03,none,0.0,
2026-06-05,current_broker_ledger_mark_to_market,concentrated,equity,WDC,454.0,511.7200012207031,232320.8805541992,0.2133519192208239,398.7318176455944,51296.63534309936,110653.0975841467,,,,0,0.0,0.0,,,0.1951234877112638,0.16435477776508348,-0.018228431509560078,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-38.0,-19445.36004638672,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,blocked_by_safety_audit,green,0.11280991667292842,0.12510028893079336,0.012290372257864945,0.03,none,0.0,
2026-06-05,current_broker_ledger_mark_to_market,concentrated,equity,CIEN,170.0,488.2099914550781,82995.69854736328,0.07621911353776,390.79856716024045,16559.942130122407,76704.33601772763,,,,0,0.0,0.0,,,0.0909568348003186,0.08734567370346474,0.014737721262558609,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,32.0,15622.7197265625,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,blocked_by_safety_audit,green,0.11280991667292842,0.12510028893079336,0.012290372257864945,0.03,none,0.0,
2026-06-05,current_broker_ledger_mark_to_market,concentrated,equity,LITE,69.0,863.6599731445312,59592.538146972656,0.0547268172992768,435.778128783527,29523.847260909293,288580.44151220785,,,,0,0.0,0.0,,,0.0654196774884175,0.0666554691243099,0.010692860189140695,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,13.0,11227.579650878906,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,blocked_by_safety_audit,green,0.11280991667292842,0.12510028893079336,0.012290372257864945,0.03,none,0.0,
2026-06-05,current_broker_ledger_mark_to_market,concentrated,cash,CASH,0.0,1.0,78284.59049477911,0.0718926666756536,1.0,0.0,0.0,,,,0,0.0,0.0,,,0.0,0.12510028893079336,,RESERVE_CASH,RESERVE_CASH,Combined cash is below target under macro gate `none`.,0.0,0.0,0,,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,blocked_by_safety_audit,green,0.11280991667292842,0.12510028893079336,0.012290372257864945,0.03,none,0.0,below_combined_cash_target
2026-06-05,current_broker_ledger_mark_to_market,main,equity,SNDK,66.0,1559.3199462890625,102915.11645507812,0.1362443804866033,765.3624369303385,52401.19561767578,1582.1990454101565,,,,0,0.0,0.0,,,0.12,0.2174201085999559,-0.016244380486603316,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-7.0,-10915.239624023438,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,blocked_by_safety_audit,green,0.11280991667292842,0.12510028893079336,0.012290372257864945,0.03,none,0.0,
2026-06-05,current_broker_ledger_mark_to_market,main,equity,STM,1386.0,70.72000122070312,98017.92169189452,0.1297612195126426,55.75,20748.42169189453,212.2391270494464,,,,0,0.0,0.0,,,0.1168959027244916,0.04787765097715913,-0.012865316788151004,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-137.0,-9688.640167236328,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,blocked_by_safety_audit,green,0.11280991667292842,0.12510028893079336,0.012290372257864945,0.03,none,0.0,
2026-06-05,current_broker_ledger_mark_to_market,main,equity,WDC,183.0,511.7200012207031,93644.76022338869,0.1239718010523862,334.9209810433282,32354.22069245961,37240.52230802865,,,,0,0.0,0.0,,,0.12,0.16435477776508348,-0.0039718010523862035,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-5.0,-2558.600006103516,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,blocked_by_safety_audit,green,0.11280991667292842,0.12510028893079336,0.012290372257864945,0.03,none,0.0,
2026-06-05,current_broker_ledger_mark_to_market,main,equity,MRVL,315.0,263.4700012207031,82993.05038452148,0.1098705139129699,164.9499969482422,31033.801345825195,-6056.643403606415,,,,0,0.0,0.0,,,0.078598616712466,0.0321920362522554,-0.0312718972005039,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-89.0,-23448.830108642574,1,ready,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,blocked_by_safety_audit,green,0.11280991667292842,0.12510028893079336,0.012290372257864945,0.03,none,0.0,
