rebalance_date,regime_label,rebalance_action,reported_cash_weight,period_end_cash_weight,book_explicit_cash_weight,book_stock_weight_sum,book_total_weight_sum,reported_vs_book_cash_gap,cash_target_used,target_defense_cash,excess_cash_over_target,possible_idle_cash,drawdown_or_risk_defense,confirmed_macro_defense,event_shock_without_confirmation,partial_rebalance,stock_count,target_n,drawdown_before_month,drawdown_after_month,next_rebalance_date,primary_cash_reason
2019-04-30,balanced,initial_rebalance,0.0,0.2014888995633078,0.0,0.9999999999999996,0.9999999999999996,0.0,0.0,0.0,0.0,False,False,False,False,False,18,18.0,0.0,-0.0097259399745989,2019-05-31,no_cash
2019-05-31,risk_off_alert,"partial_rebalance:core_compounder,early_scout",0.28,0.2972986479037777,0.28,0.7199999999999989,0.9999999999999989,0.0,0.28,0.28,0.0,False,True,True,False,True,18,18.0,-0.0097259399745989,0.0,2019-06-28,confirmed_macro_defense_cash
2019-06-28,balanced,rebalance,0.0,0.0354989764788364,0.0,0.9999999999999987,0.9999999999999987,0.0,0.0,0.0,0.0,False,False,False,False,False,27,18.0,0.0,0.0,2019-07-31,no_cash
2019-07-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.0314403660418858,0.0,0.9999999999999983,0.9999999999999983,0.0,0.0,0.0,0.0,False,False,False,False,True,33,18.0,0.0,0.0,2019-08-30,no_cash
2019-08-30,balanced,rebalance,0.0035089338172496,0.1327611461515566,0.0035089338172496,0.9964910661827493,0.9999999999999989,0.0,0.0,0.0,0.0035089338172496,False,False,False,False,False,18,18.0,0.0,-0.0108466809610655,2019-09-30,no_cash
2019-09-30,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.0011862675543871,0.0,0.999999999999999,0.999999999999999,0.0,0.0,0.0,0.0,False,False,False,False,True,24,18.0,-0.0108466809610655,0.0,2019-10-31,no_cash
2019-10-31,growth_reentry_alert,rebalance,0.0,0.0382304834791047,0.0,0.9999999999999986,0.9999999999999986,0.0,0.0,0.0,0.0,False,False,False,False,False,35,20.0,0.0,0.0,2019-11-29,no_cash
2019-11-29,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.0033523541027463,0.0,0.9999999999999978,0.9999999999999978,0.0,0.0,0.0,0.0,False,False,False,False,True,43,20.0,0.0,0.0,2019-12-31,no_cash
2019-12-31,balanced,rebalance,0.0,0.0,0.0,0.9999999999999993,0.9999999999999993,0.0,0.0,0.0,0.0,False,False,False,False,False,18,18.0,0.0,0.0,2020-01-31,no_cash
2020-01-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.3184642188689214,0.0,0.9999999999999994,0.9999999999999994,0.0,0.0,0.0,0.0,False,False,False,False,True,18,18.0,0.0,-0.0326896326446222,2020-02-28,no_cash
2020-02-28,risk_off_alert,rebalance,0.28,0.8085363411074358,0.28,0.719999999999999,0.999999999999999,0.0,0.28,0.28,0.0,False,True,True,False,False,18,18.0,-0.0326896326446222,-0.0861810780547516,2020-03-31,confirmed_macro_defense_cash
2020-03-31,systemic_alert,"partial_rebalance:core_compounder,early_scout",0.4,0.3602313487610051,0.4,0.5999999999999993,0.9999999999999993,0.0,0.4,0.4,0.0,False,True,True,False,True,18,18.0,-0.0861810780547516,0.0,2020-04-30,confirmed_macro_defense_cash
2020-04-30,balanced,rebalance,0.0,0.0,0.0,0.999999999999999,0.999999999999999,0.0,0.0,0.0,0.0,False,False,False,False,False,28,18.0,0.0,0.0,2020-05-29,no_cash
2020-05-29,balanced,"partial_rebalance:core_compounder,early_scout",0.0079079898286425,0.0842587180589082,0.0079079898286425,0.9920920101713565,0.999999999999999,0.0,0.0,0.0,0.0079079898286425,False,False,False,False,True,18,18.0,0.0,0.0,2020-06-30,partial_rebalance_leftover
2020-06-30,balanced,rebalance,0.0146039556823598,0.0133118998008801,0.0146039556823598,0.9853960443176396,0.9999999999999994,0.0,0.0,0.0,0.0146039556823598,False,False,False,False,False,18,18.0,0.0,0.0,2020-07-31,cap_limited_leftover
2020-07-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.0382854930009796,0.0,0.9999999999999993,0.9999999999999993,0.0,0.0,0.0,0.0,False,False,False,False,True,18,18.0,0.0,0.0,2020-08-31,no_cash
