date,price_state,price_crisis_score,price_trigger,spy_drawdown,spy_ret_5d,spy_above_ma20,spy_above_ma50,long_crisis_state,long_crisis_score,cash_gate_reason,cash_gate_allowed,liquidity_confirmation_score,market_trend_damage_score,credit_stress_score,long_crisis_feature_date,future_labels_excluded,raw_state,crisis_state,crisis_score,reentry_stage,reentry_trigger,state_source
2019-05-31,GREEN,0.0,risk_on,0.0,0.0,True,True,GREEN,0.0,below_cash_raise_zone,True,0.0,0.0,0.0,2019-05-31,True,GREEN,GREEN,0.0,,risk_on,price_or_combined
2019-06-03,GREEN,0.005085816914045971,risk_on,-0.0025429084570229854,0.0,True,True,GREEN,0.0,below_cash_raise_zone,True,0.0,0.0,0.0,2019-06-03,True,GREEN,GREEN,0.005085816914045971,,risk_on,price_or_combined
2019-06-04,GREEN,0.0,risk_on,0.0,0.0,True,True,GREEN,0.0,below_cash_raise_zone,True,0.0,0.0,0.0,2019-06-04,True,GREEN,GREEN,0.0,,risk_on,price_or_combined
2019-06-05,GREEN,0.0,risk_on,0.0,0.0,True,True,GREEN,0.011150969897126342,below_cash_raise_zone,True,0.0,0.03716989965708781,0.0,2019-06-05,True,GREEN,GREEN,0.011150969897126342,,risk_on,price_or_combined
2019-06-06,GREEN,0.0,risk_on,0.0,0.0,True,True,GREEN,0.051159159928633804,below_cash_raise_zone,True,0.0,0.02386386642877931,0.0,2019-06-06,True,GREEN,GREEN,0.051159159928633804,,risk_on,price_or_combined
2019-06-07,GREEN,0.0,risk_on,0.0,0.044973926227461325,True,True,GREEN,0.050775202983818574,below_cash_raise_zone,True,0.0,0.0003617877238395092,0.0,2019-06-07,True,GREEN,GREEN,0.050775202983818574,,risk_on,price_or_combined
2019-06-10,GREEN,0.0,risk_on,0.0,0.05244556697902736,True,True,GREEN,0.03333333333333333,below_cash_raise_zone,True,0.0,0.0,0.0,2019-06-10,True,GREEN,GREEN,0.03333333333333333,,risk_on,price_or_combined
2019-06-11,GREEN,0.0004844817168094817,risk_on,-0.00024224085840474086,0.02983694046656238,True,True,GREEN,0.03615140053650296,below_cash_raise_zone,True,0.0,0.0005046684550098768,0.0,2019-06-11,True,GREEN,GREEN,0.03615140053650296,,risk_on,price_or_combined
2019-06-12,GREEN,0.004014780806108398,risk_on,-0.002007390403054199,0.019190249169798168,True,True,GREEN,0.0332546190019089,below_cash_raise_zone,True,0.0,0.004182063339696248,0.0,2019-06-12,True,GREEN,GREEN,0.0332546190019089,,risk_on,price_or_combined
2019-06-13,GREEN,0.0,risk_on,0.0,0.016783513256708904,True,True,GREEN,0.03999999999999998,below_cash_raise_zone,True,0.0,0.0,0.0,2019-06-13,True,GREEN,GREEN,0.03999999999999998,,risk_on,price_or_combined
