rebalance_date,ticker,Name,sector,weight,target_weight,leader_selection_score,leader_tier,leader_state,warning_streak,exit_streak,market_leader_tape_score,sector_leadership_score,future_winner_confirmation_score,smart_money_confirmation_score,smart_money_confirmation_boost,smart_money_evidence_confidence,leader_chase_risk_score,chase_risk_weight_scale,effective_single_weight_cap,liquidity_capacity_score,liquidity_capacity_weight_cap,risk_mode,market_regime,gross_exposure_cap,risk_overlay_reason,benchmark_risk_score,selection_reason,residual_cash_reason,was_prev_holding,holding_months,portfolio_kind,variant_id,target_n,target_stock_names,weighting_mode,active_rebalance_interval_months,single_cap,subindustry_cap,theme_cap,rs_spy_1m,rs_spy_3m,rs_spy_6m,rs_qqq_1m,rs_qqq_3m,rs_qqq_6m,rs_price_coverage_flag
2019-04-30,CASH,Cash,Cash,0.0036260529242861,0.0036260529242861,0.0,CASH,CASH,,,,,,,,,,,,,,benchmark_guard,cash,0.0,risk_on,0.0,residual_cash_from_caps,position_caps_or_liquidity_caps_left_cash,,,concentrated,concentrated_N5_cap30_sub70_risk,5,5,market_leader_score_power,1,0.3,0.7,1.0,,,,,,,
2019-04-30,IR,INGERSOLL RAND INC,Industrials,0.1148435453966546,0.1148435453966546,1.3765922858064257,DUAL_LEADER,HOLD,0.0,0.0,2.446731454845166,1.412456045040299,0.579971245634765,0.0,0.0,0.0,0.1998671596315095,1.0,0.3,-0.4225253767288287,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,strict_dual_benchmark",position_caps_or_liquidity_caps_left_cash,0.0,1.0,concentrated,concentrated_N5_cap30_sub70_risk,5,5,market_leader_score_power,1,0.3,0.7,1.0,0.1727400553714724,0.2948001208419988,0.1860598584313308,0.1585997277237811,0.2523566242452462,0.1476577652251658,True
2019-04-30,QCOM,QUALCOMM INC,Information Technology,0.3,0.3,2.0651547144026723,DUAL_LEADER,HOLD,0.0,0.0,5.3151511471700985,0.499662298974189,0.4911154691185914,0.0,0.0,0.0,0.3749779434402848,1.0,0.3,2.07232481260143,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,strict_dual_benchmark",position_caps_or_liquidity_caps_left_cash,0.0,1.0,concentrated,concentrated_N5_cap30_sub70_risk,5,5,market_leader_score_power,1,0.3,0.7,1.0,0.469405435322439,0.6330740935229102,0.2847625976864807,0.4552651076747478,0.5906305969261576,0.2463605044803156,True
2019-04-30,SHOP,Shopify,Software,0.2340406637454075,0.2340406637454075,1.678181161487645,DUAL_LEADER,HOLD,0.0,0.0,3.0004774805655807,1.4870902142862426,0.7178835849802816,0.0,0.0,0.0,0.2368491421884513,1.0,0.3,0.6999407335719732,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,strict_dual_benchmark",position_caps_or_liquidity_caps_left_cash,0.0,1.0,concentrated,concentrated_N5_cap30_sub70_risk,5,5,market_leader_score_power,1,0.3,0.7,1.0,0.1377848556180945,0.3956408599793728,0.7764742025025184,0.1236445279704032,0.3531973633826202,0.7380721092963534,True
2019-04-30,TER,TERADYNE INC,Information Technology,0.1962621133193553,0.1962621133193553,1.6132493628151068,DUAL_LEADER,HOLD,0.0,0.0,2.404999117462374,1.7515191733992803,0.6257321520630335,0.0,0.0,0.0,0.1724473176947885,1.0,0.3,0.0545707145976288,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,strict_dual_benchmark",position_caps_or_liquidity_caps_left_cash,0.0,1.0,concentrated,concentrated_N5_cap30_sub70_risk,5,5,market_leader_score_power,1,0.3,0.7,1.0,0.1890672804306787,0.2271619252797807,0.3389991922691693,0.1749269527829875,0.1847184286830281,0.3005970990630042,True
2019-04-30,UI,UBIQUITI INC,Information Technology,0.1512276246142963,0.1512276246142963,1.4916223103223851,DUAL_LEADER,HOLD,0.0,0.0,3.0444319657148133,0.9119824906756074,0.7178835849802816,0.0,0.0,0.0,0.1891690442492181,1.0,0.3,-0.2072212478861489,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,strict_dual_benchmark",position_caps_or_liquidity_caps_left_cash,0.0,1.0,concentrated,concentrated_N5_cap30_sub70_risk,5,5,market_leader_score_power,1,0.3,0.7,1.0,0.0976821025628678,0.4784291652311694,0.7915358434668447,0.0835417749151765,0.4359856686344168,0.7531337502606796,True
2019-05-31,CASH,Cash,Cash,0.6558520333396332,0.6558520333396332,0.0,CASH,CASH,,,,,,,,,,,,,,benchmark_guard,cash,0.0,"spy_1m_down_gt_6pct,qqq_1m_down_gt_8pct,both_below_ma50,spy_below_ma200",4.0,residual_cash_from_caps,position_caps_or_liquidity_caps_left_cash,,,concentrated,concentrated_N5_cap30_sub70_risk,5,5,market_leader_score_power,1,0.3,0.7,1.0,,,,,,,
2019-05-31,PAYC,PAYCOM SOFTWARE INC,Industrials,0.0729076126042065,0.0729076126042065,1.446688834922372,DUAL_LEADER,HOLD,0.0,0.0,1.463479777671209,1.9691367028461952,0.6268249351922247,0.0,0.0,0.0,0.1119042164965202,1.0,0.3,0.3426411058222033,1.0,benchmark_guard,risk_off,0.35,"spy_1m_down_gt_6pct,qqq_1m_down_gt_8pct,both_below_ma50,spy_below_ma200",4.0,"DUAL_LEADER,strict_dual_benchmark,benchmark_risk_gross_cap",position_caps_or_liquidity_caps_left_cash,0.0,1.0,concentrated,concentrated_N5_cap30_sub70_risk,5,5,market_leader_score_power,1,0.3,0.7,1.0,0.111023260505587,0.1750015576683022,0.5886221011981019,0.1295036897024144,0.1608998926272453,0.5656449845336187,True
2019-05-31,QCOM,QUALCOMM INC,Information Technology,0.0729901701826007,0.0729901701826007,0.0459889080030651,DUAL_LEADER,WARNING,1.0,0.0,0.054329121707461,-0.4419519902828728,0.1640015423558865,0.0,0.0,0.0,0.1849500050767409,1.0,0.3,1.781314965749723,1.0,benchmark_guard,risk_off,0.35,"spy_1m_down_gt_6pct,qqq_1m_down_gt_8pct,both_below_ma50,spy_below_ma200",4.0,"DUAL_LEADER,previous_holding_priority,warning_hold_no_add,strict_dual_benchmark,benchmark_risk_gross_cap",position_caps_or_liquidity_caps_left_cash,1.0,2.0,concentrated,concentrated_N5_cap30_sub70_risk,5,5,market_leader_score_power,1,0.3,0.7,1.0,-0.1604248234544042,0.2739837229482639,0.16398296009613,-0.1419443942575768,0.259882057907207,0.1410058434316468,True
2019-05-31,ROKU,ROKU INC CLASS A,Communication,0.0349999999999999,0.0349999999999999,1.5948517920889576,DUAL_LEADER,HOLD,0.0,0.0,4.430723829686942,0.0535280749471582,0.3707879188545786,0.0,0.0,0.0,0.1813315768858077,1.0,0.1,0.9083876958972704,0.1,benchmark_guard,risk_off,0.35,"spy_1m_down_gt_6pct,qqq_1m_down_gt_8pct,both_below_ma50,spy_below_ma200",4.0,"DUAL_LEADER,strict_dual_benchmark,benchmark_risk_gross_cap",position_caps_or_liquidity_caps_left_cash,0.0,1.0,concentrated,concentrated_N5_cap30_sub70_risk,5,5,market_leader_score_power,1,0.3,0.7,1.0,0.4853782631099709,0.3715902579065874,1.2095275747877892,0.5038586923067983,0.3574885928655305,1.186550458123306,True
