rebalance_date,stock_weight,cash_weight,total_weight,total_weight_error,explicit_cash,cash_row_count,row_count,contract_pass
2019-05-31,0.16974999999999993,0.83025,1.0,0.0,True,1,6,True
2019-06-28,0.8443713142600437,0.1556286857399559,0.9999999999999997,-3.3306690738754696e-16,True,1,6,True
2019-07-31,0.9214999999999999,0.0785000000000001,1.0,0.0,True,1,6,True
2019-08-30,0.44297643034611434,0.5570235696538857,1.0,0.0,True,1,6,True
2019-09-30,0.44449972662121406,0.5555002733787859,1.0,0.0,True,1,6,True
2019-10-31,0.8193385725081231,0.1806614274918766,0.9999999999999998,-2.220446049250313e-16,True,1,6,True
2019-11-29,0.8870680096260738,0.1129319903739259,0.9999999999999997,-3.3306690738754696e-16,True,1,6,True
2019-12-31,0.9214999999999998,0.0785,0.9999999999999998,-2.220446049250313e-16,True,1,6,True
2020-01-31,0.9214999999999998,0.0785,0.9999999999999998,-2.220446049250313e-16,True,1,6,True
2020-02-28,0.19766864305540457,0.8023313569445955,1.0,0.0,True,1,6,True
2020-03-31,0.0287499999999998,0.97125,0.9999999999999998,-2.220446049250313e-16,True,1,6,True
2020-04-30,0.27999999999999986,0.72,0.9999999999999998,-2.220446049250313e-16,True,1,6,True
2020-05-29,0.6302940183529311,0.3697059816470687,0.9999999999999998,-2.220446049250313e-16,True,1,6,True
2020-06-30,0.9164690994084785,0.0835309005915212,0.9999999999999998,-2.220446049250313e-16,True,1,6,True
2020-07-31,0.9699999999999996,0.03,0.9999999999999997,-3.3306690738754696e-16,True,1,6,True
2020-08-31,0.9214999999999999,0.0785000000000001,1.0,0.0,True,1,6,True
2020-09-30,0.5285602573022855,0.4714397426977145,1.0,0.0,True,1,6,True
2020-10-30,0.456,0.544,1.0,0.0,True,1,6,True
2020-11-30,0.6591546309727634,0.3408453690272365,0.9999999999999999,-1.1102230246251565e-16,True,1,6,True
2020-12-31,0.9699999999999999,0.03,0.9999999999999999,-1.1102230246251565e-16,True,1,6,True
2021-01-29,0.5439134974921889,0.4560865025078109,0.9999999999999998,-2.220446049250313e-16,True,1,6,True
2021-02-26,0.4193044089089225,0.5806955910910774,0.9999999999999999,-1.1102230246251565e-16,True,1,6,True
2021-03-31,0.4102579405679813,0.5897420594320186,1.0,0.0,True,1,6,True
2021-04-30,0.7499999999999998,0.2500000000000001,0.9999999999999999,-1.1102230246251565e-16,True,1,6,True
2021-05-28,0.3613825711180685,0.6386174288819314,0.9999999999999999,-1.1102230246251565e-16,True,1,6,True
2021-06-30,0.9699999999999998,0.03,0.9999999999999998,-2.220446049250313e-16,True,1,6,True
2021-07-30,0.797925819067783,0.2020741809322167,0.9999999999999998,-2.220446049250313e-16,True,1,6,True
2021-08-31,0.8465342660096481,0.1534657339903519,1.0,0.0,True,1,6,True
2021-09-30,0.5346565946963311,0.4653434053036688,0.9999999999999999,-1.1102230246251565e-16,True,1,6,True
2021-10-29,0.7499999999999998,0.2500000000000001,0.9999999999999999,-1.1102230246251565e-16,True,1,6,True
2021-11-30,0.330868066550006,0.669131933449994,1.0,0.0,True,1,6,True
2021-12-31,0.17,0.83,1.0,0.0,True,1,6,True
2022-01-31,0.2420082827775824,0.7579917172224173,0.9999999999999998,-2.220446049250313e-16,True,1,6,True
2022-02-28,0.1387401154918513,0.8612598845081485,0.9999999999999998,-2.220446049250313e-16,True,1,6,True
2022-03-31,0.0,1.0,1.0,0.0,True,1,1,True
2022-04-29,0.0799452661515932,0.9200547338484066,0.9999999999999998,-2.220446049250313e-16,True,1,6,True
2022-05-31,0.1274999999999997,0.8725,0.9999999999999998,-2.220446049250313e-16,True,1,6,True
2022-06-30,0.0749999999999998,0.925,0.9999999999999999,-1.1102230246251565e-16,True,1,6,True
2022-07-29,0.2312075447236286,0.7687924552763712,0.9999999999999998,-2.220446049250313e-16,True,1,6,True
2022-08-31,0.1399999999999998,0.86,0.9999999999999998,-2.220446049250313e-16,True,1,6,True
2022-09-30,0.0375,0.9625,1.0,0.0,True,1,2,True
2022-10-31,0.21999999999999972,0.78,0.9999999999999998,-2.220446049250313e-16,True,1,6,True
2022-11-30,0.6724456888634006,0.327554311136599,0.9999999999999996,-4.440892098500626e-16,True,1,6,True
2022-12-30,0.095742311133057,0.9042576888669428,0.9999999999999998,-2.220446049250313e-16,True,1,6,True
2023-01-31,0.3720035180370135,0.6279964819629864,0.9999999999999999,-1.1102230246251565e-16,True,1,6,True
2023-02-28,0.7599999999999998,0.24,0.9999999999999998,-2.220446049250313e-16,True,1,6,True
2023-03-31,0.544046736595059,0.455953263404941,1.0,0.0,True,1,6,True
2023-04-28,0.3935135284022453,0.6064864715977545,0.9999999999999998,-2.220446049250313e-16,True,1,6,True
2023-05-31,0.04,0.96,1.0,0.0,True,1,2,True
2023-06-30,0.7916703492133954,0.2083296507866043,0.9999999999999997,-3.3306690738754696e-16,True,1,6,True
2023-07-31,0.7629174585983103,0.2370825414016897,1.0,0.0,True,1,6,True
2023-08-31,0.6539367278987144,0.3460632721012856,1.0,0.0,True,1,6,True
2023-09-29,0.24275611220029758,0.7572438877997023,0.9999999999999999,-1.1102230246251565e-16,True,1,6,True
2023-10-31,0.18017440069015922,0.8198255993098407,0.9999999999999999,-1.1102230246251565e-16,True,1,6,True
2023-11-30,0.9214999999999998,0.0785,0.9999999999999998,-2.220446049250313e-16,True,1,6,True
2023-12-29,0.8670369713004866,0.1329630286995131,0.9999999999999998,-2.220446049250313e-16,True,1,6,True
2024-01-31,0.9214999999999997,0.0785,0.9999999999999997,-3.3306690738754696e-16,True,1,6,True
2024-02-29,0.7124999999999999,0.2875000000000001,1.0,0.0,True,1,6,True
2024-03-28,0.71,0.2899999999999999,0.9999999999999999,-1.1102230246251565e-16,True,1,6,True
2024-04-30,0.266,0.734,1.0,0.0,True,1,6,True
2024-05-31,0.9214999999999997,0.0785,0.9999999999999997,-3.3306690738754696e-16,True,1,6,True
2024-06-28,0.7124999999999998,0.2875,0.9999999999999998,-2.220446049250313e-16,True,1,6,True
2024-07-31,0.5049047858960625,0.4950952141039375,1.0,0.0,True,1,6,True
2024-08-30,0.6602615655870245,0.3397384344129751,0.9999999999999996,-4.440892098500626e-16,True,1,6,True
2024-09-30,0.7817878646664453,0.2182121353335545,0.9999999999999998,-2.220446049250313e-16,True,1,6,True
2024-10-31,0.9214999999999999,0.0785,0.9999999999999999,-1.1102230246251565e-16,True,1,6,True
2024-11-29,0.9699999999999999,0.0300000000000001,1.0,0.0,True,1,6,True
2024-12-31,0.6107186971557799,0.3892813028442201,1.0,0.0,True,1,6,True
2025-01-31,0.633961980175542,0.3660380198244578,0.9999999999999998,-2.220446049250313e-16,True,1,6,True
2025-02-28,0.3127563548345665,0.6872436451654335,1.0,0.0,True,1,6,True
2025-03-31,0.1399999999999999,0.86,0.9999999999999999,-1.1102230246251565e-16,True,1,6,True
2025-04-30,0.1399999999999999,0.86,0.9999999999999999,-1.1102230246251565e-16,True,1,6,True
2025-05-30,0.9215,0.0784999999999999,0.9999999999999999,-1.1102230246251565e-16,True,1,6,True
2025-06-30,0.6541891514408067,0.3458108485591932,0.9999999999999999,-1.1102230246251565e-16,True,1,6,True
2025-07-31,0.9699999999999999,0.03,0.9999999999999999,-1.1102230246251565e-16,True,1,6,True
2025-08-29,0.9699999999999998,0.03,0.9999999999999998,-2.220446049250313e-16,True,1,6,True
2025-09-30,0.9214999999999998,0.0785000000000002,1.0,0.0,True,1,6,True
2025-10-31,0.9136957886665364,0.0863042113334635,1.0,0.0,True,1,6,True
2025-11-28,0.8659835045787183,0.1340164954212817,1.0,0.0,True,1,6,True
2025-12-31,0.9214999999999998,0.0785000000000001,0.9999999999999999,-1.1102230246251565e-16,True,1,6,True
2026-01-30,0.9214999999999999,0.0785000000000001,1.0,0.0,True,1,6,True
2026-02-27,0.3768203069973027,0.6231796930026973,1.0,0.0,True,1,6,True
2026-03-31,0.1073356536209139,0.8926643463790861,1.0,0.0,True,1,6,True
2026-04-30,0.9214999999999999,0.0785,0.9999999999999999,-1.1102230246251565e-16,True,1,6,True
2026-06-12,0.9214999999999999,0.0785,0.9999999999999999,-1.1102230246251565e-16,True,1,6,True
