date,signal_date,ticker,target_weight,actual_weight,shares,price
2019-06-03,2019-05-31,HEI,0.2,0.199478909766325,164.0,121.5122299194336
2019-06-03,2019-05-31,SBAC,0.2,0.19966328515226864,100.0,199.46424865722656
2019-07-01,2019-06-28,ACM,0.33,0.33068143349850426,931.0,36.200035095214844
2019-07-01,2019-06-28,HD,0.33,0.32913845688042187,188.0,178.43072509765625
2019-07-01,2019-06-28,LPX,0.33,0.3306243890823509,1419.0,23.74659538269043
2019-08-01,2019-07-31,CTAS,0.33,0.33038901135789966,540.0,60.32117462158203
2019-08-01,2019-07-31,HD,0.33,0.3315470798275732,181.0,180.5945281982422
2019-08-01,2019-07-31,TER,0.33,0.33047767736391304,612.0,53.23884963989258
2019-09-03,2019-08-30,BKNG,0.33,0.3301400087584949,427.0,76.246826171875
2019-09-03,2019-08-30,HD,0.33,0.3316136463955147,172.0,190.13209533691406
2019-09-03,2019-08-30,RMD,0.33,0.3304991781280601,251.0,129.8518524169922
2019-10-01,2019-09-30,LHX,0.33,0.32996407023819885,182.0,179.4381561279297
2019-10-01,2019-09-30,MLM,0.33,0.3289591911102199,127.0,256.3644714355469
2019-10-01,2019-09-30,SHW,0.33,0.3291997901046941,190.0,171.4847412109375
2019-11-01,2019-10-31,AAPL,0.33,0.3304824644119963,536.0,61.425201416015625
2019-11-01,2019-10-31,BKNG,0.33,0.3307780830821098,413.0,79.79021453857422
2019-11-01,2019-10-31,ORLY,0.33,0.3307499399554283,1131.0,29.134000778198242
2019-12-02,2019-11-29,AAPL,0.5,0.5003728524467993,777.0,63.6181640625
2019-12-02,2019-11-29,BABA,0.5,0.49822104489577457,264.0,186.4346160888672
2020-01-02,2019-12-31,BABA,0.33,0.3307163607483385,176.0,208.7144775390625
2020-01-02,2019-12-31,RMD,0.33,0.32941307132075986,248.0,147.53623962402344
2020-01-02,2019-12-31,TSLA,0.33,0.33055225261379545,1280.0,28.68400001525879
2020-02-03,2020-01-31,BABA,0.33,0.33029115853231916,230.0,202.38002014160156
2020-02-03,2020-01-31,FICO,0.33,0.33047248368364396,112.0,415.8299865722656
2020-02-03,2020-01-31,GOOG,0.33,0.3304751567359411,632.0,73.69198608398438
2020-03-02,2020-02-28,BABA,0.2,0.20055237119744296,134.0,200.3666534423828
2020-03-02,2020-02-28,JD,0.2,0.20006816937935842,706.0,37.938114166259766
2020-04-01,2020-03-31,QGEN,0.2,0.1999980666742005,645.0,40.05087661743164
2020-04-01,2020-03-31,VRTX,0.2,0.1990063461437476,114.0,225.47999572753906
2020-05-01,2020-04-30,GILD,0.2,0.20001815667997558,419.0,63.63871765136719
2020-05-01,2020-04-30,QGEN,0.2,0.20014210936422436,643.0,41.49478530883789
2020-06-01,2020-05-29,ABT,0.33,0.3304471526249762,525.0,83.4193115234375
2020-06-01,2020-05-29,CDNS,0.33,0.33065767834267246,478.0,91.68000030517578
2020-06-01,2020-05-29,RGEN,0.33,0.33045759314325196,337.0,129.9600067138672
2020-07-01,2020-06-30,CDNS,0.5,0.5004351719312703,681.0,97.06999969482422
2020-07-01,2020-06-30,MELI,0.5,0.4956182459652731,67.0,977.1400146484375
2020-08-03,2020-07-31,CTAS,0.5,0.49227963013005727,1085.0,70.24462890625
2020-08-03,2020-07-31,MELI,0.5,0.5074591678672239,67.0,1172.6199951171875
2020-09-01,2020-08-31,CRM,0.33,0.33050759408695324,198.0,277.18048095703125
2020-09-01,2020-08-31,CTAS,0.33,0.3309426454683846,697.0,78.84358215332031
2020-09-01,2020-08-31,MEDP,0.33,0.3301147249695074,425.0,128.97999572753906
2020-10-01,2020-09-30,CTAS,0.33,0.33062755809396205,637.0,80.40019989013672
2020-10-01,2020-09-30,HD,0.33,0.32920218382937916,210.0,242.82920837402344
2020-10-01,2020-09-30,PWR,0.33,0.33036629316864735,965.0,53.03052520751953
2020-11-02,2020-10-30,GOOG,0.33,0.33013853572346824,664.0,80.63945007324219
2020-11-02,2020-10-30,GOOGL,0.33,0.33027004759322076,665.0,80.55026245117188
2020-11-02,2020-10-30,PWR,0.33,0.33061186191678377,815.0,65.79308319091797
2020-12-01,2020-11-30,CRUS,0.33,0.3301589898666178,713.0,81.37999725341797
2020-12-01,2020-11-30,GOOG,0.33,0.33082356469376684,652.0,89.17290496826172
2020-12-01,2020-11-30,UI,0.33,0.3299658070690631,243.0,238.6419219970703
2021-01-04,2020-12-31,DIS,0.5,0.5011927014752845,517.0,173.59201049804688
2021-01-04,2020-12-31,KEYS,0.5,0.49815096607722825,680.0,131.17999267578125
2021-02-01,2021-01-29,CRUS,0.33,0.3305307542070401,617.0,97.86000061035156
2021-02-01,2021-01-29,GOOG,0.33,0.33035625698019333,640.0,94.29335021972656
2021-02-01,2021-01-29,GOOGL,0.33,0.33044142808160165,643.0,93.87760925292969
2021-03-01,2021-02-26,FTNT,0.33,0.3306310137832147,1757.0,34.652000427246094
2021-03-01,2021-02-26,LPX,0.33,0.33063578535699933,1332.0,45.709041595458984
2021-03-01,2021-02-26,TROW,0.33,0.33035990157609446,457.0,133.1151885986328
2021-04-01,2021-03-31,NDAQ,0.5,0.49895543353122734,2123.0,46.988014221191406
2021-04-01,2021-03-31,HUBB,0.4999999999999999,0.5008908143183917,570.0,175.68858337402344
2021-05-03,2021-04-30,NDAQ,0.5,0.5007978310629208,2066.0,50.613731384277344
2021-05-03,2021-04-30,ORLY,0.5,0.4991384636464783,2817.0,36.99733352661133
2021-06-01,2021-05-28,NDAQ,0.5,0.5008275496193801,2017.0,51.22425079345703
2021-06-01,2021-05-28,GEN,0.4999999999999999,0.49906522360389083,4094.0,25.147960662841797
2021-07-01,2021-06-30,NDAQ,0.5,0.5007077069524513,1923.0,55.006927490234375
2021-07-01,2021-06-30,SPGI,0.5,0.49889296006322736,266.0,396.2215881347656
2021-08-02,2021-07-30,MCO,0.33,0.33006317177397404,203.0,363.5606994628906
2021-08-02,2021-07-30,NDAQ,0.33,0.3307459386790624,1256.0,58.88175964355469
2021-08-02,2021-07-30,TROW,0.33,0.3299996107827161,440.0,167.70138549804688
2021-09-01,2021-08-31,DHR,0.5,0.49956397553290793,409.0,284.00927734375
2021-09-01,2021-08-31,MCO,0.5,0.5002525915524728,317.0,366.9397888183594
2021-10-01,2021-09-30,DHR,0.33,0.3315536362858827,273.0,262.27423095703125
2021-10-01,2021-09-30,MPWR,0.33,0.3287691066286975,152.0,467.1021728515625
