portfolio_kind,ticker,entry_date,entry_signal_date,entry_reason,quantity_open,entry_price,entry_value_usd,entry_fee_unrealized_usd,entry_target_weight,fill_mode,entry_name,entry_sector,entry_industry_group,entry_source_universe,entry_score,entry_raw_score,entry_sleeve,entry_sleeve_role,entry_selection_path,entry_candidate_gate_label,entry_candidate_minimum_pass,entry_defensive_rotation_action,entry_monster_early_score,entry_stale_mega_leader_score,entry_stale_leader_reason,entry_risk_entry_block_score,entry_theme_phase,entry_theme_horizon,entry_theme_holding_profile,entry_theme_short_cycle_flag,entry_theme_structural_growth,entry_style_regime,entry_regime_state,entry_regime_state_score,entry_rs_acceleration_score,entry_h6_dynamic_leader_score,entry_explosion_entry_score,entry_explosion_exit_score,entry_explosion_net_score,entry_quality_score,entry_concentrated_score,entry_selection_confirmation_score,entry_ml_technical_agreement_score,entry_trend_template_full,entry_breakout_setup_quality_score,entry_volatility_contraction_score,entry_oneil_leadership_score,entry_industry_group_strength_score,entry_future_winner_scout_score,entry_profitability_inflection_score,entry_market_cap_live,entry_mktcap,entry_dollar_vol_20d,entry_current_price_live,entry_px,entry_signal_breakdown
main,KO,2026-03-02,2026-02-27,target_rebalance,377.0,79.67218017578125,30036.41192626953,75.09102981567383,0.0882336907211361,next_close,COCA-COLA,Consumer Staples,Food Beverage & Tobacco,current_constituents_proxy+committed_latest_recovery+previous_candidate_cache_recovery,4.121546753144592,4.121546753144592,core_compounder,,,core_strict,True,neutral,0.4639772747340037,0.0,,0.0,,unknown,neutral,0.0,0.35,quality_compounder,neutral,0.0,0.1863438121393201,0.8115080003468925,0.0,0.0,0.0,0.5416375475128745,,1.0,1.0,1.0,0.7021330642507018,-0.0144561177215913,0.0691579160402827,-0.0118420164988219,0.3942031164424794,0.2262722139558542,,348474997375.4883,1625650501.928482,,81.00302124023438,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.8115080003468925, ""rs_acceleration_score"": 0.1863438121393201, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 1.0, ""theme_phase_multiplier_primary"": 1.0}"
main,LRCX,2026-01-02,2025-12-31,target_rebalance,67.0,184.8385467529297,12384.182632446289,35.119323883056644,0.049389658552103,next_close,LAM RESEARCH CORP,Information Technology,Semiconductors,current_constituents_proxy+strategic_global_hardware+committed_latest_recovery+previous_candidate_cache_recovery,4.971626397594465,4.971626397594465,future_winner,,,future_relaxed,True,promote_monster_early,0.6137373744876693,0.0,,0.2416666666666667,,structural_growth,long_duration,0.0,1.0,balanced,neutral,0.0,-3.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.2286231280541743,0.1379355870253232,0.6956979915814581,2.3088674684304675,1.8129359422620677,0.993634698735402,,222912091777.99988,1681990203.42865,,170.9751434326172,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""rs_acceleration_score"": -3.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 0.95, ""theme_phase_multiplier_primary"": 0.95}"
main,LRCX,2026-02-02,2026-01-30,target_rebalance,27.0,237.21578979492188,6404.826324462891,16.01206581115723,0.0759223814645474,next_close,LAM RESEARCH CORP,Information Technology,Semiconductors,current_constituents_proxy+strategic_global_hardware+committed_latest_recovery+previous_candidate_cache_recovery,5.333207252250151,5.333207252250151,future_winner,,,future_relaxed,True,promote_monster_early,0.6133281192002484,0.0,,0.2416666666666667,,structural_growth,long_duration,0.0,1.0,quality_compounder,neutral,0.0,-2.7272904220647054,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0672912313749416,-0.1764483978041655,1.12,2.588314707756838,2.101900777195212,1.1289554052139406,,293615457424.56055,3092744394.81987,,233.18063354492188,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""rs_acceleration_score"": -2.7272904220647054, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 0.95, ""theme_phase_multiplier_primary"": 0.95}"
main,VZ,2026-03-02,2026-02-27,target_rebalance,382.0,49.239402770996094,18809.451858520508,47.02362964630127,0.0552423918912194,next_close,VERIZON COMMUNICATIONS INC,Communication,Communication Equipment,current_constituents_proxy+committed_latest_recovery+previous_candidate_cache_recovery,3.837690052043884,3.837690052043884,future_winner,,,future_relaxed,True,promote_monster_early,0.600563291174542,0.0,,0.0,,unknown,neutral,0.0,0.35,quality_compounder,neutral,0.0,0.7344802010796226,0.6172869434333641,0.0,0.0,0.0,0.3581963622948307,,1.0,1.0,1.0,0.5607142857142857,-0.5095764249822405,1.12,2.606584758110777,0.8198854596402765,0.4525429346671831,,211984093511.92477,1889367015.1266289,,49.39702987670898,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.6172869434333641, ""rs_acceleration_score"": 0.7344802010796226, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 1.15, ""theme_phase_multiplier_primary"": 1.15}"
main,AMAT,2026-02-02,2026-01-30,target_rebalance,35.0,327.5837097167969,11465.42984008789,28.66357460021973,0.0332545628141291,next_close,APPLIED MATERIAL INC,Information Technology,Semiconductors,current_constituents_proxy+strategic_global_hardware+committed_latest_recovery+previous_candidate_cache_recovery,4.365815543972697,4.365815543972697,future_winner,,,future_relaxed,True,promote_monster_early,0.6003158710942147,0.0,,0.2416666666666667,,structural_growth,long_duration,0.0,1.0,quality_compounder,neutral,0.0,-0.5777403861144137,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.3064559976717014,-0.1919799012610596,0.14,2.588314707756838,1.8048692963291184,0.7871167504659482,,271361891967.77344,2445448018.636322,,321.5188293457031,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""rs_acceleration_score"": -0.5777403861144137, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 0.95, ""theme_phase_multiplier_primary"": 0.95}"
main,AMAT,2026-03-02,2026-02-27,target_rebalance,16.0,371.7178955078125,5947.486328125,14.8687158203125,0.0558850406808867,next_close,APPLIED MATERIAL INC,Information Technology,Semiconductors,current_constituents_proxy+strategic_global_hardware+committed_latest_recovery+previous_candidate_cache_recovery,4.41638599178915,4.41638599178915,core_compounder,,,core_strict,True,neutral,0.5744119239106502,0.0,,0.2416666666666667,,structural_growth,long_duration,0.0,1.0,quality_compounder,neutral,0.0,-1.1474211610213878,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.4062148617890362,-0.2457989892184919,0.7021278801746063,1.614894218658017,1.369799552518307,0.407759377740874,,301932243286.1328,3046107629.239807,,371.8377380371094,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""rs_acceleration_score"": -1.1474211610213878, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 0.95, ""theme_phase_multiplier_primary"": 0.95}"
main,MU,2025-12-01,2025-11-28,target_rebalance,47.0,240.2619781494141,11292.312973022463,77.48448795318603,0.1055546470696345,next_close,MICRON TECHNOLOGY INC,Information Technology,Semiconductors,current_constituents_proxy+strategic_global_hardware+committed_latest_recovery+previous_candidate_cache_recovery,4.811858294951726,4.811858294951726,core_compounder,,,core_strict,True,neutral,0.5594773818696812,0.0,,0.2,,structural_growth,long_duration,0.0,1.0,quality_compounder,bull,1.0,0.5722894973800532,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,-0.3391726944912956,-0.2546406511787003,1.1283810624748765,2.355014264646768,2.541010735900393,0.7469488119160561,,262040322891.23532,6369472988.109131,,236.2852325439453,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""rs_acceleration_score"": 0.5722894973800532, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 0.95, ""theme_phase_multiplier_primary"": 0.95}"
main,ETR,2026-03-02,2026-02-27,target_rebalance,92.0,106.0512237548828,9756.712585449217,24.391781463623047,0.0288,next_close,ENTERGY CORP,Utilities,Utilities,current_constituents_proxy+committed_latest_recovery+previous_candidate_cache_recovery,3.0176469684533145,3.0176469684533145,early_scout,,,early_relaxed,True,neutral,0.5651998268222168,0.0,,0.1333333333333333,,unknown,neutral,0.0,0.35,quality_compounder,neutral,0.0,-0.1385709527753376,0.795022683718848,0.0,0.0,0.0,0.4438361369928925,,1.0,1.0,1.0,0.7327585140436497,0.0746925491067005,0.1919044385029056,0.275713315508717,0.9271763467616578,0.5221489338210735,,4956243945.884705,301061272.4539566,,106.52861785888672,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.795022683718848, ""rs_acceleration_score"": -0.1385709527753376, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 1.05, ""theme_phase_multiplier_primary"": 1.05}"
main,PR,2026-03-02,2026-02-27,target_rebalance,526.0,18.6336612701416,9801.305828094482,24.503264570236208,0.0288,next_close,PERMIAN RESOURCES CORP CLASS A,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy+committed_latest_recovery+previous_candidate_cache_recovery,2.676471585666248,2.676471585666248,early_scout,,,early_relaxed,True,neutral,0.5712428902550278,0.0,,0.325,,commodity_cycle,tactical_cycle,1.0,0.25,quality_compounder,neutral,0.0,0.6156462420130889,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.677169984959069,0.0068150351081718,0.2736325926006219,0.8401358025025911,1.577545231849418,0.777871746685898,,12764928462.757576,209129006.91200256,,18.13782119750977,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""rs_acceleration_score"": 0.6156462420130889, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 1.05, ""theme_phase_multiplier_primary"": 1.05}"
main,VRT,2026-03-02,2026-02-27,target_rebalance,85.0,257.68865966796875,21903.536071777344,54.75884017944336,0.0644521735967133,next_close,VERTIV HOLDINGS CLASS A,Industrials,Capital Goods - Machinery,current_constituents_proxy+strategic_global_hardware+committed_latest_recovery+previous_candidate_cache_recovery,4.407746970954809,4.407746970954809,future_winner,,,future_relaxed,True,neutral,0.5299289193560236,0.0,,0.2416666666666667,,structural_growth,long_duration,0.0,1.0,quality_compounder,neutral,0.0,-2.639967185237087,0.2885805335340521,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.1750073340266225,-0.4050643000191392,0.2665997403379266,0.5693469793628041,1.4989384140694932,0.9969868673489028,,97485903970.72266,1583323870.682068,,254.829345703125,"{""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.2885805335340521, ""rs_acceleration_score"": -2.639967185237087, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 1.05, ""theme_phase_multiplier_primary"": 0.95}"
