row_type,ticker,projected_shares,reference_price,projected_market_value_usd,projected_weight
equity,FLEX,627.0,136.86000061035156,85811.22038269043,0.11433738032871757
equity,SNDK,43.0,1745.0,75035.0,0.09997882904711507
equity,NXT,547.0,112.83999633789062,61723.47799682617,0.08224216771957156
equity,CIEN,130.0,422.4599914550781,54919.798889160156,0.07317674664411652
equity,RVMD,251.0,189.24000549316406,47499.24137878418,0.06328937873895006
equity,HPE,1117.0,41.22999954223633,46053.90948867798,0.061363576247349186
equity,WDC,85.0,539.0,45815.0,0.06104524625566172
equity,ALAB,90.0,406.4200134277344,36577.801208496094,0.0487373323641446
equity,MRVL,148.0,245.2899932861328,36302.919006347656,0.04837107127669617
equity,AMD,70.0,517.8200073242188,36247.40051269531,0.04829709681163558
equity,UMC,1476.0,24.540000915527344,36221.04135131836,0.04826197509391543
equity,QCOM,205.0,176.25,36131.25,0.04814233447069469
equity,ON,396.0,91.22000122070312,36123.12048339844,0.048131502464956795
equity,MU,37.0,975.5599975585938,36095.71990966797,0.048094993138951714
cash,CASH,0.0,1.0,79951.98927541164,0.10653036939752326
