as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,monster_recommendation,monster_stage,monster_priority_score,monster_reason,risk_state,account_source,approval_status
2026-06-15,current_broker_ledger_mark_to_market,main,equity,SNDK,67.0,1980.0999755859373,132666.6983642578,0.1606453320862574,771.6555348866021,80965.77752685547,1726.035322265625,2026-03-02,2026-05-01,105,2,67.0,771.6555348866021,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-15,current_broker_ledger_mark_to_market,main,equity,WDC,170.0,562.9299926757812,95698.0987548828,0.1158802702113782,336.1831014782335,38546.97150358312,34184.5651960171,2026-02-02,2026-05-01,133,2,170.0,368.7551894244026,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-15,current_broker_ledger_mark_to_market,main,equity,MRVL,342.0,279.70001220703125,95657.40417480467,0.1158309933814626,164.9499969482422,39244.50521850586,-1717.038977489471,2026-05-01,2026-05-01,45,1,342.0,164.9499969482422,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-15,current_broker_ledger_mark_to_market,main,equity,STM,1110.0,78.94999694824219,87634.49661254883,0.1061161013586189,55.75,25751.996612548828,3624.4025207901,2026-05-01,2026-05-01,45,1,1110.0,55.75,target_rebalance,early_scout,HOLD,No preview order or no material target gap.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-15,current_broker_ledger_mark_to_market,main,equity,CIEN,115.0,445.9800109863281,51287.70126342773,0.06210397863963,385.9596455158453,6902.342029105523,25993.64850855698,2026-03-02,2026-05-01,105,2,115.0,410.5661745817765,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-15,current_broker_ledger_mark_to_market,main,equity,LITE,53.0,957.239990234375,50733.71948242188,0.0614331653287035,440.176428209097,27404.36878733973,68252.26657890934,2026-02-02,2026-06-15,133,3,53.0,563.8773659760097,target_rebalance,"future_winner,unassigned,unknown",HOLD,No preview order or no material target gap.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-15,current_broker_ledger_mark_to_market,main,equity,PWR,60.0,724.3499755859375,43460.99853515625,0.0526266699070994,738.3403452555339,-839.4221801757812,1017.0568604278563,2026-05-01,2026-06-15,45,2,60.0,738.3403452555339,target_rebalance,"future_winner,unknown",HOLD,No preview order or no material target gap.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-15,current_broker_ledger_mark_to_market,main,equity,ON,364.0,116.79000091552734,42511.56033325195,0.0514770007201756,103.02999877929688,5008.640777587891,473.1078564262388,2026-05-01,2026-05-01,45,1,364.0,103.02999877929688,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-15,current_broker_ledger_mark_to_market,main,equity,MU,39.0,981.6099853515624,38282.78942871094,0.0463564066701792,466.6868091811481,20082.00387064616,22211.227131989795,2026-01-02,2026-05-01,164,2,39.0,472.3877281775841,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-15,current_broker_ledger_mark_to_market,main,equity,FIX,16.0,1952.02001953125,31232.3203125,0.0378190346958816,1877.005111694336,1200.238525390625,0.0,2026-05-01,2026-06-15,45,2,16.0,1877.005111694336,target_rebalance,"future_winner,unknown",HOLD,No preview order or no material target gap.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
