as_of_date,account_source,approval_status,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,target_weight,target_value_usd,delta_weight,delta_value_usd,suggested_action,suggested_quantity_delta,preview_trade_value_delta_usd,preview_order_count,preview_order_status,monster_recommendation,monster_stage,monster_priority_score,monster_reason,portfolio_sources,source_current,source_target,risk_state,block_reason
2026-06-15,simulated_broker_replay,blocked_by_safety_audit,cash,CASH,0.0,1.0,117453.98538566592,0.05362061162848445,0.12145438156432345,266041.3733457508,0.067833769935839,148587.3879600849,RESERVE_CASH,0.0,0.0,0,,,,0.0,,,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-15,simulated_broker_replay,blocked_by_safety_audit,equity,SNDK,339.0,1980.0999755859375,671253.8917236328,0.3064437882974915,0.22279264147276573,488019.1191566934,-0.0836511468247258,-183234.7725669394,SELL,-91.0,-180189.0977783203,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-15,simulated_broker_replay,blocked_by_safety_audit,equity,BE,1380.0,274.5,378810.0,0.17293601255241078,0.17755092618023174,388918.799234775,0.00461491362782096,10108.799234775011,BUY,36.0,9882.0,1,ready,,,0.0,,concentrated,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-15,simulated_broker_replay,blocked_by_safety_audit,equity,WDC,605.0,562.9299926757812,340572.64556884766,0.15547972679998415,0.14472769275053943,317020.7088833885,-0.01075203404944472,-23551.936685459164,SELL,-41.0,-23080.12969970703,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-15,simulated_broker_replay,blocked_by_safety_audit,equity,CIEN,373.0,445.9800109863281,166350.5440979004,0.07594308434892127,0.11095055838527208,243033.1334787042,0.03500747403635081,76682.58938080381,BUY,171.0,76262.5818786621,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-15,simulated_broker_replay,blocked_by_safety_audit,equity,LITE,144.0,957.239990234375,137842.55859375,0.06292849302612172,0.06341064482394661,138898.69444329545,0.0004821517978248896,1056.1358495454479,HOLD,0.0,0.0,0,,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-15,simulated_broker_replay,blocked_by_safety_audit,equity,STM,1110.0,78.94999694824219,87634.49661254883,0.040007287046836,0.03997720767327255,87568.60884671337,-3.0079373563453304e-05,-65.88776583546132,HOLD,0.0,0.0,0,,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-15,simulated_broker_replay,blocked_by_safety_audit,equity,MRVL,342.0,279.7000122070312,95657.40417480467,0.04366994020512936,0.0320398784813077,70182.18003509169,-0.01163006172382166,-25475.224139712984,SELL,-91.0,-25452.701110839844,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-15,simulated_broker_replay,blocked_by_safety_audit,equity,ON,364.0,116.79000091552734,42511.56033325195,0.0194075650891313,0.021276581572670563,46605.57246918539,0.0018690164835392618,4094.012135933437,BUY,35.0,4087.650032043457,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-15,simulated_broker_replay,blocked_by_safety_audit,equity,PWR,60.0,724.3499755859375,43460.99853515625,0.019841006806092996,0.02001472804042243,43841.52853469228,0.00017372123432943254,380.52999953603285,HOLD,0.0,0.0,0,,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-15,simulated_broker_replay,blocked_by_safety_audit,equity,FIX,16.0,1952.02001953125,31232.3203125,0.014258316669579512,0.014902531956763889,32643.45029830533,0.000644215287184377,1411.1299858053317,HOLD,0.0,0.0,0,,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-15,simulated_broker_replay,blocked_by_safety_audit,equity,MU,39.0,981.6099853515625,38282.78942871094,0.017477027937976435,0.011984829558330815,26252.330084315956,-0.005492198379645621,-12030.459344394982,SELL,-12.0,-11779.31982421875,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-15,simulated_broker_replay,blocked_by_safety_audit,equity,COHR,51.0,385.0299987792969,19636.52993774414,0.00896455528576202,0.009586744189574696,20999.41193770843,0.000622188903812675,1362.881999964291,BUY,3.0,1155.0899963378906,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-15,simulated_broker_replay,blocked_by_safety_audit,equity,TER,26.0,403.20001220703125,10483.200317382812,0.0047858368619528285,0.005045189951891811,11051.303759515846,0.00025935308993898284,568.1034421330332,BUY,1.0,403.2000122070313,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-15,simulated_broker_replay,blocked_by_safety_audit,equity,KEYS,26.0,356.94000244140625,9280.440063476562,0.0042367474441257595,0.004285463398686294,9387.150577236578,4.8715954560534305e-05,106.7105137600156,HOLD,0.0,0.0,0,,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
