as_of_date,portfolio_kind,row_type,ticker,current_weight,target_portfolio_weight,target_combined_weight,delta_portfolio_weight,preview_action,review_action,review_reason,review_quantity_delta,review_trade_value_delta_usd,review_order_count,review_order_status,cash_policy_flag,macro_recommended_cash_floor,macro_cash_raise_gate,macro_cash_raise_confirmation_count
2026-06-15,concentrated,equity,SNDK,0.3946771161729354,0.285,0.22279264147276573,-0.10967711617293541,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-75.0,-148507.4981689453,1,ready,,0.03,none,0.0
2026-06-15,concentrated,equity,BE,0.2775922640212315,0.285,0.17755092618023174,0.0074077359787684816,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,36.0,9882.0,1,ready,,0.03,none,0.0
2026-06-15,concentrated,equity,WDC,0.1794442592625895,0.1656442246987487,0.14472769275053943,-0.013800034563840796,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-33.0,-18576.68975830078,1,ready,,0.03,none,0.0
2026-06-15,concentrated,equity,CIEN,0.0843181411450077,0.1219259360525312,0.11095055838527208,0.0376077949075235,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,115.0,51287.70126342773,1,ready,,0.03,none,0.0
2026-06-15,concentrated,equity,LITE,0.0638334253720196,0.06392983924872,0.06341064482394661,9.641387670041024e-05,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-06-15,concentrated,cash,CASH,0.0001347940262161,0.0,0.12145438156432345,,RESERVE_CASH,RESERVE_CASH,Combined cash is below target under macro gate `none`.,0.0,0.0,0,,below_combined_cash_target,0.03,none,0.0
2026-06-15,main,equity,SNDK,0.1606453320862574,0.12,0.22279264147276573,-0.040645332086257396,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-16.0,-31681.599609375,1,ready,,0.03,none,0.0
2026-06-15,main,equity,WDC,0.1158802702113782,0.1101648111187043,0.14472769275053943,-0.005715459092673902,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-8.0,-4503.43994140625,1,ready,,0.03,none,0.0
2026-06-15,main,equity,MRVL,0.1158309933814626,0.084983192898334,0.0320398784813077,-0.0308478004831286,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-91.0,-25452.701110839844,1,ready,,0.03,none,0.0
2026-06-15,main,equity,STM,0.1061161013586189,0.1060363182468542,0.03997720767327255,-7.978311176470854e-05,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-06-15,main,equity,CIEN,0.06210397863963,0.0928146322136947,0.11095055838527208,0.030710653574064696,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,56.0,24974.88061523437,1,ready,,0.03,none,0.0
2026-06-15,main,equity,LITE,0.0614331653287035,0.062552717922308,0.06341064482394661,0.0011195525936045017,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-06-15,main,equity,PWR,0.0526266699070994,0.0530874514664355,0.02001472804042243,0.00046078155933609866,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-06-15,main,equity,ON,0.0514770007201756,0.0564344161624174,0.021276581572670563,0.0049574154422417985,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,35.0,4087.650032043457,1,ready,,0.03,none,0.0
2026-06-15,main,equity,MU,0.0463564066701792,0.0317887935437548,0.011984829558330815,-0.014567613126424399,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-12.0,-11779.31982421875,1,ready,,0.03,none,0.0
2026-06-15,main,equity,FIX,0.0378190346958816,0.0395277637739518,0.014902531956763889,0.0017087290780702022,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-06-15,main,equity,COHR,0.0237777596922583,0.0254280655653834,0.009586744189574696,0.0016503058731251012,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,3.0,1155.0899963378906,1,ready,,0.03,none,0.0
2026-06-15,main,equity,TER,0.0126940461854927,0.0133819593336004,0.005045189951891811,0.0006879131481076998,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,1.0,403.2000122070313,1,ready,,0.03,none,0.0
2026-06-15,main,equity,KEYS,0.0112376308017435,0.0113668459411224,0.004285463398686294,0.00012921513937889928,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-06-15,main,cash,CASH,0.1420016103211184,0.0,0.12145438156432345,,RESERVE_CASH,RESERVE_CASH,Combined cash is below target under macro gate `none`.,0.0,0.0,0,,below_combined_cash_target,0.03,none,0.0
