rank,ticker,target_weight,regime_state,row_type
1,GEV,0.08184207113677677,neutral,equity
2,NVDA,0.07402379136909709,neutral,equity
3,GOOGL,0.0578667485849125,neutral,equity
4,LRCX,0.044577337968799466,neutral,equity
5,FTI,0.04247122590176521,neutral,equity
6,AMZN,0.04145243698703679,neutral,equity
7,ZTO,0.034625172390429566,neutral,equity
8,TSM,0.030606947461387174,neutral,equity
9,PWR,0.02809774170341377,neutral,equity
10,FIX,0.026000000000000002,neutral,equity
11,MLI,0.026000000000000002,neutral,equity
12,PR,0.026000000000000002,neutral,equity
13,VRT,0.026000000000000002,neutral,equity
14,TER,0.02593300804089346,neutral,equity
15,WELL,0.02360050908593127,neutral,equity
16,DTM,0.021075135744277725,neutral,equity
17,MRVL,0.020671139262423345,neutral,equity
18,KIM,0.020397868725050068,neutral,equity
19,MTDR,0.019430004900229173,neutral,equity
20,CIEN,0.01937423915660979,neutral,equity
21,AMKR,0.018927996162275192,neutral,equity
22,GLW,0.015418742192592658,neutral,equity
23,CASH,0.27560788322609897,neutral,cash
