as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,monster_recommendation,monster_stage,monster_priority_score,monster_reason,risk_state,account_source,approval_status
2026-05-22,current_broker_ledger_mark_to_market,concentrated,equity,CIEN,906.0,583.739990234375,528868.4311523438,0.6015561466771286,353.7300109863281,208389.04119873047,0.0,2026-03-02,2026-03-02,81,1,906.0,353.7300109863281,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.","consider_concentrated_challenger,consider_main_scout",nan,5.787149778416564,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",green,simulated_broker_replay,simulation_ready_preview_only
2026-05-22,current_broker_ledger_mark_to_market,concentrated,equity,PR,17137.0,20.440000534057617,350280.2891521454,0.3984228374913491,18.6336612701416,30955.23596572876,0.0,2026-03-02,2026-03-02,81,1,17137.0,18.6336612701416,target_rebalance,early_scout,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-22,current_broker_ledger_mark_to_market,concentrated,cash,CASH,0.0,1.0,18.476429686474148,2.101583152227263e-05,1.0,0.0,0.0,,,,0,0.0,0.0,,,CASH_POLICY_REVIEW,Combined cash target is materially above the macro floor without confirmed cash-raise evidence; review before reserving more cash.,,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-22,current_broker_ledger_mark_to_market,main,equity,MU,47.0,751.0,35297.0,0.091127435369382,240.2619781494141,24004.68702697754,11981.698537044524,2025-12-01,2025-12-01,172,1,47.0,240.2619781494141,target_rebalance,core_compounder,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.","consider_concentrated_challenger,consider_main_scout",nan,6.873092,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",green,simulated_broker_replay,simulation_ready_preview_only
2026-05-22,current_broker_ledger_mark_to_market,main,equity,BE,115.0,302.489990234375,34786.348876953125,0.0898090704315189,166.0,15696.348876953123,0.0,2026-03-02,2026-03-02,81,1,115.0,166.0,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.","consider_concentrated_challenger,consider_main_scout",nan,5.936804536071646,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",green,simulated_broker_replay,simulation_ready_preview_only
2026-05-22,current_broker_ledger_mark_to_market,main,equity,KO,377.0,81.4800033569336,30717.961265563965,0.0793055792250577,79.67218017578125,681.5493392944336,-1230.286506910324,2026-03-02,2026-03-02,81,1,377.0,79.67218017578125,target_rebalance,core_compounder,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-22,current_broker_ledger_mark_to_market,main,equity,LRCX,94.0,305.3500061035156,28702.90057373047,0.0741032302163476,194.05373532431463,10461.84945324489,3474.2633594649183,2026-01-02,2026-02-02,140,2,94.0,199.88307400967213,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-22,current_broker_ledger_mark_to_market,main,equity,VRT,85.0,327.4599914550781,27834.09927368164,0.0718602170900469,257.68865966796875,5930.563201904297,3566.978028926849,2026-03-02,2026-03-02,81,1,85.0,257.68865966796875,target_rebalance,future_winner,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,review_rotation,nan,2.111553083584625,challenger BE outranks held name,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-22,current_broker_ledger_mark_to_market,main,equity,AMAT,51.0,432.1600036621094,22040.160186767574,0.0569018124189163,341.42972878848803,4627.244018554688,2382.555217952727,2026-02-02,2026-03-02,109,2,51.0,341.42972878848803,target_rebalance,"core_compounder,future_winner",EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-22,current_broker_ledger_mark_to_market,main,equity,FTI,301.0,70.98999786376953,21367.98935699463,0.0551664466981095,67.40113067626953,1080.2490234375,0.0,2026-03-02,2026-03-02,81,1,301.0,67.40113067626953,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-22,current_broker_ledger_mark_to_market,main,equity,VZ,382.0,48.34999847412109,18469.699417114258,0.0476838354513129,49.239402770996094,-339.75244140625,-544.7607037067413,2026-03-02,2026-03-02,81,1,382.0,49.239402770996094,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-22,current_broker_ledger_mark_to_market,main,equity,SCCO,102.0,179.6699981689453,18326.339813232426,0.047313719208082,215.55323791503903,-3660.0904541015625,0.0,2026-03-02,2026-03-02,81,1,102.0,215.55323791503903,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
