as_of_date,portfolio_kind,row_type,ticker,current_weight,target_portfolio_weight,target_combined_weight,delta_portfolio_weight,preview_action,review_action,review_reason,review_quantity_delta,review_trade_value_delta_usd,review_order_count,review_order_status,cash_policy_flag,macro_recommended_cash_floor,macro_cash_raise_gate,macro_cash_raise_confirmation_count
2026-05-22,concentrated,equity,CIEN,0.6015561466771286,0.0,0.0,-0.6015561466771286,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-906.0,-528868.4311523438,1,ready,,0.03,none,0.0
2026-05-22,concentrated,equity,PR,0.3984228374913491,0.0,0.0,-0.3984228374913491,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-17137.0,-350280.2891521454,1,ready,,0.03,none,0.0
2026-05-22,concentrated,cash,CASH,2.101583152227263e-05,0.0,0.3345932802862904,,CASH_POLICY_REVIEW,CASH_POLICY_REVIEW,Combined cash target is materially above the macro floor without confirmed cash-raise evidence; review before reserving more cash.,0.0,0.0,0,,target_cash_above_macro_floor_without_confirmation,0.03,none,0.0
2026-05-22,main,equity,MU,0.091127435369382,0.0,0.0,-0.091127435369382,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-47.0,-35297.0,1,ready,,0.03,none,0.0
2026-05-22,main,equity,BE,0.0898090704315189,0.0,0.0,-0.0898090704315189,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-115.0,-34786.348876953125,1,ready,,0.03,none,0.0
2026-05-22,main,equity,KO,0.0793055792250577,0.0,0.0,-0.0793055792250577,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-377.0,-30717.961265563965,1,ready,,0.03,none,0.0
2026-05-22,main,equity,LRCX,0.0741032302163476,0.0,0.0,-0.0741032302163476,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-94.0,-28702.90057373047,1,ready,,0.03,none,0.0
2026-05-22,main,equity,VRT,0.0718602170900469,0.1244380835846251,0.0808847543300063,0.0525778664945782,BUY,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,62.0,20302.519470214844,1,ready,,0.03,none,0.0
2026-05-22,main,equity,AMAT,0.0569018124189163,0.0,0.0,-0.0569018124189163,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-51.0,-22040.160186767574,1,ready,,0.03,none,0.0
2026-05-22,main,equity,FTI,0.0551664466981095,0.0,0.0,-0.0551664466981095,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-301.0,-21367.98935699463,1,ready,,0.03,none,0.0
2026-05-22,main,equity,VZ,0.0476838354513129,0.0,0.0,-0.0476838354513129,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-382.0,-18469.699417114258,1,ready,,0.03,none,0.0
2026-05-22,main,equity,SCCO,0.047313719208082,0.0,0.0,-0.047313719208082,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-102.0,-18326.339813232426,1,ready,,0.03,none,0.0
2026-05-22,main,equity,LITE,0.0415589342775023,0.0,0.0,-0.0415589342775023,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-17.0,-16097.300415039062,1,ready,,0.03,none,0.0
2026-05-22,main,equity,PR,0.0277573498973507,0.0,0.0,-0.0277573498973507,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-526.0,-10751.440280914308,1,ready,,0.03,none,0.0
2026-05-22,main,equity,ETR,0.0266971866294657,0.0,0.0,-0.0266971866294657,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-92.0,-10340.80014038086,1,ready,,0.03,none,0.0
2026-05-22,main,equity,ATI,0.0243013885233366,0.0,0.0,-0.0243013885233366,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-58.0,-9412.819610595703,1,ready,,0.03,none,0.0
2026-05-22,main,equity,THC,0.0183947970053352,0.0,0.0,-0.0183947970053352,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-41.0,-7124.979949951172,1,ready,,0.03,none,0.0
2026-05-22,main,cash,CASH,0.2480189975582349,0.0,0.3345932802862904,,CASH_POLICY_REVIEW,CASH_POLICY_REVIEW,Combined cash target is materially above the macro floor without confirmed cash-raise evidence; review before reserving more cash.,0.0,0.0,0,,target_cash_above_macro_floor_without_confirmation,0.03,none,0.0
